PERIOD_CODE,SUPPLIER_NAME,BRANCH_ID,BRANCH_NAME,TOTAL_ORDERS,COMPLETED_ORDERS,ONTIME_ORDERS,ON_TIME_DELIVERY_RATE,TOTAL_PURCHASE_VALUE,AVG_LEAD_TIME_DAYS,PERFORMANCE_RATING
2022-06,"Dairy Fresh Sdn Bhd","B010","Melaka 88 Speedmart",3,2,2,66.67,1651,0,Poor
2022-06,"Dairy Fresh Sdn Bhd","B003","Petaling Jaya 88 Speedmart",1,1,1,100,717.2,2,Excellent
2022-06,"Dairy Fresh Sdn Bhd","B009","Seremban 88 Speedmart",1,1,1,100,189.68,4,Excellent
2022-06,"Dry Goods Trading Co","B002","Cheras 88 Speedmart",1,1,1,100,910.38,13,Excellent
2022-06,"Dry Goods Trading Co","B010","Melaka 88 Speedmart",3,3,3,100,743.22,2.9,Excellent
2022-06,"Dry Goods Trading Co","B004","Shah Alam 88 Speedmart",1,1,1,100,257.25,11,Excellent
2022-06,"Farm to Table Sdn Bhd","B002","Cheras 88 Speedmart",1,1,1,100,57.1,12,Excellent
2022-06,"Farm to Table Sdn Bhd","B005","Klang 88 Speedmart",1,1,1,100,340.7,13,Excellent
2022-06,"Farm to Table Sdn Bhd","B010","Melaka 88 Speedmart",1,1,1,100,1265.74,0,Excellent
2022-06,"Frozen Foods Malaysia","B010","Melaka 88 Speedmart",2,2,2,100,1159.45,.8,Excellent
2022-06,"Global Grocery Supply","B008","George Town 88 Speedmart",1,1,1,100,195.45,4,Excellent
2022-06,"Global Grocery Supply","B006","Johor Bahru 88 Speedmart",1,1,1,100,559.07,4,Excellent
2022-06,"Global Grocery Supply","B010","Melaka 88 Speedmart",3,3,3,100,6022.72,1.6,Excellent
2022-06,"Global Grocery Supply","B009","Seremban 88 Speedmart",1,1,1,100,355.87,7,Excellent
2022-06,"Global Grocery Supply","B004","Shah Alam 88 Speedmart",1,1,1,100,1229.53,4,Excellent
2022-06,"Green Harvest Trading","B008","George Town 88 Speedmart",1,1,1,100,194.14,3,Excellent
2022-06,"Green Harvest Trading","B007","Ipoh 88 Speedmart",2,2,2,100,693.65,3.3,Excellent
2022-06,"Green Harvest Trading","B005","Klang 88 Speedmart",1,1,1,100,2166.94,2,Excellent
2022-06,"Green Harvest Trading","B010","Melaka 88 Speedmart",4,4,4,100,7556.99,.4,Excellent
2022-06,"Green Harvest Trading","B003","Petaling Jaya 88 Speedmart",1,1,1,100,4658.86,4,Excellent
2022-06,"Green Harvest Trading","B009","Seremban 88 Speedmart",1,1,1,100,1072.14,1,Excellent
2022-06,"Green Harvest Trading","B004","Shah Alam 88 Speedmart",2,2,2,100,1359.7,3.3,Excellent
2022-06,"Home Essentials Enterprise","B006","Johor Bahru 88 Speedmart",1,1,1,100,662.24,9,Excellent
2022-06,"Home Essentials Enterprise","B010","Melaka 88 Speedmart",2,2,2,100,1105.02,1.3,Excellent
2022-06,"Nusa Kitchen Supplies","B001","Ampang 88 Speedmart",1,1,1,100,445.5,4,Excellent
2022-06,"Nusa Kitchen Supplies","B002","Cheras 88 Speedmart",1,1,1,100,571.82,8,Excellent
2022-06,"Nusa Kitchen Supplies","B006","Johor Bahru 88 Speedmart",1,1,1,100,90.47,6,Excellent
2022-06,"Nusa Kitchen Supplies","B010","Melaka 88 Speedmart",3,3,3,100,4461.23,.8,Excellent
2022-06,"Nusa Kitchen Supplies","B004","Shah Alam 88 Speedmart",1,1,1,100,674.89,6,Excellent
2022-06,"Sinar Padi Enterprise","B005","Klang 88 Speedmart",1,1,1,100,173.67,2,Excellent
2022-06,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",5,5,5,100,1367.38,.5,Excellent
2022-06,"Sinar Padi Enterprise","B003","Petaling Jaya 88 Speedmart",1,1,1,100,293.23,4,Excellent
2022-06,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,133.32,3,Excellent
2022-06,"Sinar Padi Enterprise","B004","Shah Alam 88 Speedmart",1,1,1,100,235.08,1,Excellent
2022-07,"Arctic Chill Logistics","B008","George Town 88 Speedmart",1,1,1,100,325.7,12,Excellent
2022-07,"Arctic Chill Logistics","B010","Melaka 88 Speedmart",1,1,1,100,50.7,9,Excellent
2022-07,"Clean & Clear Resources","B007","Ipoh 88 Speedmart",2,2,2,100,490.02,5.5,Excellent
2022-07,"Clean & Clear Resources","B010","Melaka 88 Speedmart",1,1,1,100,48.3,4,Excellent
2022-07,"Clean & Clear Resources","B009","Seremban 88 Speedmart",1,1,1,100,216.65,6,Excellent
2022-07,"Dry Goods Trading Co","B007","Ipoh 88 Speedmart",1,1,1,100,264.36,12,Excellent
2022-07,"Dry Goods Trading Co","B009","Seremban 88 Speedmart",1,1,1,100,250.08,10,Excellent
2022-07,"Farm to Table Sdn Bhd","B006","Johor Bahru 88 Speedmart",1,1,1,100,551.9,13,Excellent
2022-07,"Farm to Table Sdn Bhd","B004","Shah Alam 88 Speedmart",1,1,1,100,124.19,10,Excellent
2022-07,"Frozen Foods Malaysia","B001","Ampang 88 Speedmart",1,1,1,100,226.27,8,Excellent
2022-07,"Frozen Foods Malaysia","B008","George Town 88 Speedmart",1,1,1,100,174.66,7,Excellent
2022-07,"Frozen Foods Malaysia","B005","Klang 88 Speedmart",1,1,1,100,120.73,6,Excellent
2022-07,"Frozen Foods Malaysia","B009","Seremban 88 Speedmart",1,1,1,100,913.17,6,Excellent
2022-07,"Green Harvest Trading","B008","George Town 88 Speedmart",1,1,1,100,923.57,4,Excellent
2022-07,"Green Harvest Trading","B005","Klang 88 Speedmart",2,2,2,100,1398.52,3.3,Excellent
2022-07,"Green Harvest Trading","B010","Melaka 88 Speedmart",1,1,1,100,228.69,1,Excellent
2022-07,"Home Essentials Enterprise","B008","George Town 88 Speedmart",1,1,1,100,133.19,11,Excellent
2022-07,"Home Essentials Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,342.71,14,Excellent
2022-07,"Nusa Kitchen Supplies","B008","George Town 88 Speedmart",1,1,1,100,167.49,7,Excellent
2022-07,"Nusa Kitchen Supplies","B007","Ipoh 88 Speedmart",1,1,1,100,206.46,7,Excellent
2022-07,"Nusa Kitchen Supplies","B006","Johor Bahru 88 Speedmart",1,1,1,100,2007.29,8,Excellent
2022-07,"Nusa Kitchen Supplies","B010","Melaka 88 Speedmart",1,1,1,100,138.56,5,Excellent
2022-07,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",2,2,2,100,152.15,2.7,Excellent
2022-07,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,153.29,1,Excellent
2022-08,"Clean & Clear Resources","B007","Ipoh 88 Speedmart",1,1,1,100,29.4,8,Excellent
2022-08,"Dry Goods Trading Co","B001","Ampang 88 Speedmart",1,1,1,100,373.5,10,Excellent
2022-08,"Dry Goods Trading Co","B007","Ipoh 88 Speedmart",1,1,1,100,673.65,13,Excellent
2022-08,"Dry Goods Trading Co","B010","Melaka 88 Speedmart",1,1,1,100,131.63,14,Excellent
2022-08,"Farm to Table Sdn Bhd","B008","George Town 88 Speedmart",1,1,1,100,425.98,12,Excellent
2022-08,"Farm to Table Sdn Bhd","B007","Ipoh 88 Speedmart",1,1,1,100,545.99,13,Excellent
2022-08,"Frozen Foods Malaysia","B001","Ampang 88 Speedmart",1,1,1,100,1174.47,5,Excellent
2022-08,"Frozen Foods Malaysia","B007","Ipoh 88 Speedmart",1,1,1,100,321.77,7,Excellent
2022-08,"Frozen Foods Malaysia","B004","Shah Alam 88 Speedmart",1,1,1,100,120.74,4,Excellent
2022-08,"Global Grocery Supply","B002","Cheras 88 Speedmart",1,1,1,100,3251,4,Excellent
2022-08,"Global Grocery Supply","B008","George Town 88 Speedmart",1,1,1,100,1139.82,5,Excellent
2022-08,"Global Grocery Supply","B003","Petaling Jaya 88 Speedmart",1,1,1,100,1666.88,8,Excellent
2022-08,"Global Grocery Supply","B009","Seremban 88 Speedmart",1,1,1,100,883.13,7,Excellent
2022-08,"Global Grocery Supply","B004","Shah Alam 88 Speedmart",1,1,1,100,1051.56,5,Excellent
2022-08,"Green Harvest Trading","B008","George Town 88 Speedmart",1,1,1,100,1055.45,1,Excellent
2022-08,"Green Harvest Trading","B009","Seremban 88 Speedmart",1,1,1,100,1110.5,2,Excellent
2022-08,"Green Harvest Trading","B004","Shah Alam 88 Speedmart",1,1,1,100,199.1,4,Excellent
2022-08,"Home Essentials Enterprise","B002","Cheras 88 Speedmart",1,1,1,100,3389.12,12,Excellent
2022-08,"Home Essentials Enterprise","B006","Johor Bahru 88 Speedmart",1,1,1,100,1660.11,11,Excellent
2022-08,"Home Essentials Enterprise","B005","Klang 88 Speedmart",1,1,1,100,463.02,9,Excellent
2022-08,"Nusa Kitchen Supplies","B006","Johor Bahru 88 Speedmart",1,1,1,100,39.91,7,Excellent
2022-08,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",1,1,1,100,202.95,7,Excellent
2022-08,"Nusa Kitchen Supplies","B004","Shah Alam 88 Speedmart",1,1,1,100,731.67,8,Excellent
2022-08,"Sinar Padi Enterprise","B007","Ipoh 88 Speedmart",1,1,1,100,135.72,2,Excellent
2022-08,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,58.4,3,Excellent
2022-08,"Sinar Padi Enterprise","B004","Shah Alam 88 Speedmart",1,1,1,100,248.8,3,Excellent
2022-09,"Arctic Chill Logistics","B010","Melaka 88 Speedmart",1,1,1,100,158.17,9,Excellent
2022-09,"Arctic Chill Logistics","B003","Petaling Jaya 88 Speedmart",1,1,1,100,1515.29,14,Excellent
2022-09,"Arctic Chill Logistics","B009","Seremban 88 Speedmart",2,2,2,100,709.5,11.3,Excellent
2022-09,"Dairy Fresh Sdn Bhd","B009","Seremban 88 Speedmart",1,1,1,100,95.1,3,Excellent
2022-09,"Dry Goods Trading Co","B008","George Town 88 Speedmart",1,1,1,100,532.19,11,Excellent
2022-09,"Farm to Table Sdn Bhd","B007","Ipoh 88 Speedmart",1,1,1,100,454.82,9,Excellent
2022-09,"Frozen Foods Malaysia","B003","Petaling Jaya 88 Speedmart",1,1,1,100,2202.76,8,Excellent
2022-09,"Frozen Foods Malaysia","B004","Shah Alam 88 Speedmart",1,1,1,100,836.18,4,Excellent
2022-09,"Global Grocery Supply","B001","Ampang 88 Speedmart",1,1,1,100,1182.57,5,Excellent
2022-09,"Global Grocery Supply","B008","George Town 88 Speedmart",1,1,1,100,171.68,7,Excellent
2022-09,"Global Grocery Supply","B009","Seremban 88 Speedmart",2,2,2,100,292.51,4.4,Excellent
2022-09,"Green Harvest Trading","B001","Ampang 88 Speedmart",1,1,1,100,5587.82,4,Excellent
2022-09,"Green Harvest Trading","B005","Klang 88 Speedmart",1,1,1,100,356.54,4,Excellent
2022-09,"Green Harvest Trading","B010","Melaka 88 Speedmart",1,1,1,100,330.03,2,Excellent
2022-09,"Green Harvest Trading","B009","Seremban 88 Speedmart",1,1,1,100,179.2,4,Excellent
2022-09,"Home Essentials Enterprise","B006","Johor Bahru 88 Speedmart",1,1,1,100,607.55,13,Excellent
2022-09,"Home Essentials Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,389.37,11,Excellent
2022-09,"Home Essentials Enterprise","B009","Seremban 88 Speedmart",2,2,2,100,808.01,11.7,Excellent
2022-09,"Nusa Kitchen Supplies","B002","Cheras 88 Speedmart",1,1,1,100,2917,7,Excellent
2022-09,"Nusa Kitchen Supplies","B005","Klang 88 Speedmart",1,1,1,100,243.76,4,Excellent
2022-09,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",1,1,1,100,549.98,4,Excellent
2022-09,"Sinar Padi Enterprise","B001","Ampang 88 Speedmart",1,1,1,100,279.62,1,Excellent
2022-09,"Sinar Padi Enterprise","B007","Ipoh 88 Speedmart",1,1,1,100,196.83,4,Excellent
2022-09,"Sinar Padi Enterprise","B006","Johor Bahru 88 Speedmart",1,1,1,100,117.19,2,Excellent
2022-09,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,100.84,2,Excellent
2022-10,"Arctic Chill Logistics","B001","Ampang 88 Speedmart",1,1,1,100,1503.43,13,Excellent
2022-10,"Arctic Chill Logistics","B008","George Town 88 Speedmart",1,1,1,100,89.7,9,Excellent
2022-10,"Arctic Chill Logistics","B005","Klang 88 Speedmart",2,2,2,100,669.17,12.3,Excellent
2022-10,"Arctic Chill Logistics","B010","Melaka 88 Speedmart",2,2,2,100,647.09,11,Excellent
2022-10,"Clean & Clear Resources","B010","Melaka 88 Speedmart",1,1,1,100,19.9,8,Excellent
2022-10,"Clean & Clear Resources","B003","Petaling Jaya 88 Speedmart",1,1,1,100,1109.19,8,Excellent
2022-10,"Clean & Clear Resources","B009","Seremban 88 Speedmart",1,1,1,100,223.37,8,Excellent
2022-10,"Farm to Table Sdn Bhd","B007","Ipoh 88 Speedmart",1,1,1,100,273.97,10,Excellent
2022-10,"Farm to Table Sdn Bhd","B005","Klang 88 Speedmart",1,1,1,100,237.17,10,Excellent
2022-10,"Farm to Table Sdn Bhd","B004","Shah Alam 88 Speedmart",1,1,1,100,244.46,14,Excellent
2022-10,"Frozen Foods Malaysia","B006","Johor Bahru 88 Speedmart",1,1,1,100,266.46,7,Excellent
2022-10,"Frozen Foods Malaysia","B010","Melaka 88 Speedmart",1,1,1,100,97.93,6,Excellent
2022-10,"Frozen Foods Malaysia","B004","Shah Alam 88 Speedmart",1,1,1,100,48.9,7,Excellent
2022-10,"Global Grocery Supply","B008","George Town 88 Speedmart",1,1,1,100,22.66,5,Excellent
2022-10,"Global Grocery Supply","B005","Klang 88 Speedmart",1,1,1,100,1003.4,8,Excellent
2022-10,"Global Grocery Supply","B010","Melaka 88 Speedmart",2,1,1,50,443.35,7,Poor
2022-10,"Green Harvest Trading","B008","George Town 88 Speedmart",1,1,1,100,1583.15,3,Excellent
2022-10,"Green Harvest Trading","B010","Melaka 88 Speedmart",1,1,1,100,109.33,3,Excellent
2022-10,"Home Essentials Enterprise","B002","Cheras 88 Speedmart",1,1,1,100,149.62,14,Excellent
2022-10,"Nusa Kitchen Supplies","B006","Johor Bahru 88 Speedmart",2,2,2,100,1940.01,5.8,Excellent
2022-10,"Nusa Kitchen Supplies","B005","Klang 88 Speedmart",2,2,2,100,978.25,7,Excellent
2022-10,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",2,2,2,100,348.27,4.4,Excellent
2022-10,"Nusa Kitchen Supplies","B004","Shah Alam 88 Speedmart",1,1,1,100,368.98,5,Excellent
2022-10,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,61.17,2,Excellent
2022-10,"Sinar Padi Enterprise","B003","Petaling Jaya 88 Speedmart",1,1,1,100,251.88,2,Excellent
2022-11,"Arctic Chill Logistics","B008","George Town 88 Speedmart",1,1,1,100,1723.1,13,Excellent
2022-11,"Arctic Chill Logistics","B009","Seremban 88 Speedmart",1,1,1,100,218.91,12,Excellent
2022-11,"Dairy Fresh Sdn Bhd","B005","Klang 88 Speedmart",1,1,1,100,24.36,4,Excellent
2022-11,"Dry Goods Trading Co","B008","George Town 88 Speedmart",1,1,1,100,484.08,9,Excellent
2022-11,"Dry Goods Trading Co","B007","Ipoh 88 Speedmart",1,1,1,100,380.6,9,Excellent
2022-11,"Farm to Table Sdn Bhd","B002","Cheras 88 Speedmart",1,1,1,100,380.67,9,Excellent
2022-11,"Farm to Table Sdn Bhd","B004","Shah Alam 88 Speedmart",1,1,1,100,653.17,11,Excellent
2022-11,"Frozen Foods Malaysia","B005","Klang 88 Speedmart",1,1,1,100,752.91,8,Excellent
2022-11,"Global Grocery Supply","B008","George Town 88 Speedmart",1,1,1,100,356.48,7,Excellent
2022-11,"Global Grocery Supply","B007","Ipoh 88 Speedmart",1,1,1,100,313.14,7,Excellent
2022-11,"Global Grocery Supply","B005","Klang 88 Speedmart",2,2,2,100,456.05,5,Excellent
2022-11,"Global Grocery Supply","B009","Seremban 88 Speedmart",3,3,3,100,2241.87,6.4,Excellent
2022-11,"Green Harvest Trading","B007","Ipoh 88 Speedmart",2,2,2,100,3116.99,2,Excellent
2022-11,"Green Harvest Trading","B003","Petaling Jaya 88 Speedmart",1,1,1,100,2003.52,3,Excellent
2022-11,"Green Harvest Trading","B009","Seremban 88 Speedmart",2,2,2,100,617.15,1.6,Excellent
2022-11,"Home Essentials Enterprise","B001","Ampang 88 Speedmart",1,1,1,100,973.36,11,Excellent
2022-11,"Home Essentials Enterprise","B008","George Town 88 Speedmart",1,1,1,100,246.84,12,Excellent
2022-11,"Home Essentials Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,438.1,12,Excellent
2022-11,"Home Essentials Enterprise","B009","Seremban 88 Speedmart",2,2,2,100,653.05,11.8,Excellent
2022-11,"Nusa Kitchen Supplies","B001","Ampang 88 Speedmart",1,1,1,100,707.33,6,Excellent
2022-11,"Nusa Kitchen Supplies","B010","Melaka 88 Speedmart",2,2,2,100,264.6,6,Excellent
2022-11,"Nusa Kitchen Supplies","B003","Petaling Jaya 88 Speedmart",1,1,1,100,7789.2,5,Excellent
2022-11,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",2,2,2,100,1249.65,6.5,Excellent
2022-11,"Sinar Padi Enterprise","B006","Johor Bahru 88 Speedmart",1,1,1,100,162.12,1,Excellent
2022-11,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",2,2,2,100,371.92,2.5,Excellent
2022-11,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,124.66,3,Excellent
2022-12,"Arctic Chill Logistics","B002","Cheras 88 Speedmart",1,1,1,100,530.7,10,Excellent
2022-12,"Arctic Chill Logistics","B004","Shah Alam 88 Speedmart",1,1,1,100,316.06,12,Excellent
2022-12,"Clean & Clear Resources","B009","Seremban 88 Speedmart",1,1,1,100,28.05,4,Excellent
2022-12,"Dairy Fresh Sdn Bhd","B010","Melaka 88 Speedmart",1,1,1,100,46.9,3,Excellent
2022-12,"Dairy Fresh Sdn Bhd","B009","Seremban 88 Speedmart",1,1,1,100,98.02,1,Excellent
2022-12,"Dairy Fresh Sdn Bhd","B004","Shah Alam 88 Speedmart",1,1,1,100,432.78,4,Excellent
2022-12,"Dry Goods Trading Co","B006","Johor Bahru 88 Speedmart",2,2,2,100,879.48,13,Excellent
2022-12,"Dry Goods Trading Co","B010","Melaka 88 Speedmart",1,1,1,100,66.32,9,Excellent
2022-12,"Frozen Foods Malaysia","B001","Ampang 88 Speedmart",1,1,1,100,828.88,5,Excellent
2022-12,"Frozen Foods Malaysia","B010","Melaka 88 Speedmart",1,1,1,100,94.2,5,Excellent
2022-12,"Frozen Foods Malaysia","B009","Seremban 88 Speedmart",1,1,1,100,198.48,4,Excellent
2022-12,"Frozen Foods Malaysia","B004","Shah Alam 88 Speedmart",2,2,2,100,1360.46,5.6,Excellent
2022-12,"Global Grocery Supply","B008","George Town 88 Speedmart",1,1,1,100,847.75,7,Excellent
2022-12,"Global Grocery Supply","B007","Ipoh 88 Speedmart",2,2,2,100,395.24,5.5,Excellent
2022-12,"Global Grocery Supply","B010","Melaka 88 Speedmart",2,2,2,100,728.28,7,Excellent
2022-12,"Global Grocery Supply","B009","Seremban 88 Speedmart",1,1,1,100,172.66,4,Excellent
2022-12,"Global Grocery Supply","B004","Shah Alam 88 Speedmart",1,1,1,100,3084.37,4,Excellent
2022-12,"Green Harvest Trading","B008","George Town 88 Speedmart",1,1,1,100,281.69,3,Excellent
2022-12,"Green Harvest Trading","B007","Ipoh 88 Speedmart",1,1,1,100,178.52,1,Excellent
2022-12,"Green Harvest Trading","B005","Klang 88 Speedmart",1,1,1,100,752.3,2,Excellent
2022-12,"Green Harvest Trading","B003","Petaling Jaya 88 Speedmart",1,1,1,100,2140.88,3,Excellent
2022-12,"Green Harvest Trading","B009","Seremban 88 Speedmart",2,2,2,100,1029.61,3.3,Excellent
2022-12,"Home Essentials Enterprise","B008","George Town 88 Speedmart",2,2,2,100,922.33,11.4,Excellent
2022-12,"Home Essentials Enterprise","B007","Ipoh 88 Speedmart",2,2,2,100,1462.24,10.3,Excellent
2022-12,"Home Essentials Enterprise","B005","Klang 88 Speedmart",1,1,1,100,291.33,11,Excellent
2022-12,"Home Essentials Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,100.49,12,Excellent
2022-12,"Home Essentials Enterprise","B003","Petaling Jaya 88 Speedmart",2,1,1,50,2293.03,12,Poor
2022-12,"Home Essentials Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,232.08,11,Excellent
2022-12,"Nusa Kitchen Supplies","B001","Ampang 88 Speedmart",1,1,1,100,510.33,5,Excellent
2022-12,"Nusa Kitchen Supplies","B008","George Town 88 Speedmart",1,1,1,100,514.8,5,Excellent
2022-12,"Nusa Kitchen Supplies","B006","Johor Bahru 88 Speedmart",2,2,2,100,591.34,4.4,Excellent
2022-12,"Nusa Kitchen Supplies","B010","Melaka 88 Speedmart",1,1,1,100,361.3,4,Excellent
2022-12,"Nusa Kitchen Supplies","B004","Shah Alam 88 Speedmart",1,1,1,100,325.22,7,Excellent
2022-12,"Sinar Padi Enterprise","B002","Cheras 88 Speedmart",1,1,1,100,369.72,2,Excellent
2022-12,"Sinar Padi Enterprise","B008","George Town 88 Speedmart",1,1,1,100,501.51,2,Excellent
2022-12,"Sinar Padi Enterprise","B007","Ipoh 88 Speedmart",2,2,2,100,641.11,4,Excellent
2022-12,"Sinar Padi Enterprise","B006","Johor Bahru 88 Speedmart",1,1,1,100,519.7,1,Excellent
2022-12,"Sinar Padi Enterprise","B005","Klang 88 Speedmart",1,1,1,100,515.49,2,Excellent
2022-12,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",1,0,0,0,152.34,0,Poor
2022-12,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,269.34,2,Excellent
2022-12,"Sinar Padi Enterprise","B004","Shah Alam 88 Speedmart",1,1,1,100,581.1,2,Excellent
2023-01,"Arctic Chill Logistics","B001","Ampang 88 Speedmart",1,1,1,100,447.2,10,Excellent
2023-01,"Arctic Chill Logistics","B011","Kota Kinabalu 88 Speedmart",3,3,3,100,771.59,3.2,Excellent
2023-01,"Arctic Chill Logistics","B010","Melaka 88 Speedmart",1,1,1,100,1926.51,14,Excellent
2023-01,"Clean & Clear Resources","B007","Ipoh 88 Speedmart",1,1,1,100,381.25,4,Excellent
2023-01,"Clean & Clear Resources","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,932.17,1,Excellent
2023-01,"Dairy Fresh Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,811.08,.5,Excellent
2023-01,"Dairy Fresh Sdn Bhd","B010","Melaka 88 Speedmart",1,1,1,100,134.91,4,Excellent
2023-01,"Dry Goods Trading Co","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,286,0,Excellent
2023-01,"Dry Goods Trading Co","B003","Petaling Jaya 88 Speedmart",1,1,1,100,1084.62,12,Excellent
2023-01,"Farm to Table Sdn Bhd","B002","Cheras 88 Speedmart",1,1,1,100,459.65,11,Excellent
2023-01,"Farm to Table Sdn Bhd","B008","George Town 88 Speedmart",1,1,1,100,453.14,9,Excellent
2023-01,"Farm to Table Sdn Bhd","B007","Ipoh 88 Speedmart",1,1,1,100,803.94,12,Excellent
2023-01,"Farm to Table Sdn Bhd","B006","Johor Bahru 88 Speedmart",1,1,1,100,278.26,14,Excellent
2023-01,"Farm to Table Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,1112.92,1.8,Excellent
2023-01,"Farm to Table Sdn Bhd","B010","Melaka 88 Speedmart",1,1,1,100,237.63,13,Excellent
2023-01,"Farm to Table Sdn Bhd","B009","Seremban 88 Speedmart",2,2,2,100,405.66,10.8,Excellent
2023-01,"Frozen Foods Malaysia","B007","Ipoh 88 Speedmart",1,1,1,100,260.57,8,Excellent
2023-01,"Frozen Foods Malaysia","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,1614.04,0,Excellent
2023-01,"Frozen Foods Malaysia","B009","Seremban 88 Speedmart",1,1,1,100,63.7,6,Excellent
2023-01,"Global Grocery Supply","B007","Ipoh 88 Speedmart",1,1,1,100,337.95,4,Excellent
2023-01,"Global Grocery Supply","B005","Klang 88 Speedmart",1,1,1,100,767.74,6,Excellent
2023-01,"Global Grocery Supply","B011","Kota Kinabalu 88 Speedmart",4,4,4,100,3513.64,.8,Excellent
2023-01,"Global Grocery Supply","B009","Seremban 88 Speedmart",1,1,1,100,314.08,7,Excellent
2023-01,"Green Harvest Trading","B001","Ampang 88 Speedmart",1,1,1,100,4376.22,3,Excellent
2023-01,"Green Harvest Trading","B002","Cheras 88 Speedmart",1,1,1,100,2015.81,4,Excellent
2023-01,"Green Harvest Trading","B008","George Town 88 Speedmart",1,1,1,100,1039.95,1,Excellent
2023-01,"Green Harvest Trading","B007","Ipoh 88 Speedmart",1,1,1,100,3989.38,3,Excellent
2023-01,"Green Harvest Trading","B006","Johor Bahru 88 Speedmart",1,1,1,100,647.56,1,Excellent
2023-01,"Green Harvest Trading","B005","Klang 88 Speedmart",2,2,2,100,1049.74,2.5,Excellent
2023-01,"Green Harvest Trading","B011","Kota Kinabalu 88 Speedmart",4,4,4,100,7597.17,.6,Excellent
2023-01,"Green Harvest Trading","B010","Melaka 88 Speedmart",1,1,1,100,268.98,1,Excellent
2023-01,"Green Harvest Trading","B009","Seremban 88 Speedmart",1,1,1,100,447.5,2,Excellent
2023-01,"Green Harvest Trading","B004","Shah Alam 88 Speedmart",1,1,1,100,524.8,3,Excellent
2023-01,"Home Essentials Enterprise","B007","Ipoh 88 Speedmart",1,1,1,100,355.4,10,Excellent
2023-01,"Home Essentials Enterprise","B011","Kota Kinabalu 88 Speedmart",3,3,3,100,759.01,4.1,Excellent
2023-01,"Legacy Foods Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,3144.57,0,Excellent
2023-01,"Nusa Kitchen Supplies","B011","Kota Kinabalu 88 Speedmart",4,4,4,100,5311.67,1.2,Excellent
2023-01,"Nusa Kitchen Supplies","B010","Melaka 88 Speedmart",1,1,1,100,179.86,7,Excellent
2023-01,"Nusa Kitchen Supplies","B003","Petaling Jaya 88 Speedmart",1,1,1,100,1313.47,8,Excellent
2023-01,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",1,1,1,100,609.57,6,Excellent
2023-01,"Sinar Padi Enterprise","B008","George Town 88 Speedmart",2,2,2,100,929.07,4,Excellent
2023-01,"Sinar Padi Enterprise","B005","Klang 88 Speedmart",2,2,2,100,548.96,3.4,Excellent
2023-01,"Sinar Padi Enterprise","B011","Kota Kinabalu 88 Speedmart",4,4,4,100,1829.44,.3,Excellent
2023-01,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,174.34,4,Excellent
2023-01,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,163.51,3,Excellent
2023-02,"Arctic Chill Logistics","B010","Melaka 88 Speedmart",1,1,1,100,265.84,10,Excellent
2023-02,"Clean & Clear Resources","B006","Johor Bahru 88 Speedmart",1,1,1,100,357.86,4,Excellent
2023-02,"Dairy Fresh Sdn Bhd","B006","Johor Bahru 88 Speedmart",1,1,1,100,837.25,4,Excellent
2023-02,"Farm to Table Sdn Bhd","B005","Klang 88 Speedmart",3,3,3,100,1054.98,12,Excellent
2023-02,"Farm to Table Sdn Bhd","B004","Shah Alam 88 Speedmart",1,1,1,100,612.96,11,Excellent
2023-02,"Frozen Foods Malaysia","B008","George Town 88 Speedmart",1,1,1,100,1132.03,5,Excellent
2023-02,"Frozen Foods Malaysia","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,62.1,5,Excellent
