CAL_DATE,BRANCH_NAME,CATEGORY_NAME,ITEM_NAME,QUANTITY_ON_HAND,IS_MYKASIH_ELIGIBLE,AVG_DAILY_SALES,DAYS_OF_SUPPLY,SUGGESTED_REORDER_POINT,SUGGESTED_MAX_LEVEL,STOCK_STATUS,ACTION_REQUIRED
2020-10-31,"Ampang 88 Speedmart","Dairy Products","Susu Rendah Lemak 1L",41,Y,2.46,16.7,19,94,NORMAL,MONITOR
2020-09-30,"Ampang 88 Speedmart","Dairy Products","Susu Rendah Lemak 1L",52,Y,2.46,21.1,19,94,NORMAL,MONITOR
2020-08-31,"Ampang 88 Speedmart","Dairy Products","Susu Rendah Lemak 1L",56,Y,2.46,22.8,19,94,NORMAL,MONITOR
2020-07-31,"Ampang 88 Speedmart","Dairy Products","Susu Rendah Lemak 1L",64,Y,2.46,26,19,94,NORMAL,MONITOR
2020-07-31,"Petaling Jaya 88 Speedmart","Frozen Food","Nuget 500g",172,N,2,86,14,76,EXCESS,FREEZE PURCHASING
2020-08-31,"Petaling Jaya 88 Speedmart","Instant Food","Cup Soup 100g",448,Y,1.7,263.5,14,65,EXCESS,FREEZE PURCHASING
2020-07-31,"Petaling Jaya 88 Speedmart","Instant Food","Cup Soup 100g",454,Y,1.7,267.1,14,65,EXCESS,FREEZE PURCHASING
2020-07-31,"Petaling Jaya 88 Speedmart","Rice and Grains","Bijirin Sarapan 500g",654,Y,2.5,261.6,20,95,EXCESS,FREEZE PURCHASING
2020-09-30,"Ampang 88 Speedmart","Dairy Products","Yogurt 180g",285,Y,2.2,129.5,19,84,EXCESS,FREEZE PURCHASING
2020-08-31,"Ampang 88 Speedmart","Dairy Products","Yogurt 180g",289,Y,2.2,131.4,19,84,EXCESS,FREEZE PURCHASING
2020-07-31,"Ampang 88 Speedmart","Dairy Products","Yogurt 180g",299,Y,2.2,135.9,19,84,EXCESS,FREEZE PURCHASING
2020-10-31,"Ampang 88 Speedmart","Baby Products","Susu Formula 900g",96,N,1.75,54.9,14,67,EXCESS,FREEZE PURCHASING
2020-09-30,"Ampang 88 Speedmart","Baby Products","Susu Formula 900g",106,N,1.75,60.6,14,67,EXCESS,FREEZE PURCHASING
2020-08-31,"Ampang 88 Speedmart","Baby Products","Susu Formula 900g",110,N,1.75,62.9,14,67,EXCESS,FREEZE PURCHASING
2020-07-31,"Ampang 88 Speedmart","Baby Products","Susu Formula 900g",119,N,1.75,68,14,67,EXCESS,FREEZE PURCHASING
2020-07-31,"Cheras 88 Speedmart","Frozen Food","Pizza Beku 400g",106,N,2.67,39.7,22,101,EXCESS,FREEZE PURCHASING
2020-07-31,"Petaling Jaya 88 Speedmart","Rice and Grains","Beras Wangi 10kg",99,N,2.86,34.6,22,109,NORMAL,MONITOR
2020-09-30,"Cheras 88 Speedmart","Beverages","Sprite 330ml",118,N,1.71,68.8,14,65,EXCESS,FREEZE PURCHASING
2020-08-31,"Cheras 88 Speedmart","Beverages","Sprite 330ml",124,N,1.71,72.3,14,65,EXCESS,FREEZE PURCHASING
2020-07-31,"Cheras 88 Speedmart","Beverages","Sprite 330ml",127,N,1.71,74.1,14,65,EXCESS,FREEZE PURCHASING
2020-12-31,"Cheras 88 Speedmart","Canned and Packaged Food","Tuna Chunk 185g",90,Y,1.86,48.5,15,71,EXCESS,FREEZE PURCHASING
2020-11-30,"Cheras 88 Speedmart","Canned and Packaged Food","Tuna Chunk 185g",97,Y,1.86,52.2,15,71,EXCESS,FREEZE PURCHASING
2020-10-31,"Cheras 88 Speedmart","Canned and Packaged Food","Tuna Chunk 185g",109,Y,1.86,58.7,15,71,EXCESS,FREEZE PURCHASING
2020-09-30,"Cheras 88 Speedmart","Canned and Packaged Food","Tuna Chunk 185g",111,Y,1.86,59.8,15,71,EXCESS,FREEZE PURCHASING
2020-08-31,"Cheras 88 Speedmart","Canned and Packaged Food","Tuna Chunk 185g",115,Y,1.86,61.9,15,71,EXCESS,FREEZE PURCHASING
2020-07-31,"Cheras 88 Speedmart","Canned and Packaged Food","Tuna Chunk 185g",40,Y,1.86,21.5,15,71,NORMAL,MONITOR
2020-08-31,"Ampang 88 Speedmart","Cooking Essentials","Minyak Zaitun 500ml",551,N,2,275.5,17,76,EXCESS,FREEZE PURCHASING
2020-07-31,"Ampang 88 Speedmart","Cooking Essentials","Minyak Zaitun 500ml",560,N,2,280,17,76,EXCESS,FREEZE PURCHASING
2020-09-30,"Cheras 88 Speedmart","Beverages","Milo 1kg",55,N,1.45,37.8,12,55,NORMAL,MONITOR
2020-08-31,"Cheras 88 Speedmart","Beverages","Milo 1kg",58,N,1.45,39.9,12,55,EXCESS,FREEZE PURCHASING
2020-07-31,"Cheras 88 Speedmart","Beverages","Milo 1kg",62,N,1.45,42.6,12,55,EXCESS,FREEZE PURCHASING
2020-08-31,"Petaling Jaya 88 Speedmart","Personal Care","Pembersih Muka 100ml",126,N,2.08,60.5,17,79,EXCESS,FREEZE PURCHASING
2020-07-31,"Petaling Jaya 88 Speedmart","Personal Care","Pembersih Muka 100ml",145,N,2.08,69.6,17,79,EXCESS,FREEZE PURCHASING
2020-09-30,"Ampang 88 Speedmart","Snacks and Confectionery","Kerepek 150g",87,N,3,29,24,114,NORMAL,MONITOR
2020-08-31,"Ampang 88 Speedmart","Snacks and Confectionery","Kerepek 150g",98,N,3,32.7,24,114,NORMAL,MONITOR
2020-07-31,"Ampang 88 Speedmart","Snacks and Confectionery","Kerepek 150g",108,N,3,36,24,114,NORMAL,MONITOR
2020-06-30,"Ampang 88 Speedmart","Canned and Packaged Food","Ayam Masak 400g",175,N,2,87.5,17,76,EXCESS,FREEZE PURCHASING
2020-09-30,"Ampang 88 Speedmart","Cooking Essentials","Tepung Jagung 200g",444,N,2,222,16,76,EXCESS,FREEZE PURCHASING
2020-08-31,"Ampang 88 Speedmart","Cooking Essentials","Tepung Jagung 200g",449,N,2,224.5,16,76,EXCESS,FREEZE PURCHASING
2020-07-31,"Ampang 88 Speedmart","Cooking Essentials","Tepung Jagung 200g",455,N,2,227.5,16,76,EXCESS,FREEZE PURCHASING
2020-09-30,"Petaling Jaya 88 Speedmart","Instant Food","Pasta Segera 150g",588,N,2.8,210,24,106,EXCESS,FREEZE PURCHASING
2020-08-31,"Petaling Jaya 88 Speedmart","Instant Food","Pasta Segera 150g",592,N,2.8,211.4,24,106,EXCESS,FREEZE PURCHASING
2020-07-31,"Petaling Jaya 88 Speedmart","Instant Food","Pasta Segera 150g",593,N,2.8,211.8,24,106,EXCESS,FREEZE PURCHASING
2020-11-30,"Ampang 88 Speedmart","Alcoholic Beverages","Wain Merah 750ml",317,N,1.57,201.7,13,60,EXCESS,FREEZE PURCHASING
2020-10-31,"Ampang 88 Speedmart","Alcoholic Beverages","Wain Merah 750ml",328,N,1.57,208.7,13,60,EXCESS,FREEZE PURCHASING
2020-09-30,"Ampang 88 Speedmart","Alcoholic Beverages","Wain Merah 750ml",331,N,1.57,210.6,13,60,EXCESS,FREEZE PURCHASING
2020-08-31,"Ampang 88 Speedmart","Alcoholic Beverages","Wain Merah 750ml",337,N,1.57,214.5,13,60,EXCESS,FREEZE PURCHASING
2020-07-31,"Ampang 88 Speedmart","Alcoholic Beverages","Wain Merah 750ml",342,N,1.57,217.6,13,60,EXCESS,FREEZE PURCHASING
2020-10-31,"Cheras 88 Speedmart","Personal Care","Krim Pelindung 50g",79,N,2,39.5,16,76,EXCESS,FREEZE PURCHASING
2020-09-30,"Cheras 88 Speedmart","Personal Care","Krim Pelindung 50g",87,N,2,43.5,16,76,EXCESS,FREEZE PURCHASING
2020-08-31,"Cheras 88 Speedmart","Personal Care","Krim Pelindung 50g",96,N,2,48,16,76,EXCESS,FREEZE PURCHASING
2020-07-31,"Cheras 88 Speedmart","Personal Care","Krim Pelindung 50g",110,N,2,55,16,76,EXCESS,FREEZE PURCHASING
2020-09-30,"Cheras 88 Speedmart","Dairy Products","Keju 250g",67,Y,1.73,38.8,15,66,EXCESS,FREEZE PURCHASING
2020-08-31,"Cheras 88 Speedmart","Dairy Products","Keju 250g",69,Y,1.73,39.9,15,66,EXCESS,FREEZE PURCHASING
2020-07-31,"Cheras 88 Speedmart","Dairy Products","Keju 250g",74,Y,1.73,42.8,15,66,EXCESS,FREEZE PURCHASING
2020-11-30,"Ampang 88 Speedmart","Snacks and Confectionery","Biskut 200g",85,N,2.06,41.3,17,78,EXCESS,FREEZE PURCHASING
2020-10-31,"Ampang 88 Speedmart","Snacks and Confectionery","Biskut 200g",88,N,2.06,42.7,17,78,EXCESS,FREEZE PURCHASING
2020-09-30,"Ampang 88 Speedmart","Snacks and Confectionery","Biskut 200g",100,N,2.06,48.6,17,78,EXCESS,FREEZE PURCHASING
2020-08-31,"Ampang 88 Speedmart","Snacks and Confectionery","Biskut 200g",109,N,2.06,52.9,17,78,EXCESS,FREEZE PURCHASING
2020-07-31,"Ampang 88 Speedmart","Snacks and Confectionery","Biskut 200g",114,N,2.06,55.4,17,78,EXCESS,FREEZE PURCHASING
2020-08-31,"Cheras 88 Speedmart","Imported Goods","Keju Parmesan 200g",30,N,2.4,12.5,19,91,NORMAL,MONITOR
2020-07-31,"Cheras 88 Speedmart","Imported Goods","Keju Parmesan 200g",45,N,2.4,18.8,19,91,NORMAL,MONITOR
2020-12-31,"Petaling Jaya 88 Speedmart","Canned and Packaged Food","Baked Beans 415g",103,Y,1.8,57.2,14,68,EXCESS,FREEZE PURCHASING
2020-11-30,"Petaling Jaya 88 Speedmart","Canned and Packaged Food","Baked Beans 415g",113,Y,1.8,62.8,14,68,EXCESS,FREEZE PURCHASING
2020-10-31,"Petaling Jaya 88 Speedmart","Canned and Packaged Food","Baked Beans 415g",124,Y,1.8,68.9,14,68,EXCESS,FREEZE PURCHASING
2020-09-30,"Petaling Jaya 88 Speedmart","Canned and Packaged Food","Baked Beans 415g",131,Y,1.8,72.8,14,68,EXCESS,FREEZE PURCHASING
2020-08-31,"Petaling Jaya 88 Speedmart","Canned and Packaged Food","Baked Beans 415g",134,Y,1.8,74.4,14,68,EXCESS,FREEZE PURCHASING
2020-07-31,"Petaling Jaya 88 Speedmart","Canned and Packaged Food","Baked Beans 415g",139,Y,1.8,77.2,14,68,EXCESS,FREEZE PURCHASING
2020-09-30,"Ampang 88 Speedmart","Premium Items","Kaviar 50g",18,N,1.77,10.2,15,67,NORMAL,MONITOR
2020-08-31,"Ampang 88 Speedmart","Premium Items","Kaviar 50g",26,N,1.77,14.7,15,67,NORMAL,MONITOR
2020-07-31,"Ampang 88 Speedmart","Premium Items","Kaviar 50g",38,N,1.77,21.5,15,67,NORMAL,MONITOR
2020-11-30,"Cheras 88 Speedmart","Rice and Grains","Oatmeal 1kg",548,N,1.78,308.3,15,68,EXCESS,FREEZE PURCHASING
2020-10-31,"Cheras 88 Speedmart","Rice and Grains","Oatmeal 1kg",555,N,1.78,312.2,15,68,EXCESS,FREEZE PURCHASING
2020-09-30,"Cheras 88 Speedmart","Rice and Grains","Oatmeal 1kg",557,N,1.78,313.3,15,68,EXCESS,FREEZE PURCHASING
2020-08-31,"Cheras 88 Speedmart","Rice and Grains","Oatmeal 1kg",564,N,1.78,317.3,15,68,EXCESS,FREEZE PURCHASING
2020-07-31,"Cheras 88 Speedmart","Rice and Grains","Oatmeal 1kg",577,N,1.78,324.6,15,68,EXCESS,FREEZE PURCHASING
2020-08-31,"Petaling Jaya 88 Speedmart","Personal Care","Sabun Mandi 100g",92,N,2,46,16,76,EXCESS,FREEZE PURCHASING
2020-07-31,"Petaling Jaya 88 Speedmart","Personal Care","Sabun Mandi 100g",106,N,2,53,16,76,EXCESS,FREEZE PURCHASING
2020-07-31,"Cheras 88 Speedmart","Snacks and Confectionery","Mochi 120g",198,N,2,99,17,76,EXCESS,FREEZE PURCHASING
2020-09-30,"Cheras 88 Speedmart","Dairy Products","Susu Segar 1L",218,N,1.4,155.7,11,53,EXCESS,FREEZE PURCHASING
2020-08-31,"Cheras 88 Speedmart","Dairy Products","Susu Segar 1L",223,N,1.4,159.3,11,53,EXCESS,FREEZE PURCHASING
2020-07-31,"Cheras 88 Speedmart","Dairy Products","Susu Segar 1L",93,N,1.4,66.4,11,53,EXCESS,FREEZE PURCHASING
2020-07-31,"Cheras 88 Speedmart","Imported Goods","Kopi Arabika 250g",21,N,2.17,9.7,17,82,NORMAL,MONITOR
2020-11-30,"Cheras 88 Speedmart","Alcoholic Beverages","Wain Merah 750ml",184,N,2.2,83.6,18,84,EXCESS,FREEZE PURCHASING
2020-10-31,"Cheras 88 Speedmart","Alcoholic Beverages","Wain Merah 750ml",207,N,2.2,94.1,18,84,EXCESS,FREEZE PURCHASING
2020-09-30,"Cheras 88 Speedmart","Alcoholic Beverages","Wain Merah 750ml",207,N,2.2,94.1,18,84,EXCESS,FREEZE PURCHASING
2020-08-31,"Cheras 88 Speedmart","Alcoholic Beverages","Wain Merah 750ml",213,N,2.2,96.8,18,84,EXCESS,FREEZE PURCHASING
2020-07-31,"Cheras 88 Speedmart","Alcoholic Beverages","Wain Merah 750ml",222,N,2.2,100.9,18,84,EXCESS,FREEZE PURCHASING
2020-09-30,"Ampang 88 Speedmart","Snacks and Confectionery","Gula-gula 150g",74,N,2.56,29,21,97,NORMAL,MONITOR
2020-08-31,"Ampang 88 Speedmart","Snacks and Confectionery","Gula-gula 150g",88,N,2.56,34.4,21,97,NORMAL,MONITOR
2020-07-31,"Petaling Jaya 88 Speedmart","Household Cleaning","Peluntur 1L",210,Y,1.75,120,13,67,EXCESS,FREEZE PURCHASING
2020-11-30,"Cheras 88 Speedmart","Canned and Packaged Food","Jagung Manis 425g",45,N,1.78,25.3,15,68,NORMAL,MONITOR
2020-10-31,"Cheras 88 Speedmart","Canned and Packaged Food","Jagung Manis 425g",53,N,1.78,29.8,15,68,NORMAL,MONITOR
2020-09-30,"Cheras 88 Speedmart","Canned and Packaged Food","Jagung Manis 425g",55,N,1.78,30.9,15,68,NORMAL,MONITOR
2020-08-31,"Cheras 88 Speedmart","Canned and Packaged Food","Jagung Manis 425g",24,N,1.78,13.5,15,68,NORMAL,MONITOR
2020-07-31,"Cheras 88 Speedmart","Canned and Packaged Food","Jagung Manis 425g",34,N,1.78,19.1,15,68,NORMAL,MONITOR
2020-07-31,"Cheras 88 Speedmart","Stationery and Daily Needs","Pemadam 5pcs",45,N,1.83,24.5,15,70,NORMAL,MONITOR
2020-07-31,"Ampang 88 Speedmart","Household Cleaning","Peluntur 1L",44,Y,2,22,17,76,NORMAL,MONITOR
2020-12-31,"Ampang 88 Speedmart","Beverages","Kola 330ml",193,N,1.94,99.6,16,74,EXCESS,FREEZE PURCHASING
2020-11-30,"Ampang 88 Speedmart","Beverages","Kola 330ml",202,N,1.94,104.3,16,74,EXCESS,FREEZE PURCHASING
2020-10-31,"Ampang 88 Speedmart","Beverages","Kola 330ml",213,N,1.94,109.9,16,74,EXCESS,FREEZE PURCHASING
2020-09-30,"Ampang 88 Speedmart","Beverages","Kola 330ml",216,N,1.94,111.5,16,74,EXCESS,FREEZE PURCHASING
2020-08-31,"Ampang 88 Speedmart","Beverages","Kola 330ml",222,N,1.94,114.6,16,74,EXCESS,FREEZE PURCHASING
2020-11-30,"Cheras 88 Speedmart","Dairy Products","Keju Mozzarella 200g",74,Y,2.2,33.6,17,84,NORMAL,MONITOR
2020-10-31,"Cheras 88 Speedmart","Dairy Products","Keju Mozzarella 200g",78,Y,2.2,35.5,17,84,NORMAL,MONITOR
2020-09-30,"Cheras 88 Speedmart","Dairy Products","Keju Mozzarella 200g",88,Y,2.2,40,17,84,EXCESS,FREEZE PURCHASING
2020-08-31,"Cheras 88 Speedmart","Dairy Products","Keju Mozzarella 200g",88,Y,2.2,40,17,84,EXCESS,FREEZE PURCHASING
2020-09-30,"Cheras 88 Speedmart","Household Cleaning","Peluntur 1L",146,Y,1.4,104.3,11,53,EXCESS,FREEZE PURCHASING
2020-08-31,"Cheras 88 Speedmart","Household Cleaning","Peluntur 1L",151,Y,1.4,107.9,11,53,EXCESS,FREEZE PURCHASING
2020-09-30,"Cheras 88 Speedmart","Cooking Essentials","Madu 250g",281,N,1,281,7,38,EXCESS,FREEZE PURCHASING
2020-08-31,"Cheras 88 Speedmart","Cooking Essentials","Madu 250g",287,N,1,287,7,38,EXCESS,FREEZE PURCHASING
2020-09-30,"Cheras 88 Speedmart","Stationery and Daily Needs","Pemadam 5pcs",72,N,2.8,25.7,23,106,NORMAL,MONITOR
2020-08-31,"Cheras 88 Speedmart","Stationery and Daily Needs","Pemadam 5pcs",36,N,2.8,12.9,23,106,NORMAL,MONITOR
2020-09-30,"Petaling Jaya 88 Speedmart","Personal Care","Balm 30g",115,N,1.4,82.1,11,53,EXCESS,FREEZE PURCHASING
2020-08-31,"Petaling Jaya 88 Speedmart","Personal Care","Balm 30g",122,N,1.4,87.1,11,53,EXCESS,FREEZE PURCHASING
2020-10-31,"Shah Alam 88 Speedmart","Personal Care","Deodorant 50ml",85,N,1.4,60.7,11,53,EXCESS,FREEZE PURCHASING
2020-11-30,"Petaling Jaya 88 Speedmart","Personal Care","Ubat Gigi 150g",230,N,1.4,164.3,11,53,EXCESS,FREEZE PURCHASING
2020-10-31,"Petaling Jaya 88 Speedmart","Personal Care","Ubat Gigi 150g",234,N,1.4,167.1,11,53,EXCESS,FREEZE PURCHASING
2020-11-30,"Cheras 88 Speedmart","Cooking Essentials","Madu 250g",258,N,1.91,135.1,15,73,EXCESS,FREEZE PURCHASING
2020-10-31,"Cheras 88 Speedmart","Cooking Essentials","Madu 250g",264,N,1.91,138.3,15,73,EXCESS,FREEZE PURCHASING
2020-10-31,"Shah Alam 88 Speedmart","Rice and Grains","Bijirin Sarapan 500g",145,Y,1,145,7,38,EXCESS,FREEZE PURCHASING
2020-11-30,"Ampang 88 Speedmart","Instant Food","Bihun Segera 60g",244,Y,1.77,137.9,15,67,EXCESS,FREEZE PURCHASING
2020-10-31,"Ampang 88 Speedmart","Instant Food","Bihun Segera 60g",252,Y,1.77,142.4,15,67,EXCESS,FREEZE PURCHASING
2020-12-31,"Shah Alam 88 Speedmart","Cooking Essentials","Serbuk Perasa 100g",52,N,1.67,31.2,13,63,NORMAL,MONITOR
2020-11-30,"Shah Alam 88 Speedmart","Cooking Essentials","Serbuk Perasa 100g",64,N,1.67,38.4,13,63,EXCESS,FREEZE PURCHASING
2020-10-31,"Shah Alam 88 Speedmart","Cooking Essentials","Serbuk Perasa 100g",76,N,1.67,45.6,13,63,EXCESS,FREEZE PURCHASING
2020-12-31,"Shah Alam 88 Speedmart","Snacks and Confectionery","Keropok 100g",30,N,1.4,21.4,11,53,NORMAL,MONITOR
2020-11-30,"Shah Alam 88 Speedmart","Snacks and Confectionery","Keropok 100g",37,N,1.4,26.4,11,53,NORMAL,MONITOR
2020-10-31,"Shah Alam 88 Speedmart","Snacks and Confectionery","Keropok 100g",46,N,1.4,32.9,11,53,NORMAL,MONITOR
2020-11-30,"Ampang 88 Speedmart","Personal Care","Ubat Gigi 150g",239,N,1.56,153.6,12,59,EXCESS,FREEZE PURCHASING
2020-10-31,"Ampang 88 Speedmart","Personal Care","Ubat Gigi 150g",248,N,1.56,159.4,12,59,EXCESS,FREEZE PURCHASING
2020-10-31,"Shah Alam 88 Speedmart","Alcoholic Beverages","Whisky 700ml",176,N,1.67,105.6,14,63,EXCESS,FREEZE PURCHASING
2020-12-31,"Cheras 88 Speedmart","Rice and Grains","Beras Perang 1kg",102,N,2.11,48.3,17,80,EXCESS,FREEZE PURCHASING
2020-11-30,"Cheras 88 Speedmart","Rice and Grains","Beras Perang 1kg",115,N,2.11,54.5,17,80,EXCESS,FREEZE PURCHASING
2020-10-31,"Cheras 88 Speedmart","Rice and Grains","Beras Perang 1kg",121,N,2.11,57.3,17,80,EXCESS,FREEZE PURCHASING
2020-12-31,"Ampang 88 Speedmart","Stationery and Daily Needs","Kertas A4 500sheets",143,N,2.09,68.4,17,79,EXCESS,FREEZE PURCHASING
2020-11-30,"Ampang 88 Speedmart","Stationery and Daily Needs","Kertas A4 500sheets",151,N,2.09,72.2,17,79,EXCESS,FREEZE PURCHASING
2020-10-31,"Ampang 88 Speedmart","Stationery and Daily Needs","Kertas A4 500sheets",157,N,2.09,75.1,17,79,EXCESS,FREEZE PURCHASING
2020-11-30,"Ampang 88 Speedmart","Stationery and Daily Needs","Bateri AAA 4pcs",106,N,1.75,60.6,14,67,EXCESS,FREEZE PURCHASING
2020-10-31,"Ampang 88 Speedmart","Stationery and Daily Needs","Bateri AAA 4pcs",47,N,1.75,26.9,14,67,NORMAL,MONITOR
2020-12-31,"Petaling Jaya 88 Speedmart","Cooking Essentials","Minyak Zaitun 500ml",123,N,1.82,67.6,15,69,EXCESS,FREEZE PURCHASING
2020-11-30,"Petaling Jaya 88 Speedmart","Cooking Essentials","Minyak Zaitun 500ml",136,N,1.82,74.8,15,69,EXCESS,FREEZE PURCHASING
2020-10-31,"Petaling Jaya 88 Speedmart","Cooking Essentials","Minyak Zaitun 500ml",144,N,1.82,79.2,15,69,EXCESS,FREEZE PURCHASING
2020-09-30,"Petaling Jaya 88 Speedmart","Cooking Essentials","Minyak Zaitun 500ml",149,N,1.82,81.9,15,69,EXCESS,FREEZE PURCHASING
2020-10-31,"Ampang 88 Speedmart","Rice and Grains","Tepung Beras 500g",441,N,1.75,252,14,67,EXCESS,FREEZE PURCHASING
2020-11-30,"Ampang 88 Speedmart","Frozen Food","Ayam Beku 1kg",97,N,2.25,43.1,18,86,EXCESS,FREEZE PURCHASING
2020-10-31,"Ampang 88 Speedmart","Frozen Food","Ayam Beku 1kg",102,N,2.25,45.3,18,86,EXCESS,FREEZE PURCHASING
2020-10-31,"Shah Alam 88 Speedmart","Cooking Essentials","Cuka 500ml",26,N,1.89,13.8,15,72,NORMAL,MONITOR
2020-12-31,"Shah Alam 88 Speedmart","Beverages","Air Mineral 1.5L",131,N,1.75,74.9,14,67,EXCESS,FREEZE PURCHASING
2020-11-30,"Shah Alam 88 Speedmart","Beverages","Air Mineral 1.5L",137,N,1.75,78.3,14,67,EXCESS,FREEZE PURCHASING
2020-10-31,"Shah Alam 88 Speedmart","Beverages","Air Mineral 1.5L",143,N,1.75,81.7,14,67,EXCESS,FREEZE PURCHASING
2020-11-30,"Shah Alam 88 Speedmart","Frozen Food","Ikan Beku 500g",29,N,2,14.5,16,76,NORMAL,MONITOR
2020-10-31,"Shah Alam 88 Speedmart","Frozen Food","Ikan Beku 500g",22,N,2,11,16,76,NORMAL,MONITOR
2020-12-31,"Shah Alam 88 Speedmart","Rice and Grains","Quinoa 500g",90,Y,1.69,53.2,14,64,EXCESS,FREEZE PURCHASING
2020-11-30,"Shah Alam 88 Speedmart","Rice and Grains","Quinoa 500g",47,Y,1.69,27.8,14,64,NORMAL,MONITOR
2020-10-31,"Shah Alam 88 Speedmart","Rice and Grains","Quinoa 500g",55,Y,1.69,32.5,14,64,NORMAL,MONITOR
2020-10-31,"Shah Alam 88 Speedmart","Instant Food","Mee Segera Cup 65g",208,N,1.5,138.7,12,57,EXCESS,FREEZE PURCHASING
2020-12-31,"Petaling Jaya 88 Speedmart","Dairy Products","Tepung Susu 1kg",163,Y,2.31,70.6,18,88,EXCESS,FREEZE PURCHASING
2020-11-30,"Petaling Jaya 88 Speedmart","Dairy Products","Tepung Susu 1kg",181,Y,2.31,78.4,18,88,EXCESS,FREEZE PURCHASING
2020-10-31,"Petaling Jaya 88 Speedmart","Dairy Products","Tepung Susu 1kg",185,Y,2.31,80.2,18,88,EXCESS,FREEZE PURCHASING
2020-12-31,"Shah Alam 88 Speedmart","Instant Food","Oat Segera 1kg",70,N,1.79,39.2,15,68,EXCESS,FREEZE PURCHASING
2020-11-30,"Shah Alam 88 Speedmart","Instant Food","Oat Segera 1kg",78,N,1.79,43.7,15,68,EXCESS,FREEZE PURCHASING
2020-10-31,"Shah Alam 88 Speedmart","Instant Food","Oat Segera 1kg",91,N,1.79,51,15,68,EXCESS,FREEZE PURCHASING
2020-10-31,"Ampang 88 Speedmart","Household Cleaning","Peluntur 1L",31,Y,2,15.5,17,76,NORMAL,MONITOR
2020-12-31,"Shah Alam 88 Speedmart","Alcoholic Beverages","Bir 330ml",158,N,2,79,17,76,EXCESS,FREEZE PURCHASING
2020-11-30,"Shah Alam 88 Speedmart","Alcoholic Beverages","Bir 330ml",167,N,2,83.5,17,76,EXCESS,FREEZE PURCHASING
2020-10-31,"Shah Alam 88 Speedmart","Alcoholic Beverages","Bir 330ml",181,N,2,90.5,17,76,EXCESS,FREEZE PURCHASING
2020-12-31,"Shah Alam 88 Speedmart","Cooking Essentials","Tepung Jagung 200g",51,N,2,25.5,16,76,NORMAL,MONITOR
2020-11-30,"Shah Alam 88 Speedmart","Cooking Essentials","Tepung Jagung 200g",69,N,2,34.5,16,76,NORMAL,MONITOR
2020-10-31,"Shah Alam 88 Speedmart","Cooking Essentials","Tepung Jagung 200g",78,N,2,39,16,76,EXCESS,FREEZE PURCHASING
2020-11-30,"Ampang 88 Speedmart","Stationery and Daily Needs","Pemadam 5pcs",30,N,1.8,16.7,14,68,NORMAL,MONITOR
2020-10-31,"Ampang 88 Speedmart","Stationery and Daily Needs","Pemadam 5pcs",42,N,1.8,23.3,14,68,NORMAL,MONITOR
2020-11-30,"Shah Alam 88 Speedmart","Stationery and Daily Needs","Pen 10pcs",16,N,1.63,9.8,13,62,NORMAL,MONITOR
2020-10-31,"Shah Alam 88 Speedmart","Stationery and Daily Needs","Pen 10pcs",22,N,1.63,13.5,13,62,NORMAL,MONITOR
2020-12-31,"Shah Alam 88 Speedmart","Canned and Packaged Food","Kacang Hancur 425g",74,Y,3,24.7,24,114,NORMAL,MONITOR
2020-11-30,"Shah Alam 88 Speedmart","Canned and Packaged Food","Kacang Hancur 425g",96,Y,3,32,24,114,NORMAL,MONITOR
2020-10-31,"Shah Alam 88 Speedmart","Canned and Packaged Food","Kacang Hancur 425g",99,Y,3,33,24,114,NORMAL,MONITOR
2020-10-31,"Cheras 88 Speedmart","Rice and Grains","Bijirin Sarapan 500g",124,Y,1,124,7,38,EXCESS,FREEZE PURCHASING
2020-11-30,"Cheras 88 Speedmart","Frozen Food","Pizza Beku 400g",78,N,2.5,31.2,20,95,NORMAL,MONITOR
2020-10-31,"Cheras 88 Speedmart","Frozen Food","Pizza Beku 400g",86,N,2.5,34.4,20,95,NORMAL,MONITOR
2020-10-31,"Petaling Jaya 88 Speedmart","Beverages","Sprite 330ml",285,N,1.67,171,13,63,EXCESS,FREEZE PURCHASING
2020-09-30,"Ampang 88 Speedmart","Beverages","Kopi 3in1 10s",194,N,3.5,55.4,26,133,EXCESS,FREEZE PURCHASING
2020-12-31,"Shah Alam 88 Speedmart","Baby Products","Tisu Basah Baby 80pcs",218,Y,1.62,135,13,61,EXCESS,FREEZE PURCHASING
2020-11-30,"Shah Alam 88 Speedmart","Baby Products","Tisu Basah Baby 80pcs",230,Y,1.62,142.4,13,61,EXCESS,FREEZE PURCHASING
2020-10-31,"Shah Alam 88 Speedmart","Baby Products","Tisu Basah Baby 80pcs",240,Y,1.62,148.6,13,61,EXCESS,FREEZE PURCHASING
2020-11-30,"Ampang 88 Speedmart","Dairy Products","Krim 200ml",35,Y,1.8,19.4,14,68,NORMAL,MONITOR
2020-11-30,"Cheras 88 Speedmart","Baby Products","Minyak Bayi 100ml",339,N,2,169.5,17,76,EXCESS,FREEZE PURCHASING
2020-10-31,"Cheras 88 Speedmart","Baby Products","Minyak Bayi 100ml",351,N,2,175.5,17,76,EXCESS,FREEZE PURCHASING
2020-11-30,"Ampang 88 Speedmart","Personal Care","Syampu 500ml",241,N,1.5,160.7,12,57,EXCESS,FREEZE PURCHASING
