TIME_GRAIN,PERIOD_CODE,BRANCH_ID,BRANCH_NAME,CATEGORY_NAME,ITEM_ID,ITEM_NAME,TOTAL_SALES_QTY,TOTAL_PURCHASE_QTY,AVG_STOCK_ON_HAND,INVENTORY_TURNOVER_RATIO,CATEGORY_TURNOVER_RATIO,STOCK_EFFICIENCY_CATEGORY
Monthly,2022-12,"B009","Seremban 88 Speedmart","Instant Food","I0071","Mee Segera 80g",5,48,77,.06,.07,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Instant Food","I0078","Cup Soup 100g",5,0,45,.11,.07,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Instant Food","I0075","Bubur Segera 50g",4,0,9,.44,.07,"Normal"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Instant Food","I0079","Oat Segera 1kg",1,0,75,.01,.07,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Instant Food","I0080","Cereal 500g",0,0,49,0,.07,"Dead Stock"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Organic Foods","I0117","Beras Organik 5kg",3,0,40,.08,.1,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Organic Foods","I0118","Minyak Zaitun Organik 500ml",2,0,9,.22,.1,"Normal"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Personal Care","I0085","Deodorant 50ml",7,0,30,.23,.11,"Normal"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Personal Care","I0088","Balm 30g",6,0,45,.13,.11,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Personal Care","I0087","Krim Pelindung 50g",4,0,16,.25,.11,"Normal"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Personal Care","I0086","Pembersih Muka 100ml",3,0,19,.16,.11,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Personal Care","I0081","Syampu 500ml",3,10,15,.2,.11,"Normal"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Personal Care","I0082","Sabun Mandi 100g",1,0,36,.03,.11,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Personal Care","I0083","Ubat Gigi 150g",1,0,29,.03,.11,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Personal Care","I0084","Losyen 250ml",0,0,45,0,.11,"Dead Stock"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Premium Items","I0116","Foie Gras 100g",6,0,10,.6,.2,"Fast Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Premium Items","I0115","Kaviar 50g",2,24,31,.06,.2,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Rice and Grains","I0004","Tepung Beras 500g",11,15,19,.58,.08,"Fast Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Rice and Grains","I0001","Beras Super 5kg",10,0,23,.43,.08,"Normal"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Rice and Grains","I0003","Tepung Gandum 1kg",5,18,22,.23,.08,"Normal"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Rice and Grains","I0011","Beras Perang 1kg",4,0,15,.27,.08,"Normal"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Rice and Grains","I0006","Oatmeal 1kg",4,0,62,.06,.08,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Rice and Grains","I0010","Bijirin Sarapan 500g",4,0,53,.08,.08,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Rice and Grains","I0005","Beras Pulut 1kg",4,35,65,.06,.08,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Rice and Grains","I0002","Beras Wangi 10kg",4,0,121,.03,.08,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Rice and Grains","I0007","Quinoa 500g",3,0,151,.02,.08,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Rice and Grains","I0009","Tepung Jagung 500g",3,0,31,.1,.08,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Rice and Grains","I0008","Beras Basmathi 5kg",0,0,15,0,.08,"Dead Stock"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Rice and Grains","I0012","Tepung Ubi 500g",0,0,53,0,.08,"Dead Stock"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0052","Mochi 120g",19,116,78,.24,.09,"Normal"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0048","Gula-gula 150g",12,14,15,.8,.09,"Fast Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0051","Keropok 100g",4,0,101,.04,.09,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0047","Biskut 200g",4,0,22,.18,.09,"Normal"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0049","Pudding 100g",1,56,52,.02,.09,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0046","Coklat 100g",0,0,55,0,.09,"Dead Stock"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0045","Kerepek 150g",0,0,50,0,.09,"Dead Stock"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Snacks and Confectionery","I0050","Kacang Putih 200g",0,0,60,0,.09,"Dead Stock"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Stationery and Daily Needs","I0108","Pemadam 5pcs",7,0,12,.58,.23,"Fast Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Stationery and Daily Needs","I0109","Bateri AA 4pcs",5,10,13,.38,.23,"Normal"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Stationery and Daily Needs","I0107","Pensil 12pcs",4,0,17,.24,.23,"Normal"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Stationery and Daily Needs","I0105","Kertas A4 500sheets",2,0,15,.13,.23,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Stationery and Daily Needs","I0110","Bateri AAA 4pcs",2,0,16,.13,.23,"Slow Moving"
Monthly,2022-12,"B009","Seremban 88 Speedmart","Stationery and Daily Needs","I0106","Pen 10pcs",1,0,19,.05,.23,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Alcoholic Beverages","I0112","Wain Merah 750ml",10,0,101,.1,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Alcoholic Beverages","I0113","Wain Putih 750ml",9,80,115,.08,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Alcoholic Beverages","I0114","Whisky 700ml",9,145,220,.04,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Alcoholic Beverages","I0111","Bir 330ml",5,0,219,.02,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Baby Products","I0100","Makanan Bayi 120g",14,0,188,.07,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Baby Products","I0097","Susu Formula 900g",10,0,91,.11,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Baby Products","I0098","Pampers S 24pcs",10,0,66,.15,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Baby Products","I0104","Botol Susu 250ml",8,0,106,.08,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Baby Products","I0103","Sabun Bayi 250ml",6,0,337,.02,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Baby Products","I0099","Tisu Basah Baby 80pcs",6,0,131,.05,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Baby Products","I0102","Minyak Bayi 100ml",5,0,109,.05,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Baby Products","I0101","Bedak Bayi 150g",4,0,138,.03,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Beverages","I0041","Kopi 3in1 10s",11,0,62,.18,.08,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Beverages","I0038","Kola 330ml",9,0,111,.08,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Beverages","I0043","Susu Soya 1L",8,0,74,.11,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Beverages","I0040","Teh Tarik 250ml",7,0,29,.24,.08,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Beverages","I0039","Sprite 330ml",6,0,61,.1,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Beverages","I0036","Air Mineral 1.5L",6,0,140,.04,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Beverages","I0035","Minuman Isotonic 500ml",5,0,71,.07,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Beverages","I0044","Minuman Tenaga 250ml",3,0,92,.03,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Beverages","I0037","Jus Oren 1L",3,0,28,.11,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Beverages","I0042","Milo 1kg",0,0,76,0,.08,"Dead Stock"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0034","Nangka Muda 565g",12,0,99,.12,.07,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0026","Tuna Chunk 185g",9,0,78,.12,.07,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0025","Sardin 425g",6,0,19,.32,.07,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0031","Ayam Masak 400g",6,0,229,.03,.07,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0028","Jagung Manis 425g",6,0,27,.22,.07,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0033","Cendawan Sup 300g",6,0,56,.11,.07,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0030","Baked Beans 415g",4,0,27,.15,.07,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0029","Sup Ayam 400g",2,0,25,.08,.07,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0032","Daging Lembu 400g",1,0,102,.01,.07,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Canned and Packaged Food","I0027","Kacang Hancur 425g",1,0,80,.01,.07,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0023","Tepung Jagung 200g",12,0,91,.13,.06,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0013","Minyak Masak 1kg",12,45,68,.18,.06,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0024","Serbuk Perasa 100g",11,0,85,.13,.06,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0016","Kicap Masin 600ml",6,76,118,.05,.06,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0018","Sos Tomato 400ml",6,0,32,.19,.06,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0021","Minyak Bijian 200ml",5,0,140,.04,.06,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0020","Madu 250g",5,0,93,.05,.06,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0015","Kicap Manis 600ml",4,0,42,.1,.06,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0022","Sos Tiram 300ml",2,0,192,.01,.06,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0014","Minyak Zaitun 500ml",2,0,95,.02,.06,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0019","Cuka 500ml",1,0,29,.03,.06,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Cooking Essentials","I0017","Sos Cili 400ml",0,0,72,0,.06,"Dead Stock"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Dairy Products","I0053","Susu Segar 1L",8,21,29,.28,.09,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Dairy Products","I0060","Tepung Susu 1kg",8,0,29,.28,.09,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Dairy Products","I0059","Susu Cair 200ml",7,0,53,.13,.09,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Dairy Products","I0056","Mentega 250g",7,42,54,.13,.09,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Dairy Products","I0055","Keju 250g",5,0,91,.05,.09,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Dairy Products","I0062","Susu Kambing 1L",4,45,80,.05,.09,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Dairy Products","I0061","Keju Mozzarella 200g",4,0,60,.07,.09,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Dairy Products","I0058","Krim 200ml",2,0,38,.05,.09,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Dairy Products","I0054","Susu Rendah Lemak 1L",1,0,47,.02,.09,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Dairy Products","I0057","Yogurt 180g",1,0,31,.03,.09,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Frozen Food","I0069","Nuget 500g",14,0,52,.27,.09,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Frozen Food","I0068","Sosej Beku 500g",6,0,47,.13,.09,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Frozen Food","I0064","Daging Beku 500g",5,0,66,.08,.09,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Frozen Food","I0067","Pizza Beku 400g",4,0,43,.09,.09,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Frozen Food","I0063","Ayam Beku 1kg",2,0,49,.04,.09,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Frozen Food","I0070","Kentang Goreng 1kg",2,0,45,.04,.09,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Frozen Food","I0066","Sayuran Beku 300g",0,15,22,0,.09,"Dead Stock"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Frozen Food","I0065","Ikan Beku 500g",0,0,35,0,.09,"Dead Stock"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0092","Peluntur 1L",17,10,-5,0,.18,"Fast Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0090","Pembersih Lantai 1L",13,0,26,.5,.18,"Fast Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0093","Sabun Pinggan 500ml",12,0,90,.13,.18,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0089","Detergen 2kg",11,0,93,.12,.18,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0094","Pembersih Kaca 500ml",5,0,72,.07,.18,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0095","Penyapu 1pc",5,0,36,.14,.18,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0091","Pewangi Pakaian 1L",4,0,13,.31,.18,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Household Cleaning","I0096","Mop 1pc",3,0,59,.05,.18,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Imported Goods","I0120","Kopi Arabika 250g",7,0,37,.19,.22,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Imported Goods","I0119","Keju Parmesan 200g",4,0,12,.33,.22,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Instant Food","I0073","Bihun Segera 60g",12,0,185,.06,.04,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Instant Food","I0077","Sos Pasta 200g",11,0,196,.06,.04,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Instant Food","I0071","Mee Segera 80g",7,0,202,.03,.04,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Instant Food","I0079","Oat Segera 1kg",5,0,135,.04,.04,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Instant Food","I0076","Pasta Segera 150g",5,0,19,.26,.04,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Instant Food","I0074","Nasi Segera 200g",4,92,155,.03,.04,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Instant Food","I0078","Cup Soup 100g",3,0,32,.09,.04,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Instant Food","I0080","Cereal 500g",3,0,76,.04,.04,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Instant Food","I0075","Bubur Segera 50g",2,0,140,.01,.04,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Instant Food","I0072","Mee Segera Cup 65g",1,0,256,0,.04,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Organic Foods","I0117","Beras Organik 5kg",13,0,44,.3,.11,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Organic Foods","I0118","Minyak Zaitun Organik 500ml",3,0,102,.03,.11,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Personal Care","I0087","Krim Pelindung 50g",9,0,52,.17,.08,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Personal Care","I0088","Balm 30g",6,0,30,.2,.08,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Personal Care","I0084","Losyen 250ml",4,0,78,.05,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Personal Care","I0082","Sabun Mandi 100g",4,0,21,.19,.08,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Personal Care","I0085","Deodorant 50ml",3,0,59,.05,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Personal Care","I0083","Ubat Gigi 150g",2,0,38,.05,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Personal Care","I0086","Pembersih Muka 100ml",1,27,41,.02,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Personal Care","I0081","Syampu 500ml",0,34,52,0,.08,"Dead Stock"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Premium Items","I0116","Foie Gras 100g",6,17,23,.26,.19,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Premium Items","I0115","Kaviar 50g",0,0,8,0,.19,"Dead Stock"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0012","Tepung Ubi 500g",10,0,192,.05,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0001","Beras Super 5kg",9,0,50,.18,.05,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0008","Beras Basmathi 5kg",8,0,143,.06,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0010","Bijirin Sarapan 500g",8,0,183,.04,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0003","Tepung Gandum 1kg",7,0,117,.06,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0006","Oatmeal 1kg",6,86,133,.05,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0004","Tepung Beras 500g",5,0,48,.1,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0009","Tepung Jagung 500g",5,0,40,.13,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0007","Quinoa 500g",4,0,52,.08,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0002","Beras Wangi 10kg",1,0,134,.01,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0005","Beras Pulut 1kg",1,0,73,.01,.05,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Rice and Grains","I0011","Beras Perang 1kg",0,0,171,0,.05,"Dead Stock"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0046","Coklat 100g",15,0,45,.33,.08,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0049","Pudding 100g",8,0,52,.15,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0051","Keropok 100g",6,0,55,.11,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0052","Mochi 120g",6,0,36,.17,.08,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0048","Gula-gula 150g",5,0,133,.04,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0045","Kerepek 150g",3,0,75,.04,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0047","Biskut 200g",2,0,76,.03,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Snacks and Confectionery","I0050","Kacang Putih 200g",2,0,133,.02,.08,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Stationery and Daily Needs","I0107","Pensil 12pcs",9,0,22,.41,.17,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Stationery and Daily Needs","I0110","Bateri AAA 4pcs",6,13,11,.55,.17,"Fast Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Stationery and Daily Needs","I0106","Pen 10pcs",5,0,19,.26,.17,"Normal"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Stationery and Daily Needs","I0105","Kertas A4 500sheets",4,26,35,.11,.17,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Stationery and Daily Needs","I0108","Pemadam 5pcs",3,0,45,.07,.17,"Slow Moving"
Monthly,2022-12,"B004","Shah Alam 88 Speedmart","Stationery and Daily Needs","I0109","Bateri AA 4pcs",3,0,47,.06,.17,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Alcoholic Beverages","I0114","Whisky 700ml",13,0,367,.04,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Alcoholic Beverages","I0112","Wain Merah 750ml",4,0,221,.02,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Alcoholic Beverages","I0113","Wain Putih 750ml",1,0,140,.01,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Alcoholic Beverages","I0111","Bir 330ml",0,0,58,0,.02,"Dead Stock"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Baby Products","I0103","Sabun Bayi 250ml",7,0,349,.02,.01,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Baby Products","I0104","Botol Susu 250ml",5,0,474,.01,.01,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Baby Products","I0101","Bedak Bayi 150g",4,0,350,.01,.01,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Baby Products","I0102","Minyak Bayi 100ml",4,0,463,.01,.01,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Baby Products","I0097","Susu Formula 900g",1,0,129,.01,.01,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Baby Products","I0098","Pampers S 24pcs",0,0,349,0,.01,"Dead Stock"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Baby Products","I0099","Tisu Basah Baby 80pcs",0,0,107,0,.01,"Dead Stock"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Baby Products","I0100","Makanan Bayi 120g",0,0,420,0,.01,"Dead Stock"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Beverages","I0044","Minuman Tenaga 250ml",12,0,509,.02,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Beverages","I0036","Air Mineral 1.5L",7,0,235,.03,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Beverages","I0039","Sprite 330ml",6,0,134,.04,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Beverages","I0035","Minuman Isotonic 500ml",2,0,54,.04,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Beverages","I0043","Susu Soya 1L",2,0,55,.04,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Beverages","I0042","Milo 1kg",2,0,198,.01,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Beverages","I0037","Jus Oren 1L",1,0,56,.02,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Beverages","I0038","Kola 330ml",1,0,251,0,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Beverages","I0040","Teh Tarik 250ml",1,0,203,0,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Beverages","I0041","Kopi 3in1 10s",0,0,209,0,.02,"Dead Stock"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0031","Ayam Masak 400g",5,0,244,.02,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0028","Jagung Manis 425g",5,0,99,.05,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0027","Kacang Hancur 425g",5,0,124,.04,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0029","Sup Ayam 400g",5,0,217,.02,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0033","Cendawan Sup 300g",5,0,337,.01,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0034","Nangka Muda 565g",4,0,135,.03,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0025","Sardin 425g",4,0,52,.08,.02,"Slow Moving"
Monthly,2023-01,"B001","Ampang 88 Speedmart","Canned and Packaged Food","I0032","Daging Lembu 400g",2,0,156,.01,.02,"Slow Moving"
