PurchaseOrderID,ItemID,QuantityOrdered,QuantityReceived,UnitCost,LineTotal
PO0163,I0110,30,22,6.5,195.0
PO0163,I0070,10,8,28.55,285.5
PO0163,I0035,34,34,26.69,907.46
PO0163,I0090,19,17,34.83,661.77
PO0163,I0100,31,25,30.33,940.23
PO0164,I0037,31,28,35.22,1091.82
PO0164,I0012,29,28,31.13,902.77
PO0164,I0077,37,37,25.32,936.84
PO0165,I0025,38,32,15.62,593.56
PO0165,I0080,21,14,6.5,136.5
PO0165,I0010,5,3,27.42,137.1
PO0165,I0090,25,20,33.8,845.0
PO0165,I0015,25,25,2.23,55.75
PO0166,I0012,36,35,34.42,1239.12
PO0166,I0052,7,6,33.71,235.97
PO0166,I0067,29,27,12.18,353.22
PO0166,I0032,21,20,21.92,460.32
PO0166,I0042,5,5,21.75,108.75
PO0167,I0055,16,16,23.08,369.28
PO0167,I0090,38,38,29.38,1116.44
PO0167,I0100,37,37,37.08,1371.96
PO0168,I0057,37,33,20.03,741.11
PO0168,I0037,33,30,34.24,1129.92
PO0168,I0033,57,56,15.72,896.04
PO0168,I0117,27,25,23.33,629.91
PO0168,I0118,51,51,12.09,616.59
PO0169,I0002,40,40,9.94,397.6
PO0169,I0077,37,35,24.5,906.5
PO0169,I0112,28,25,14.01,392.28
PO0169,I0097,28,25,25.1,702.8
PO0170,I0112,16,13,13.43,214.88
PO0170,I0012,20,19,36.23,724.6
PO0170,I0062,17,16,13.8,234.6
PO0170,I0052,21,21,30.19,633.99
PO0171,I0069,71,71,7.18,509.78
PO0171,I0044,128,128,9.1,1164.8
PO0171,I0054,44,44,6.0,264.0
PO0172,I0015,38,0,2.76,104.88
PO0172,I0070,32,0,34.64,1108.48
PO0172,I0120,12,0,5.46,65.52
PO0172,I0020,33,0,13.62,449.46
PO0172,I0105,26,0,5.27,137.02
PO0173,I0016,31,0,10.75,333.25
PO0173,I0091,184,0,2.05,377.2
PO0173,I0101,163,0,32.13,5237.19
PO0173,I0076,200,0,9.99,1998.0
PO0173,I0096,83,0,10.82,898.06
PO0174,I0118,40,39,12.99,519.6
PO0174,I0108,11,9,26.48,291.28
PO0174,I0093,41,36,5.69,233.29
PO0174,I0033,14,14,13.84,193.76
PO0175,I0044,47,47,9.62,452.14
PO0175,I0099,131,131,6.41,839.71
PO0175,I0049,87,87,3.68,320.16
PO0175,I0054,198,198,6.26,1239.48
PO0175,I0119,150,150,16.93,2539.5
PO0176,I0045,26,26,8.71,226.46
PO0176,I0055,37,37,19.46,720.02
PO0176,I0020,25,25,17.3,432.5
PO0176,I0035,12,12,27.37,328.44
PO0177,I0090,33,33,33.0,1089.0
PO0177,I0045,19,17,7.02,133.38
PO0177,I0100,37,33,36.9,1365.3
PO0177,I0041,79,76,3.47,274.13
PO0178,I0118,79,71,12.77,1008.83
PO0178,I0088,21,20,17.05,358.05
PO0178,I0093,64,58,5.86,375.04
PO0178,I0068,42,39,3.8,159.6
PO0179,I0034,88,88,4.68,411.84
PO0179,I0019,24,24,16.28,390.72
PO0179,I0079,138,138,30.84,4255.92
PO0180,I0093,46,44,4.97,228.62
PO0180,I0027,7,6,22.49,157.43
PO0180,I0017,18,18,14.19,255.42
PO0180,I0058,49,46,33.71,1651.79
PO0181,I0087,39,36,30.06,1172.34
PO0181,I0018,49,47,24.73,1211.77
PO0182,I0030,12,12,26.51,318.12
PO0182,I0100,28,28,29.95,838.6
PO0182,I0105,19,19,5.19,98.61
PO0183,I0068,23,23,3.8,87.4
PO0183,I0018,50,49,27.39,1369.5
PO0183,I0073,79,71,14.46,1142.34
PO0183,I0023,28,26,23.85,667.8
PO0183,I0078,75,68,35.46,2659.5
PO0184,I0005,16,16,25.67,410.72
PO0184,I0045,11,11,8.53,93.83
PO0184,I0100,13,13,33.11,430.43
PO0184,I0115,21,21,30.8,646.8
PO0185,I0092,37,27,23.14,856.18
PO0185,I0082,39,30,5.84,227.76
PO0185,I0077,32,29,21.67,693.44
PO0185,I0107,23,20,9.99,229.77
PO0186,I0111,158,150,21.15,3341.7
PO0186,I0070,40,36,33.88,1355.2
PO0186,I0026,176,164,2.4,422.4
PO0186,I0100,40,36,32.36,1294.4
PO0187,I0075,19,18,36.11,686.09
PO0187,I0091,104,99,1.8,187.2
PO0187,I0076,113,104,10.02,1132.26
PO0187,I0111,156,144,22.67,3536.52
PO0187,I0070,31,27,29.86,925.66
PO0188,I0089,179,179,6.61,1183.19
PO0188,I0044,84,84,9.14,767.76
PO0188,I0049,24,24,3.67,88.08
PO0188,I0074,58,58,28.96,1679.68
PO0188,I0059,132,132,1.7,224.4
PO0189,I0071,141,141,7.06,995.46
PO0189,I0006,119,119,3.53,420.07
PO0189,I0051,175,175,5.42,948.5
PO0189,I0036,39,39,17.21,671.19
PO0190,I0101,183,183,29.95,5480.85
PO0190,I0001,192,192,29.12,5591.04
PO0190,I0096,129,129,11.3,1457.7
PO0190,I0111,81,81,24.82,2010.42
PO0190,I0036,141,141,17.94,2529.54
PO0191,I0013,29,24,29.72,861.88
PO0191,I0053,12,12,31.07,372.84
PO0191,I0083,79,71,16.76,1324.04
PO0192,I0082,12,12,5.07,60.84
PO0192,I0117,5,4,22.62,113.1
PO0193,I0037,38,38,30.54,1160.52
PO0193,I0098,43,43,20.44,878.92
PO0193,I0028,57,56,4.55,259.35
PO0193,I0093,33,31,5.66,186.78
PO0193,I0103,56,51,17.6,985.6
PO0194,I0087,37,34,28.59,1057.83
PO0194,I0102,5,4,31.66,158.3
PO0194,I0077,27,27,22.56,609.12
PO0195,I0071,160,151,7.19,1150.4
PO0195,I0084,101,95,24.55,2479.55
PO0195,I0056,185,175,7.3,1350.5
PO0195,I0069,75,72,8.29,621.75
PO0196,I0119,72,72,20.86,1501.92
PO0196,I0014,74,74,20.05,1483.7
PO0197,I0102,33,30,29.1,960.3
PO0197,I0107,16,15,11.25,180.0
PO0197,I0042,7,7,21.52,150.64
PO0197,I0052,37,37,34.05,1259.85
PO0198,I0091,42,40,1.96,82.32
PO0198,I0045,14,13,6.99,97.86
PO0198,I0029,113,108,9.14,1032.82
PO0199,I0051,134,134,5.48,734.32
PO0199,I0066,81,81,18.73,1517.13
PO0200,I0104,63,0,10.76,677.88
PO0200,I0044,165,0,9.27,1529.55
PO0200,I0029,182,0,8.64,1572.48
PO0200,I0059,192,0,1.5,288.0
PO0200,I0109,58,0,19.49,1130.42
PO0200,I0114,54,0,11.26,608.04
PO0201,I0075,35,0,36.69,1284.15
PO0201,I0050,19,0,7.27,138.13
PO0201,I0120,34,0,5.2,176.8
PO0201,I0034,194,0,5.27,1022.38
PO0202,I0024,29,26,4.68,135.72
PO0202,I0044,182,173,7.61,1385.02
PO0203,I0003,75,67,14.54,1090.5
PO0203,I0098,44,43,22.18,975.92
PO0203,I0093,14,12,5.72,80.08
PO0203,I0058,65,52,34.74,2258.1
PO0203,I0033,35,33,15.26,534.1
PO0204,I0019,113,113,17.48,1975.24
PO0204,I0054,157,147,5.45,855.65
PO0204,I0089,173,156,5.51,953.23
PO0204,I0114,79,74,13.17,1040.43
PO0205,I0117,32,29,24.26,776.32
PO0205,I0017,10,10,13.76,137.6
PO0205,I0062,24,22,12.51,300.24
PO0205,I0012,18,18,33.53,603.54
PO0205,I0037,9,9,29.9,269.1
PO0206,I0090,37,37,31.04,1148.48
PO0206,I0060,30,30,40.29,1208.7
PO0207,I0045,24,24,8.14,195.36
PO0207,I0030,10,10,26.9,269.0
PO0207,I0035,19,19,28.51,541.69
PO0207,I0015,40,40,2.72,108.8
PO0207,I0085,12,12,13.23,158.76
PO0208,I0066,114,114,19.76,2252.64
PO0208,I0046,58,58,12.71,737.18
PO0208,I0011,25,25,7.92,198.0
PO0208,I0106,138,138,20.86,2878.68
PO0209,I0028,35,31,4.85,169.75
PO0209,I0063,10,10,34.28,342.8
PO0209,I0103,64,64,17.44,1116.16
PO0209,I0113,68,63,24.54,1668.72
PO0210,I0087,38,33,27.51,1045.38
PO0210,I0012,19,14,31.95,607.05
PO0210,I0072,14,13,8.99,125.86
PO0210,I0117,31,23,26.89,833.59
PO0210,I0007,21,19,32.83,689.43
PO0211,I0024,179,179,4.38,784.02
PO0211,I0004,141,141,2.73,384.93
PO0211,I0114,130,130,13.08,1700.4
PO0211,I0064,123,123,20.76,2553.48
PO0212,I0010,31,31,27.11,840.41
PO0212,I0020,37,37,13.75,508.75
PO0213,I0017,13,13,15.13,196.69
PO0213,I0012,38,34,32.99,1253.62
PO0213,I0062,29,26,12.88,373.52
PO0214,I0102,39,38,32.35,1261.65
PO0214,I0007,20,19,34.02,680.4
PO0215,I0026,27,27,2.11,56.97
PO0215,I0080,40,39,7.14,285.6
PO0215,I0061,143,133,14.18,2027.74
PO0215,I0054,81,80,5.75,465.75
PO0215,I0035,22,22,32.1,706.2
PO0216,I0105,8,8,5.57,44.56
PO0216,I0025,23,23,14.88,342.24
PO0216,I0100,37,37,36.14,1337.18
PO0216,I0010,11,11,33.07,363.77
PO0216,I0075,37,37,43.81,1620.97
PO0217,I0058,13,12,34.91,453.83
PO0217,I0003,45,40,14.7,661.5
PO0218,I0070,19,19,32.35,614.65
PO0218,I0060,31,27,40.34,1250.54
PO0218,I0101,84,76,27.08,2274.72
PO0218,I0010,25,25,27.29,682.25
PO0218,I0099,68,65,6.11,415.48
PO0218,I0051,143,136,5.4,772.2
PO0219,I0084,191,189,28.2,5386.2
PO0219,I0030,30,29,26.79,803.7
PO0220,I0109,23,23,19.48,448.04
PO0220,I0019,147,147,16.29,2394.63
PO0220,I0084,21,21,30.71,644.91
PO0220,I0119,97,97,20.36,1974.92
PO0221,I0049,47,45,3.17,148.99
PO0221,I0074,157,156,29.41,4617.37
PO0222,I0090,22,22,34.57,760.54
PO0222,I0095,12,12,11.47,137.64
PO0222,I0020,30,30,16.72,501.6
PO0222,I0050,34,34,7.81,265.54
PO0222,I0105,23,23,4.59,105.57
PO0223,I0119,200,183,17.77,3554.0
PO0223,I0059,73,68,1.75,127.75
PO0224,I0013,43,34,29.94,1287.42
PO0224,I0033,61,60,13.91,848.51
PO0225,I0117,25,19,24.02,600.5
PO0225,I0097,26,20,25.9,673.4
PO0225,I0052,7,7,36.43,255.01
PO0225,I0012,32,26,29.54,945.28
PO0226,I0067,9,6,10.63,95.67
PO0226,I0087,24,20,27.64,663.36
PO0226,I0092,9,6,20.65,185.85
PO0226,I0052,16,16,34.04,544.64
PO0227,I0072,16,15,9.29,148.64
PO0227,I0027,38,37,18.76,712.88
PO0227,I0087,22,19,33.47,736.34
PO0227,I0067,28,27,10.15,284.2
PO0228,I0070,20,20,37.16,743.2
PO0228,I0110,13,13,6.56,85.28
PO0228,I0120,26,26,5.38,139.88
PO0229,I0044,43,43,8.32,357.76
PO0229,I0035,28,25,32.87,920.36
PO0229,I0011,38,38,7.58,288.04
PO0230,I0110,25,25,6.67,166.75
PO0230,I0070,37,37,36.35,1344.95
PO0230,I0015,10,10,2.89,28.9
PO0231,I0117,31,28,24.01,744.31
PO0231,I0067,34,31,10.98,373.32
PO0231,I0082,20,18,5.43,108.6
PO0232,I0081,127,127,6.4,812.8
PO0232,I0026,69,69,2.3,158.7
PO0232,I0051,99,99,5.39,533.61
PO0233,I0071,37,37,7.71,285.27
PO0233,I0046,92,92,13.32,1225.44
PO0233,I0031,35,35,9.0,315.0
PO0234,I0097,32,27,25.89,828.48
PO0234,I0027,18,16,21.91,394.38
PO0234,I0032,27,21,25.15,679.05
PO0234,I0012,24,18,31.26,750.24
PO0234,I0082,12,8,5.15,61.8
PO0235,I0029,87,79,8.11,705.57
PO0235,I0041,103,101,3.17,326.51
PO0235,I0006,116,113,3.68,426.88
PO0235,I0069,189,180,7.15,1351.35
PO0235,I0066,169,169,19.04,3217.76
PO0235,I0110,35,35,5.82,203.7
PO0236,I0059,198,198,1.75,346.5
PO0236,I0109,176,176,21.42,3769.92
PO0236,I0099,150,150,6.58,987.0
PO0236,I0084,22,22,31.06,683.32
PO0236,I0069,60,60,8.16,489.6
PO0237,I0078,34,31,33.99,1155.66
PO0237,I0013,44,41,31.31,1377.64
PO0237,I0018,55,52,24.06,1323.3
PO0238,I0073,46,44,16.36,752.56
PO0238,I0118,49,45,11.94,585.06
PO0238,I0058,22,20,38.34,843.48
PO0238,I0063,32,28,33.09,1058.88
PO0238,I0098,39,33,21.57,841.23
PO0238,I0108,36,28,27.84,1002.24
PO0239,I0074,159,158,28.3,4499.7
PO0239,I0119,151,145,19.11,2885.61
PO0239,I0094,54,48,2.38,128.52
PO0239,I0104,120,109,9.25,1110.0
PO0240,I0109,159,159,20.59,3273.81
PO0240,I0029,193,193,9.11,1758.23
PO0240,I0014,158,158,20.82,3289.56
PO0240,I0019,187,187,15.04,2812.48
PO0240,I0064,108,108,21.49,2320.92
PO0241,I0099,199,199,7.08,1408.92
PO0241,I0039,26,26,21.07,547.82
PO0241,I0079,191,191,31.54,6024.14
PO0241,I0114,172,172,12.46,2143.12
PO0242,I0092,10,10,23.38,233.8
PO0242,I0018,28,27,24.25,679.0
PO0242,I0008,29,26,12.16,352.64
PO0242,I0077,18,16,23.17,417.06
PO0243,I0045,11,11,9.14,100.54
PO0243,I0030,33,33,28.38,936.54
PO0243,I0060,13,13,42.18,548.34
PO0243,I0055,34,34,25.41,863.94
PO0243,I0015,36,36,3.13,112.68
PO0243,I0025,17,17,16.55,281.35
PO0244,I0017,33,30,13.42,442.86
PO0244,I0077,11,9,26.37,290.07
PO0244,I0038,14,12,22.09,309.26
PO0244,I0043,20,19,29.81,596.2
PO0245,I0010,32,30,31.07,994.24
PO0245,I0115,16,13,32.66,522.56
PO0245,I0015,12,9,2.45,29.4
PO0245,I0045,25,22,8.73,218.25
PO0246,I0100,34,26,30.09,1023.06
PO0246,I0005,12,8,27.57,330.84
PO0246,I0010,11,11,33.76,371.36
PO0246,I0045,17,12,8.99,152.83
PO0247,I0103,33,30,16.02,528.66
PO0247,I0037,17,17,33.16,563.72
PO0247,I0118,40,36,12.33,493.2
PO0247,I0063,43,38,35.6,1530.8
PO0248,I0038,37,33,20.08,742.96
PO0248,I0043,75,75,31.19,2339.25
PO0248,I0053,66,59,38.91,2568.06
PO0249,I0029,59,53,8.61,507.99
PO0249,I0109,40,36,17.14,685.6
PO0250,I0093,11,9,5.07,55.77
PO0250,I0088,77,73,18.66,1436.82
PO0251,I0072,14,12,9.08,127.12
PO0251,I0047,31,31,6.43,199.33
PO0251,I0027,29,27,23.14,671.06
PO0252,I0074,97,91,31.2,3026.4
PO0252,I0046,101,94,12.89,1301.89
PO0252,I0070,26,23,36.55,950.3
PO0252,I0044,137,125,9.23,1264.51
PO0253,I0027,29,27,23.65,685.85
PO0253,I0078,42,40,31.88,1338.96
PO0253,I0117,25,24,25.37,634.25
PO0253,I0063,15,15,29.93,448.95
PO0253,I0037,21,20,36.46,765.66
PO0254,I0070,9,9,36.37,327.33
PO0254,I0100,22,22,38.19,840.18
PO0254,I0050,39,39,6.79,264.81
PO0254,I0020,15,15,14.88,223.2
PO0255,I0060,14,14,42.47,594.58
PO0255,I0105,10,10,4.64,46.4
PO0256,I0014,42,42,18.58,780.36
PO0256,I0104,174,174,9.2,1600.8
PO0256,I0054,89,89,5.9,525.1
PO0256,I0114,60,60,12.48,748.8
PO0256,I0034,191,191,5.11,976.01
PO0257,I0003,59,49,15.04,887.36
PO0257,I0013,52,50,31.52,1639.04
PO0257,I0083,40,36,15.64,625.6
PO0258,I0009,108,106,29.35,3169.8
PO0258,I0114,128,126,13.7,1753.6
PO0259,I0090,17,17,33.62,571.54
PO0259,I0025,16,16,15.49,247.84
PO0259,I0005,34,34,25.91,880.94
PO0260,I0110,27,27,6.92,186.84
PO0260,I0025,29,29,17.29,501.41
PO0260,I0095,24,24,13.6,326.4
PO0260,I0100,21,21,37.63,790.23
PO0261,I0092,5,4,22.27,111.35
PO0261,I0063,54,54,35.24,1902.96
PO0261,I0118,58,52,13.71,795.18
PO0261,I0073,17,17,15.4,261.8
PO0262,I0054,156,146,5.15,803.4
PO0262,I0034,94,84,4.65,437.1
PO0262,I0099,157,151,6.34,995.38
PO0262,I0079,185,185,30.18,5583.3
PO0263,I0010,22,17,29.57,650.54
PO0263,I0085,6,6,12.51,75.06
PO0263,I0035,30,30,29.88,896.4
PO0263,I0015,32,25,2.6,83.2
PO0264,I0078,24,21,35.67,856.08
PO0264,I0083,68,68,15.48,1052.64
PO0264,I0118,72,64,13.73,988.56
PO0264,I0028,41,39,4.83,198.03
PO0265,I0023,38,37,26.95,1024.1
PO0265,I0043,52,51,27.31,1420.12
PO0265,I0018,27,22,27.04,730.08
PO0266,I0011,122,122,8.34,1017.48
PO0266,I0041,178,178,3.88,690.64
PO0266,I0021,157,157,34.3,5385.1
PO0266,I0036,174,174,19.92,3466.08
PO0267,I0024,71,71,5.53,392.63
PO0267,I0044,122,122,10.01,1221.22
PO0267,I0119,66,66,20.06,1323.96
PO0267,I0029,200,200,9.51,1902.0
PO0268,I0047,22,22,6.43,141.46
PO0268,I0077,7,7,23.51,164.57
PO0268,I0012,10,10,34.59,345.9
PO0269,I0051,37,37,6.11,226.07
PO0269,I0116,180,180,12.14,2185.2
PO0270,I0093,39,39,5.56,216.84
PO0270,I0083,74,74,15.33,1134.42
PO0270,I0008,47,42,11.92,560.24
PO0270,I0048,80,78,23.24,1859.2
PO0271,I0050,9,9,6.46,58.14
PO0271,I0064,163,158,19.48,3175.24
PO0271,I0004,103,94,2.48,255.44
PO0271,I0099,109,99,5.69,620.21
PO0271,I0069,96,88,8.68,833.28
PO0272,I0120,13,13,6.27,81.51
PO0272,I0055,40,40,20.16,806.4
PO0272,I0105,20,20,5.46,109.2
PO0272,I0040,32,32,15.78,504.96
PO0273,I0010,25,25,35.77,894.25
PO0273,I0040,7,7,13.74,96.18
PO0273,I0055,34,34,24.16,821.44
PO0274,I0013,49,49,31.59,1547.91
PO0274,I0033,29,26,14.88,431.52
PO0274,I0053,23,22,35.89,825.47
PO0274,I0032,17,15,23.23,394.91
PO0275,I0107,33,32,11.38,375.54
PO0275,I0082,6,6,5.33,31.98
PO0275,I0078,50,46,32.88,1644.0
PO0275,I0047,23,20,6.83,157.09
PO0275,I0073,60,57,15.11,906.6
PO0275,I0042,26,24,23.53,611.78
PO0276,I0079,145,145,31.8,4611.0
PO0276,I0014,121,121,20.76,2511.96
PO0277,I0120,31,31,6.23,193.13
PO0277,I0065,29,29,7.22,209.38
PO0277,I0015,33,33,2.7,89.1
PO0277,I0025,33,33,15.12,498.96
PO0278,I0025,23,23,16.32,375.36
PO0278,I0090,17,17,33.24,565.08
PO0278,I0010,37,37,30.41,1125.17
PO0278,I0100,17,17,37.86,643.62
PO0278,I0055,28,28,21.89,612.92
PO0278,I0045,31,31,7.47,231.57
PO0279,I0017,24,22,13.5,324.0
PO0279,I0042,34,30,25.94,881.96
PO0279,I0057,15,15,21.47,322.05
PO0279,I0032,38,38,23.13,878.94
PO0280,I0080,22,22,7.7,169.4
PO0280,I0005,12,12,31.24,374.88
PO0280,I0065,21,21,8.21,172.41
PO0280,I0010,25,25,33.96,849.0
PO0280,I0105,9,9,4.81,43.29
PO0280,I0060,39,39,37.56,1464.84
PO0281,I0004,184,184,2.77,509.68
PO0281,I0029,114,114,10.12,1153.68
PO0281,I0109,105,105,19.85,2084.25
PO0281,I0034,30,30,5.64,169.2
PO0281,I0074,24,24,29.56,709.44
PO0281,I0084,51,51,31.33,1597.83
PO0282,I0047,10,10,6.85,68.5
PO0282,I0007,20,19,34.04,680.8
PO0282,I0017,32,31,14.26,456.32
PO0282,I0107,39,38,11.31,441.09
PO0283,I0031,62,62,11.12,689.44
PO0283,I0041,40,40,3.75,150.0
PO0283,I0016,86,86,11.41,981.26
PO0283,I0106,23,23,25.12,577.76
PO0283,I0091,51,51,2.24,114.24
PO0284,I0047,22,19,6.31,138.82
PO0284,I0067,28,28,12.51,350.28
PO0284,I0072,15,14,9.77,146.55
PO0284,I0042,20,20,25.4,508.0
PO0285,I0098,12,0,21.1,253.2
PO0285,I0048,10,0,21.97,219.7
PO0285,I0033,43,0,13.88,596.84
PO0285,I0108,76,0,30.17,2292.92
PO0286,I0050,34,34,7.97,270.98
PO0286,I0090,36,36,36.55,1315.8
PO0286,I0030,28,28,27.23,762.44
PO0286,I0100,29,29,31.82,922.78
PO0287,I0070,30,0,35.79,1073.7
PO0287,I0075,30,0,43.88,1316.4
PO0287,I0015,30,0,2.58,77.4
PO0287,I0050,39,0,7.79,303.81
PO0287,I0030,12,0,26.96,323.52
PO0288,I0110,17,17,6.34,107.78
PO0288,I0051,193,189,5.5,1061.5
PO0288,I0085,6,6,11.39,68.34
PO0288,I0070,19,17,31.9,606.1
PO0288,I0041,50,46,3.51,175.5
PO0288,I0026,85,85,2.21,187.85
PO0289,I0016,63,63,10.64,670.32
PO0289,I0081,139,139,6.93,963.27
PO0289,I0056,142,142,7.99,1134.58
PO0289,I0001,193,193,33.37,6440.41
PO0290,I0079,105,105,33.83,3552.15
PO0290,I0014,40,40,19.43,777.2
PO0290,I0009,37,37,32.41,1199.17
PO0290,I0034,171,171,5.38,919.98
PO0290,I0054,200,200,5.62,1124.0
PO0291,I0077,7,6,27.87,195.09
PO0291,I0112,23,22,14.44,332.12
PO0291,I0037,23,20,32.01,736.23
PO0291,I0092,13,13,25.98,337.74
PO0291,I0017,17,15,15.2,258.4
PO0292,I0027,16,14,22.13,354.08
PO0292,I0047,13,11,6.33,82.29
PO0292,I0112,34,31,12.13,412.42
PO0293,I0072,28,28,9.05,253.4
PO0293,I0047,12,12,5.9,70.8
PO0293,I0057,36,36,23.81,857.16
PO0294,I0058,79,76,32.74,2586.46
PO0294,I0108,25,25,27.17,679.25
PO0294,I0038,64,62,21.3,1363.2
PO0294,I0118,68,61,14.09,958.12
PO0294,I0078,35,31,31.54,1103.9
PO0294,I0023,70,63,27.29,1910.3
PO0295,I0116,55,55,12.16,668.8
PO0295,I0066,27,27,21.29,574.83
PO0295,I0061,174,174,14.56,2533.44
PO0295,I0076,60,60,10.19,611.4
PO0296,I0073,57,57,14.18,808.26
PO0296,I0118,22,22,13.4,294.8
PO0296,I0092,15,14,23.24,348.6
PO0296,I0013,65,58,29.17,1896.05
PO0297,I0120,10,10,5.78,57.8
PO0297,I0045,39,39,7.93,309.27
PO0297,I0075,29,29,38.51,1116.79
PO0297,I0070,9,9,38.97,350.73
PO0297,I0025,31,31,16.72,518.32
PO0297,I0060,22,22,37.45,823.9
PO0298,I0051,81,72,5.89,477.09
PO0298,I0036,189,185,18.76,3545.64
PO0298,I0119,171,154,17.36,2968.56
PO0298,I0114,163,154,13.93,2270.59
PO0299,I0102,26,25,34.94,908.44
PO0299,I0027,36,34,23.4,842.4
PO0299,I0032,7,6,23.18,162.26
PO0299,I0052,27,26,38.02,1026.54
PO0300,I0105,11,0,5.42,59.62
PO0300,I0070,22,0,37.61,827.42
PO0300,I0115,31,0,32.18,997.58
PO0300,I0045,7,0,9.38,65.66
PO0300,I0030,19,0,29.19,554.61
PO0300,I0100,18,0,35.65,641.7
PO0301,I0049,166,158,3.76,624.16
PO0301,I0074,31,29,32.19,997.89
PO0301,I0024,72,69,5.4,388.8
PO0301,I0099,89,86,6.56,583.84
PO0302,I0100,23,0,35.14,808.22
PO0302,I0065,19,0,7.98,151.62
PO0302,I0055,35,0,25.08,877.8
PO0302,I0050,27,0,6.44,173.88
PO0303,I0059,197,191,1.83,360.51
PO0303,I0079,107,101,32.56,3483.92
PO0303,I0069,144,133,8.49,1222.56
PO0303,I0094,102,91,2.27,231.54
PO0304,I0045,12,12,8.14,97.68
PO0304,I0015,10,10,2.77,27.7
PO0304,I0075,10,10,40.56,405.6
PO0304,I0110,29,29,7.16,207.64
PO0305,I0076,45,45,10.42,468.9
PO0305,I0001,85,85,30.48,2590.8
PO0305,I0061,117,117,13.78,1612.26
PO0305,I0081,99,99,7.34,726.66
PO0306,I0013,31,27,32.67,1012.77
PO0306,I0078,78,72,31.54,2460.12
PO0306,I0033,58,55,14.61,847.38
PO0306,I0023,18,16,25.04,450.72
PO0307,I0062,27,26,13.08,353.16
PO0307,I0012,21,19,31.8,667.8
PO0307,I0092,10,9,24.15,241.5
PO0307,I0072,22,21,9.0,198.0
PO0307,I0102,38,37,28.1,1067.8
PO0307,I0077,19,18,24.36,462.84
PO0308,I0034,199,199,5.19,1032.81
PO0308,I0039,63,63,19.03,1198.89
PO0308,I0094,121,121,2.25,272.25
PO0308,I0104,103,103,10.91,1123.73
PO0309,I0084,64,64,31.08,1989.12
PO0309,I0004,58,58,2.61,151.38
PO0309,I0029,80,80,10.04,803.2
PO0309,I0009,185,185,35.72,6608.2
PO0309,I0119,199,199,18.53,3687.47
PO0310,I0035,38,0,30.89,1173.82
PO0310,I0120,8,0,6.91,55.28
PO0310,I0044,181,0,8.2,1484.2
PO0310,I0046,190,0,12.45,2365.5
PO0310,I0100,19,0,38.49,731.31
PO0311,I0098,44,0,22.91,1008.04
PO0311,I0017,37,0,15.47,572.39
PO0311,I0118,40,0,12.59,503.6
PO0311,I0067,7,0,12.87,90.09
PO0311,I0048,53,0,24.16,1280.48
PO0312,I0042,32,0,24.76,792.32
PO0312,I0088,55,0,19.05,1047.75
PO0312,I0078,40,0,29.98,1199.2
PO0313,I0007,10,10,32.93,329.3
PO0313,I0053,80,73,39.73,3178.4
PO0313,I0117,7,7,26.28,183.96
PO0313,I0103,16,14,18.76,300.16
PO0313,I0047,29,28,5.94,172.26
PO0314,I0049,126,126,3.41,429.66
PO0314,I0014,36,36,19.8,712.8
PO0314,I0044,128,128,9.94,1272.32
PO0314,I0064,169,169,19.47,3290.43
PO0315,I0051,186,186,5.53,1028.58
PO0315,I0066,188,188,21.28,4000.64
PO0315,I0021,177,177,35.45,6274.65
PO0315,I0011,47,47,8.23,386.81
PO0316,I0036,157,157,18.25,2865.25
PO0316,I0111,170,170,25.76,4379.2
PO0317,I0053,55,0,34.04,1872.2
PO0317,I0018,59,0,26.96,1590.64
PO0317,I0043,33,0,33.32,1099.56
PO0317,I0073,51,0,15.29,779.79
PO0317,I0028,51,0,4.45,226.95
PO0318,I0032,17,16,23.98,407.66
PO0318,I0112,39,37,14.28,556.92
PO0318,I0107,22,20,11.28,248.16
PO0318,I0007,9,8,34.36,309.24
PO0318,I0037,15,14,39.24,588.6
PO0319,I0024,47,47,4.53,212.91
PO0319,I0074,139,139,30.05,4176.95
PO0319,I0019,86,86,16.5,1419.0
