BranchID,ItemID,QuantityOnHand,ReorderLevel,ReorderQuantity,LastUpdated
B006,I0096,0,48,127,2025-03-21
B006,I0097,145,49,137,2025-03-21
B006,I0098,135,89,192,2025-03-21
B006,I0099,449,90,203,2025-03-21
B006,I0100,45,37,101,2025-03-21
B006,I0101,300,67,130,2025-03-21
B006,I0102,0,51,123,2025-03-21
B006,I0103,119,37,82,2025-03-21
B006,I0104,0,67,102,2025-03-21
B006,I0105,0,14,24,2025-03-21
B006,I0106,0,5,10,2025-03-21
B006,I0107,0,15,38,2025-03-21
B006,I0108,51,8,15,2025-03-21
B006,I0109,0,18,29,2025-03-21
B006,I0110,0,20,59,2025-03-21
B006,I0111,0,19,34,2025-03-21
B006,I0112,0,17,35,2025-03-21
B006,I0113,0,15,35,2025-03-21
B006,I0114,106,40,97,2025-03-21
B006,I0115,81,22,47,2025-03-21
B006,I0116,0,19,49,2025-03-21
B006,I0117,0,26,44,2025-03-21
B006,I0118,68,11,25,2025-03-21
B006,I0119,0,24,57,2025-03-21
B006,I0120,0,13,32,2025-03-21
B007,I0001,72,119,234,2025-05-17
B007,I0002,398,55,136,2025-05-17
B007,I0003,196,46,113,2025-05-17
B007,I0004,203,70,199,2025-05-17
B007,I0005,0,80,153,2025-05-17
B007,I0006,394,11,27,2025-05-17
B007,I0007,369,101,192,2025-05-17
B007,I0008,0,23,60,2025-05-17
B007,I0009,0,28,65,2025-05-17
B007,I0010,57,84,243,2025-05-17
B007,I0011,0,89,181,2025-05-17
B007,I0012,0,53,106,2025-05-17
B007,I0013,459,17,50,2025-05-17
B007,I0014,82,39,108,2025-05-17
B007,I0015,151,67,127,2025-05-17
B007,I0016,209,110,283,2025-05-17
B007,I0017,181,110,238,2025-05-17
B007,I0018,418,98,166,2025-05-17
B007,I0019,210,89,207,2025-05-17
B007,I0020,364,66,112,2025-05-17
B007,I0021,0,31,79,2025-05-17
B007,I0022,0,21,40,2025-05-17
B007,I0023,172,58,99,2025-05-17
B007,I0024,0,91,141,2025-05-17
B007,I0025,78,29,70,2025-05-17
B007,I0026,200,8,20,2025-05-17
B007,I0027,36,22,47,2025-05-17
B007,I0028,61,6,16,2025-05-17
B007,I0029,0,22,49,2025-05-17
B007,I0030,0,55,87,2025-05-17
B007,I0031,145,31,58,2025-05-17
B007,I0032,0,28,59,2025-05-17
B007,I0033,25,35,100,2025-05-17
B007,I0034,0,13,37,2025-05-17
B007,I0035,146,29,73,2025-05-17
B007,I0036,160,46,119,2025-05-17
B007,I0037,64,16,42,2025-05-17
B007,I0038,191,68,168,2025-05-17
B007,I0039,205,8,21,2025-05-17
B007,I0040,170,47,87,2025-05-17
B007,I0041,0,22,36,2025-05-17
B007,I0042,74,45,93,2025-05-17
B007,I0043,26,47,115,2025-05-17
B007,I0044,0,10,28,2025-05-17
B007,I0045,0,47,81,2025-05-17
B007,I0046,33,8,22,2025-05-17
B007,I0047,111,38,95,2025-05-17
B007,I0048,150,44,102,2025-05-17
B007,I0049,23,58,114,2025-05-17
B007,I0050,0,19,52,2025-05-17
B007,I0051,244,36,77,2025-05-17
B007,I0052,0,22,53,2025-05-17
B007,I0053,0,16,24,2025-05-17
B007,I0054,65,41,84,2025-05-17
B007,I0055,175,52,106,2025-05-17
B007,I0056,74,41,101,2025-05-17
B007,I0057,0,36,65,2025-05-17
B007,I0058,0,20,30,2025-05-17
B007,I0059,0,16,31,2025-05-17
B007,I0060,167,51,125,2025-05-17
B007,I0061,0,26,41,2025-05-17
B007,I0062,0,12,22,2025-05-17
B007,I0063,0,28,49,2025-05-17
B007,I0064,29,20,50,2025-05-17
B007,I0065,0,8,19,2025-05-17
B007,I0066,0,9,14,2025-05-17
B007,I0067,36,5,12,2025-05-17
B007,I0068,48,8,20,2025-05-17
B007,I0069,0,5,10,2025-05-17
B007,I0070,81,19,43,2025-05-17
B007,I0071,88,35,91,2025-05-17
B007,I0072,278,74,171,2025-05-17
B007,I0073,194,33,50,2025-05-17
B007,I0074,233,17,27,2025-05-17
B007,I0075,0,23,60,2025-05-17
B007,I0076,168,95,181,2025-05-17
B007,I0077,255,82,149,2025-05-17
B007,I0078,0,46,71,2025-05-17
B007,I0079,0,87,165,2025-05-17
B007,I0080,0,31,90,2025-05-17
B007,I0081,0,16,35,2025-05-17
B007,I0082,55,51,84,2025-05-17
B007,I0083,0,5,14,2025-05-17
B007,I0084,26,22,41,2025-05-17
B007,I0085,0,27,78,2025-05-17
B007,I0086,0,42,118,2025-05-17
B007,I0087,83,9,24,2025-05-17
B007,I0088,0,7,17,2025-05-17
B007,I0089,101,48,142,2025-05-17
B007,I0090,140,25,64,2025-05-17
B007,I0091,80,46,69,2025-05-17
B007,I0092,71,36,55,2025-05-17
B007,I0093,0,50,121,2025-05-17
B007,I0094,0,37,77,2025-05-17
B007,I0095,96,15,43,2025-05-17
B007,I0096,0,50,100,2025-05-17
B007,I0097,298,91,177,2025-05-17
B007,I0098,147,119,221,2025-05-17
B007,I0099,173,84,197,2025-05-17
B007,I0100,246,11,30,2025-05-17
B007,I0101,247,43,122,2025-05-17
B007,I0102,0,84,240,2025-05-17
B007,I0103,212,90,255,2025-05-17
B007,I0104,320,60,118,2025-05-17
B007,I0105,0,25,41,2025-05-17
B007,I0106,0,23,39,2025-05-17
B007,I0107,0,8,20,2025-05-17
B007,I0108,101,12,29,2025-05-17
B007,I0109,0,5,10,2025-05-17
B007,I0110,0,9,19,2025-05-17
B007,I0111,0,8,23,2025-05-17
B007,I0112,46,49,125,2025-05-17
B007,I0113,77,7,16,2025-05-17
B007,I0114,149,34,99,2025-05-17
B007,I0115,37,23,65,2025-05-17
B007,I0116,0,5,11,2025-05-17
B007,I0117,0,36,98,2025-05-17
B007,I0118,73,9,19,2025-05-17
B007,I0119,0,21,47,2025-05-17
B007,I0120,0,5,10,2025-05-17
B008,I0001,88,82,167,2025-05-21
B008,I0002,126,24,69,2025-05-21
B008,I0003,414,47,114,2025-05-21
B008,I0004,406,70,195,2025-05-21
B008,I0005,0,86,241,2025-05-21
B008,I0006,159,70,131,2025-05-21
B008,I0007,100,76,184,2025-05-21
B008,I0008,0,98,235,2025-05-21
B008,I0009,0,72,121,2025-05-21
B008,I0010,155,31,81,2025-05-21
B008,I0011,0,37,99,2025-05-21
B008,I0012,0,48,95,2025-05-21
B008,I0013,346,109,319,2025-05-21
B008,I0014,146,39,64,2025-05-21
B008,I0015,187,94,208,2025-05-21
B008,I0016,100,73,190,2025-05-21
B008,I0017,353,86,173,2025-05-21
B008,I0018,267,20,53,2025-05-21
B008,I0019,66,63,169,2025-05-21
B008,I0020,368,90,213,2025-05-21
B008,I0021,0,103,159,2025-05-21
B008,I0022,0,45,106,2025-05-21
B008,I0023,169,37,86,2025-05-21
B008,I0024,0,34,70,2025-05-21
B008,I0025,154,32,53,2025-05-21
B008,I0026,195,23,34,2025-05-21
B008,I0027,85,11,23,2025-05-21
B008,I0028,89,11,29,2025-05-21
B008,I0029,0,12,19,2025-05-21
B008,I0030,0,7,12,2025-05-21
B008,I0031,99,51,102,2025-05-21
B008,I0032,0,30,77,2025-05-21
B008,I0033,214,31,47,2025-05-21
B008,I0034,0,45,83,2025-05-21
B008,I0035,127,9,25,2025-05-21
B008,I0036,54,39,60,2025-05-21
B008,I0037,89,48,95,2025-05-21
B008,I0038,40,37,102,2025-05-21
B008,I0039,146,74,119,2025-05-21
B008,I0040,109,26,51,2025-05-21
B008,I0041,0,45,71,2025-05-21
B008,I0042,188,23,41,2025-05-21
B008,I0043,123,34,98,2025-05-21
B008,I0044,0,24,71,2025-05-21
B008,I0045,0,56,107,2025-05-21
B008,I0046,115,61,133,2025-05-21
B008,I0047,29,40,110,2025-05-21
B008,I0048,109,35,57,2025-05-21
B008,I0049,138,25,66,2025-05-21
B008,I0050,0,53,112,2025-05-21
B008,I0051,221,54,98,2025-05-21
B008,I0052,0,9,19,2025-05-21
B008,I0053,0,37,86,2025-05-21
B008,I0054,97,28,63,2025-05-21
B008,I0055,97,22,35,2025-05-21
B008,I0056,149,39,102,2025-05-21
B008,I0057,0,26,56,2025-05-21
B008,I0058,0,33,73,2025-05-21
B008,I0059,0,42,102,2025-05-21
B008,I0060,83,34,78,2025-05-21
B008,I0061,0,10,26,2025-05-21
B008,I0062,0,24,46,2025-05-21
B008,I0063,0,17,37,2025-05-21
B008,I0064,33,22,35,2025-05-21
B008,I0065,0,18,53,2025-05-21
B008,I0066,0,17,49,2025-05-21
B008,I0067,76,5,10,2025-05-21
B008,I0068,17,22,65,2025-05-21
B008,I0069,0,8,19,2025-05-21
B008,I0070,11,25,43,2025-05-21
B008,I0071,141,76,203,2025-05-21
B008,I0072,197,48,73,2025-05-21
B008,I0073,386,44,89,2025-05-21
B008,I0074,174,76,226,2025-05-21
B008,I0075,0,41,104,2025-05-21
B008,I0076,243,23,66,2025-05-21
B008,I0077,84,115,176,2025-05-21
B008,I0078,0,79,172,2025-05-21
B008,I0079,0,71,193,2025-05-21
B008,I0080,0,107,219,2025-05-21
B008,I0081,0,14,38,2025-05-21
B008,I0082,27,7,11,2025-05-21
B008,I0083,0,46,93,2025-05-21
B008,I0084,149,37,97,2025-05-21
B008,I0085,0,56,90,2025-05-21
B008,I0086,0,24,51,2025-05-21
B008,I0087,195,30,87,2025-05-21
B008,I0088,0,44,79,2025-05-21
B008,I0089,70,30,85,2025-05-21
B008,I0090,67,50,147,2025-05-21
B008,I0091,174,27,41,2025-05-21
B008,I0092,69,22,65,2025-05-21
B008,I0093,0,34,83,2025-05-21
B008,I0094,0,37,72,2025-05-21
B008,I0095,119,40,110,2025-05-21
B008,I0096,0,27,42,2025-05-21
B008,I0097,278,89,166,2025-05-21
B008,I0098,297,48,139,2025-05-21
B008,I0099,274,92,257,2025-05-21
B008,I0100,150,30,60,2025-05-21
B008,I0101,34,47,107,2025-05-21
B008,I0102,0,53,97,2025-05-21
B008,I0103,273,102,224,2025-05-21
B008,I0104,292,43,121,2025-05-21
B008,I0105,0,11,32,2025-05-21
B008,I0106,0,13,29,2025-05-21
B008,I0107,0,14,30,2025-05-21
B008,I0108,42,16,42,2025-05-21
B008,I0109,0,30,83,2025-05-21
B008,I0110,0,10,28,2025-05-21
B008,I0111,0,51,85,2025-05-21
B008,I0112,221,55,148,2025-05-21
B008,I0113,107,42,74,2025-05-21
B008,I0114,60,26,55,2025-05-21
B008,I0115,97,10,16,2025-05-21
B008,I0116,0,17,40,2025-05-21
B008,I0117,0,9,25,2025-05-21
B008,I0118,210,31,48,2025-05-21
B008,I0119,0,5,10,2025-05-21
B008,I0120,0,7,14,2025-05-21
B009,I0001,151,16,35,2025-06-01
B009,I0002,127,55,141,2025-06-01
B009,I0003,67,7,18,2025-06-01
B009,I0004,119,8,15,2025-06-01
B009,I0005,0,22,35,2025-06-01
B009,I0006,128,37,94,2025-06-01
B009,I0007,156,51,144,2025-06-01
B009,I0008,0,6,10,2025-06-01
B009,I0009,0,13,20,2025-06-01
B009,I0010,73,20,42,2025-06-01
B009,I0011,0,8,22,2025-06-01
B009,I0012,0,16,39,2025-06-01
B009,I0013,212,13,30,2025-06-01
B009,I0014,84,15,44,2025-06-01
B009,I0015,101,35,82,2025-06-01
B009,I0016,62,23,67,2025-06-01
B009,I0017,179,42,84,2025-06-01
B009,I0018,40,31,71,2025-06-01
B009,I0019,92,26,56,2025-06-01
B009,I0020,95,37,107,2025-06-01
B009,I0021,0,20,55,2025-06-01
B009,I0022,0,43,126,2025-06-01
B009,I0023,170,30,83,2025-06-01
B009,I0024,0,44,72,2025-06-01
B009,I0025,73,8,13,2025-06-01
B009,I0026,95,16,39,2025-06-01
B009,I0027,64,12,22,2025-06-01
B009,I0028,19,18,28,2025-06-01
B009,I0029,0,25,63,2025-06-01
B009,I0030,0,12,33,2025-06-01
B009,I0031,57,5,11,2025-06-01
B009,I0032,0,15,41,2025-06-01
B009,I0033,35,23,58,2025-06-01
B009,I0034,0,20,34,2025-06-01
B009,I0035,131,23,47,2025-06-01
B009,I0036,56,24,56,2025-06-01
B009,I0037,17,19,50,2025-06-01
B009,I0038,28,16,27,2025-06-01
B009,I0039,58,26,43,2025-06-01
B009,I0040,110,12,30,2025-06-01
B009,I0041,0,16,30,2025-06-01
B009,I0042,76,12,19,2025-06-01
B009,I0043,83,20,52,2025-06-01
B009,I0044,0,8,15,2025-06-01
B009,I0045,0,16,30,2025-06-01
B009,I0046,127,24,38,2025-06-01
B009,I0047,85,9,20,2025-06-01
B009,I0048,45,5,14,2025-06-01
B009,I0049,75,18,28,2025-06-01
B009,I0050,0,20,38,2025-06-01
B009,I0051,85,25,68,2025-06-01
B009,I0052,0,21,58,2025-06-01
B009,I0053,0,17,44,2025-06-01
B009,I0054,69,20,30,2025-06-01
B009,I0055,42,12,25,2025-06-01
B009,I0056,30,19,34,2025-06-01
B009,I0057,0,8,12,2025-06-01
B009,I0058,0,15,28,2025-06-01
B009,I0059,0,8,22,2025-06-01
B009,I0060,23,18,35,2025-06-01
B009,I0061,0,5,14,2025-06-01
B009,I0062,0,14,31,2025-06-01
B009,I0063,0,5,10,2025-06-01
B009,I0064,15,5,13,2025-06-01
B009,I0065,0,5,10,2025-06-01
B009,I0066,0,5,12,2025-06-01
B009,I0067,21,5,14,2025-06-01
B009,I0068,37,5,10,2025-06-01
B009,I0069,0,10,19,2025-06-01
B009,I0070,45,10,28,2025-06-01
B009,I0071,204,24,48,2025-06-01
B009,I0072,182,26,61,2025-06-01
B009,I0073,140,54,109,2025-06-01
B009,I0074,150,12,23,2025-06-01
B009,I0075,0,7,18,2025-06-01
B009,I0076,135,45,127,2025-06-01
B009,I0077,41,41,68,2025-06-01
B009,I0078,0,17,41,2025-06-01
B009,I0079,0,37,99,2025-06-01
B009,I0080,0,23,43,2025-06-01
B009,I0081,0,5,10,2025-06-01
B009,I0082,10,19,31,2025-06-01
B009,I0083,0,7,13,2025-06-01
B009,I0084,70,15,38,2025-06-01
B009,I0085,0,18,53,2025-06-01
B009,I0086,0,9,18,2025-06-01
B009,I0087,20,7,20,2025-06-01
B009,I0088,10,15,37,2025-06-01
B009,I0089,73,29,70,2025-06-01
B009,I0090,20,7,15,2025-06-01
B009,I0091,24,5,11,2025-06-01
B009,I0092,67,15,44,2025-06-01
B009,I0093,0,11,31,2025-06-01
B009,I0094,0,26,49,2025-06-01
B009,I0095,105,8,19,2025-06-01
B009,I0096,0,12,18,2025-06-01
B009,I0097,193,50,104,2025-06-01
B009,I0098,0,28,59,2025-06-01
B009,I0099,25,21,44,2025-06-01
B009,I0100,65,44,120,2025-06-01
B009,I0101,26,18,37,2025-06-01
B009,I0102,0,11,25,2025-06-01
B009,I0103,118,7,19,2025-06-01
B009,I0104,53,26,71,2025-06-01
B009,I0105,0,5,13,2025-06-01
B009,I0106,0,5,10,2025-06-01
B009,I0107,0,5,13,2025-06-01
B009,I0108,42,10,19,2025-06-01
B009,I0109,0,5,10,2025-06-01
B009,I0110,0,5,12,2025-06-01
B009,I0111,0,19,55,2025-06-01
B009,I0112,107,5,12,2025-06-01
B009,I0113,52,7,20,2025-06-01
B009,I0114,110,18,47,2025-06-01
B009,I0115,34,10,24,2025-06-01
B009,I0116,0,8,14,2025-06-01
B009,I0117,0,14,34,2025-06-01
B009,I0118,106,5,11,2025-06-01
B009,I0119,0,8,19,2025-06-01
B009,I0120,0,14,38,2025-06-01
B010,I0001,91,20,58,2025-10-27
B010,I0002,26,40,115,2025-10-27
B010,I0003,131,42,103,2025-10-27
B010,I0004,136,8,22,2025-10-27
B010,I0005,0,6,13,2025-10-27
B010,I0006,110,38,71,2025-10-27
B010,I0007,114,24,63,2025-10-27
B010,I0008,0,19,29,2025-10-27
B010,I0009,0,28,44,2025-10-27
B010,I0010,182,44,107,2025-10-27
B010,I0011,0,35,91,2025-10-27
B010,I0012,0,41,82,2025-10-27
B010,I0013,49,44,107,2025-10-27
B010,I0014,204,52,86,2025-10-27
B010,I0015,157,44,107,2025-10-27
B010,I0016,121,24,53,2025-10-27
B010,I0017,165,52,93,2025-10-27
B010,I0018,186,32,87,2025-10-27
B010,I0019,0,12,22,2025-10-27
B010,I0020,163,15,38,2025-10-27
B010,I0021,0,35,62,2025-10-27
B010,I0022,0,36,104,2025-10-27
B010,I0023,137,36,92,2025-10-27
B010,I0024,0,6,16,2025-10-27
B010,I0025,34,24,65,2025-10-27
B010,I0026,52,15,36,2025-10-27
B010,I0027,89,5,13,2025-10-27
B010,I0028,75,8,22,2025-10-27
B010,I0029,0,12,21,2025-10-27
B010,I0030,0,8,13,2025-10-27
B010,I0031,82,5,10,2025-10-27
B010,I0032,0,11,22,2025-10-27
B010,I0033,40,19,35,2025-10-27
B010,I0034,0,14,29,2025-10-27
B010,I0035,86,12,29,2025-10-27
B010,I0036,91,15,37,2025-10-27
B010,I0037,66,19,49,2025-10-27
B010,I0038,109,13,26,2025-10-27
B010,I0039,44,24,68,2025-10-27
B010,I0040,99,19,42,2025-10-27
B010,I0041,12,9,25,2025-10-27
B010,I0042,103,10,27,2025-10-27
B010,I0043,92,23,61,2025-10-27
B010,I0044,101,34,56,2025-10-27
B010,I0045,0,10,26,2025-10-27
B010,I0046,25,7,13,2025-10-27
B010,I0047,34,17,48,2025-10-27
B010,I0048,56,13,23,2025-10-27
B010,I0049,56,37,107,2025-10-27
B010,I0050,94,18,36,2025-10-27
B010,I0051,77,27,42,2025-10-27
B010,I0052,0,5,11,2025-10-27
B010,I0053,0,29,52,2025-10-27
B010,I0054,99,15,35,2025-10-27
B010,I0055,65,17,31,2025-10-27
B010,I0056,57,5,10,2025-10-27
B010,I0057,0,5,14,2025-10-27
B010,I0058,0,17,35,2025-10-27
B010,I0059,0,22,39,2025-10-27
B010,I0060,65,15,25,2025-10-27
B010,I0061,0,8,15,2025-10-27
B010,I0062,59,13,19,2025-10-27
B010,I0063,36,8,16,2025-10-27
B010,I0064,0,10,16,2025-10-27
B010,I0065,7,9,26,2025-10-27
B010,I0066,0,5,11,2025-10-27
B010,I0067,13,9,16,2025-10-27
B010,I0068,32,5,13,2025-10-27
B010,I0069,0,10,20,2025-10-27
B010,I0070,42,5,10,2025-10-27
B010,I0071,121,6,12,2025-10-27
B010,I0072,43,42,103,2025-10-27
B010,I0073,35,33,95,2025-10-27
B010,I0074,67,53,90,2025-10-27
B010,I0075,0,58,126,2025-10-27
B010,I0076,103,24,39,2025-10-27
B010,I0077,26,16,41,2025-10-27
B010,I0078,78,41,76,2025-10-27
B010,I0079,0,18,39,2025-10-27
B010,I0080,0,38,70,2025-10-27
B010,I0081,0,14,39,2025-10-27
B010,I0082,33,5,11,2025-10-27
B010,I0083,85,10,23,2025-10-27
B010,I0084,60,9,15,2025-10-27
B010,I0085,0,16,30,2025-10-27
B010,I0086,0,5,10,2025-10-27
B010,I0087,26,13,33,2025-10-27
B010,I0088,9,10,20,2025-10-27
B010,I0089,88,18,27,2025-10-27
B010,I0090,82,13,35,2025-10-27
B010,I0091,27,23,49,2025-10-27
B010,I0092,24,24,53,2025-10-27
B010,I0093,0,21,50,2025-10-27
B010,I0094,0,29,60,2025-10-27
B010,I0095,44,27,56,2025-10-27
B010,I0096,0,18,53,2025-10-27
B010,I0097,29,7,18,2025-10-27
B010,I0098,0,46,121,2025-10-27
B010,I0099,170,38,103,2025-10-27
B010,I0100,80,53,145,2025-10-27
B010,I0101,200,14,32,2025-10-27
B010,I0102,96,28,75,2025-10-27
B010,I0103,27,28,48,2025-10-27
B010,I0104,57,11,19,2025-10-27
B010,I0105,52,8,12,2025-10-27
B010,I0106,9,10,18,2025-10-27
B010,I0107,26,5,10,2025-10-27
B010,I0108,38,5,10,2025-10-27
B010,I0109,17,11,24,2025-10-27
B010,I0110,51,9,13,2025-10-27
B010,I0111,123,23,61,2025-10-27
B010,I0112,55,10,20,2025-10-27
B010,I0113,102,32,92,2025-10-27
B010,I0114,25,12,33,2025-10-27
B010,I0115,17,5,10,2025-10-27
B010,I0116,7,7,13,2025-10-27
B010,I0117,0,19,42,2025-10-27
B010,I0118,33,9,21,2025-10-27
B010,I0119,46,7,14,2025-10-27
B010,I0120,42,5,14,2025-10-27
B011,I0001,153,53,156,2025-11-25
B011,I0002,141,17,36,2025-11-25
B011,I0003,133,5,13,2025-11-25
B011,I0004,88,56,132,2025-11-25
B011,I0005,0,5,10,2025-11-25
B011,I0006,180,18,48,2025-11-25
B011,I0007,144,34,84,2025-11-25
B011,I0008,0,7,15,2025-11-25
B011,I0009,0,53,118,2025-11-25
B011,I0010,37,49,146,2025-11-25
B011,I0011,0,13,26,2025-11-25
B011,I0012,0,14,32,2025-11-25
B011,I0013,24,57,85,2025-11-25
B011,I0014,124,39,65,2025-11-25
B011,I0015,134,34,64,2025-11-25
B011,I0016,94,7,18,2025-11-25
B011,I0017,79,8,17,2025-11-25
B011,I0018,180,8,23,2025-11-25
B011,I0019,0,29,49,2025-11-25
B011,I0020,223,33,85,2025-11-25
B011,I0021,0,8,13,2025-11-25
B011,I0022,0,8,22,2025-11-25
B011,I0023,100,34,83,2025-11-25
B011,I0024,0,9,18,2025-11-25
B011,I0025,88,17,44,2025-11-25
B011,I0026,23,7,15,2025-11-25
B011,I0027,78,25,49,2025-11-25
B011,I0028,91,14,41,2025-11-25
B011,I0029,0,8,16,2025-11-25
B011,I0030,0,20,42,2025-11-25
B011,I0031,22,18,27,2025-11-25
B011,I0032,0,14,22,2025-11-25
B011,I0033,69,5,11,2025-11-25
B011,I0034,0,29,61,2025-11-25
B011,I0035,47,11,17,2025-11-25
B011,I0036,59,13,20,2025-11-25
B011,I0037,46,10,21,2025-11-25
B011,I0038,41,38,67,2025-11-25
B011,I0039,19,18,47,2025-11-25
B011,I0040,54,23,43,2025-11-25
B011,I0041,19,13,38,2025-11-25
B011,I0042,19,16,38,2025-11-25
B011,I0043,92,9,20,2025-11-25
B011,I0044,92,5,10,2025-11-25
B011,I0045,0,21,55,2025-11-25
B011,I0046,56,5,11,2025-11-25
B011,I0047,21,8,23,2025-11-25
B011,I0048,107,5,13,2025-11-25
B011,I0049,79,15,29,2025-11-25
B011,I0050,47,5,11,2025-11-25
B011,I0051,45,25,38,2025-11-25
B011,I0052,0,7,19,2025-11-25
B011,I0053,0,5,10,2025-11-25
B011,I0054,37,5,12,2025-11-25
B011,I0055,16,28,62,2025-11-25
B011,I0056,15,6,10,2025-11-25
B011,I0057,0,5,10,2025-11-25
B011,I0058,0,5,11,2025-11-25
B011,I0059,87,8,21,2025-11-25
B011,I0060,59,5,10,2025-11-25
B011,I0061,0,16,46,2025-11-25
B011,I0062,78,27,71,2025-11-25
B011,I0063,31,8,17,2025-11-25
B011,I0064,0,7,14,2025-11-25
B011,I0065,31,8,18,2025-11-25
B011,I0066,0,10,28,2025-11-25
B011,I0067,22,5,10,2025-11-25
B011,I0068,14,5,10,2025-11-25
B011,I0069,0,12,33,2025-11-25
B011,I0070,53,5,10,2025-11-25
B011,I0071,118,8,21,2025-11-25
B011,I0072,80,10,27,2025-11-25
B011,I0073,98,33,75,2025-11-25
B011,I0074,131,48,141,2025-11-25
B011,I0075,0,22,45,2025-11-25
B011,I0076,80,60,167,2025-11-25
B011,I0077,31,9,18,2025-11-25
B011,I0078,49,49,139,2025-11-25
B011,I0079,0,38,64,2025-11-25
B011,I0080,0,6,13,2025-11-25
B011,I0081,0,8,13,2025-11-25
B011,I0082,0,7,16,2025-11-25
B011,I0083,10,8,22,2025-11-25
B011,I0084,93,5,10,2025-11-25
B011,I0085,0,13,21,2025-11-25
B011,I0086,0,8,20,2025-11-25
B011,I0087,16,25,57,2025-11-25
B011,I0088,74,6,15,2025-11-25
B011,I0089,25,9,22,2025-11-25
B011,I0090,45,5,10,2025-11-25
B011,I0091,80,19,34,2025-11-25
B011,I0092,22,14,21,2025-11-25
B011,I0093,0,8,16,2025-11-25
B011,I0094,0,5,12,2025-11-25
B011,I0095,49,22,33,2025-11-25
B011,I0096,0,14,25,2025-11-25
B011,I0097,167,18,48,2025-11-25
B011,I0098,0,55,130,2025-11-25
B011,I0099,20,34,88,2025-11-25
B011,I0100,100,21,32,2025-11-25
B011,I0101,74,27,55,2025-11-25
B011,I0102,133,48,110,2025-11-25
B011,I0103,219,7,11,2025-11-25
B011,I0104,118,37,86,2025-11-25
B011,I0105,33,13,29,2025-11-25
B011,I0106,27,9,18,2025-11-25
B011,I0107,35,11,29,2025-11-25
B011,I0108,14,12,22,2025-11-25
B011,I0109,24,5,10,2025-11-25
B011,I0110,33,6,14,2025-11-25
B011,I0111,88,12,33,2025-11-25
B011,I0112,78,22,37,2025-11-25
B011,I0113,73,24,67,2025-11-25
B011,I0114,65,5,10,2025-11-25
B011,I0115,5,5,10,2025-11-25
B011,I0116,30,12,31,2025-11-25
B011,I0117,0,14,32,2025-11-25
B011,I0118,11,29,81,2025-11-25
B011,I0119,52,9,24,2025-11-25
B011,I0120,39,9,26,2025-11-25
B012,I0001,0,22,37,2025-12-07
B012,I0002,0,37,110,2025-12-07
B012,I0003,0,22,48,2025-12-07
B012,I0004,0,6,15,2025-12-07
B012,I0005,0,45,121,2025-12-07
B012,I0006,0,46,86,2025-12-07
B012,I0007,0,27,70,2025-12-07
B012,I0008,0,37,88,2025-12-07
B012,I0009,0,30,83,2025-12-07
B012,I0010,0,58,132,2025-12-07
B012,I0011,0,21,59,2025-12-07
B012,I0012,0,20,37,2025-12-07
B012,I0013,0,50,95,2025-12-07
B012,I0014,0,37,62,2025-12-07
B012,I0015,0,16,38,2025-12-07
B012,I0016,0,38,79,2025-12-07
B012,I0017,0,5,10,2025-12-07
B012,I0018,0,10,26,2025-12-07
B012,I0019,0,53,85,2025-12-07
B012,I0020,0,13,24,2025-12-07
B012,I0021,0,44,77,2025-12-07
B012,I0022,0,17,42,2025-12-07
B012,I0023,0,23,52,2025-12-07
B012,I0024,0,45,91,2025-12-07
B012,I0025,0,15,29,2025-12-07
B012,I0026,0,27,59,2025-12-07
B012,I0027,0,16,29,2025-12-07
B012,I0028,0,26,43,2025-12-07
B012,I0029,0,14,32,2025-12-07
B012,I0030,0,27,68,2025-12-07
B012,I0031,0,5,10,2025-12-07
B012,I0032,0,5,14,2025-12-07
B012,I0033,0,5,10,2025-12-07
B012,I0034,0,11,32,2025-12-07
B012,I0035,0,28,47,2025-12-07
B012,I0036,0,21,50,2025-12-07
B012,I0037,0,12,25,2025-12-07
B012,I0038,0,26,60,2025-12-07
B012,I0039,0,7,20,2025-12-07
B012,I0040,0,36,92,2025-12-07
B012,I0041,0,19,52,2025-12-07
B012,I0042,0,17,49,2025-12-07
B012,I0043,0,20,39,2025-12-07
B012,I0044,0,16,44,2025-12-07
B012,I0045,0,28,80,2025-12-07
B012,I0046,0,15,39,2025-12-07
B012,I0047,0,11,25,2025-12-07
B012,I0048,0,12,19,2025-12-07
B012,I0049,0,24,45,2025-12-07
B012,I0050,0,17,29,2025-12-07
B012,I0051,0,19,39,2025-12-07
B012,I0052,0,24,36,2025-12-07
B012,I0053,0,18,52,2025-12-07
B012,I0054,0,16,25,2025-12-07
B012,I0055,0,14,35,2025-12-07
B012,I0056,0,17,43,2025-12-07
B012,I0057,0,5,14,2025-12-07
B012,I0058,0,7,15,2025-12-07
B012,I0059,0,23,40,2025-12-07
B012,I0060,0,5,13,2025-12-07
B012,I0061,0,11,25,2025-12-07
B012,I0062,0,19,48,2025-12-07
B012,I0063,0,5,12,2025-12-07
B012,I0064,0,5,10,2025-12-07
B012,I0065,0,5,10,2025-12-07
B012,I0066,0,7,13,2025-12-07
B012,I0067,0,11,32,2025-12-07
B012,I0068,0,5,10,2025-12-07
B012,I0069,0,13,24,2025-12-07
B012,I0070,0,5,13,2025-12-07
B012,I0071,0,47,111,2025-12-07
B012,I0072,0,29,57,2025-12-07
