OrderID,FullfillmentType,OrderDateTime,OrderStatus,SubtotalAmount,VoucherDiscountAmount,MyKasihSubsidyTotal,GrandTotal,BranchID,VoucherID
O14254,PICKUP,2022-02-17 12:59:40,COMPLETED,59.09,0.00,0.00,59.09,B004,NULL
O14255,WALK_IN,2022-02-17 14:46:18,COMPLETED,24.52,0.00,7.80,16.72,B003,NULL
O14256,WALK_IN,2022-02-17 15:49:23,COMPLETED,19.91,0.00,0.00,19.91,B009,NULL
O14257,DELIVERY,2022-02-17 16:21:58,COMPLETED,17.74,0.00,0.00,22.64,B001,NULL
O14258,PICKUP,2022-02-17 17:44:10,COMPLETED,19.77,0.00,0.00,19.77,B006,NULL
O14259,WALK_IN,2022-02-17 18:05:26,COMPLETED,129.52,0.00,100.00,29.52,B006,NULL
O14260,PICKUP,2022-02-17 18:29:13,COMPLETED,34.43,0.00,0.00,34.43,B001,NULL
O14261,PICKUP,2022-02-17 18:51:30,COMPLETED,95.83,0.00,0.00,95.83,B009,NULL
O14262,PICKUP,2022-02-17 19:07:19,COMPLETED,101.94,0.00,0.00,101.94,B001,NULL
O14263,WALK_IN,2022-02-17 19:36:46,COMPLETED,27.13,0.00,0.00,27.13,B001,NULL
O14264,WALK_IN,2022-02-17 19:37:49,COMPLETED,3.22,0.00,0.00,3.22,B009,NULL
O14265,PICKUP,2022-02-17 20:22:22,COMPLETED,1.95,0.00,0.00,1.95,B008,NULL
O14266,WALK_IN,2022-02-17 21:23:45,COMPLETED,16.57,0.00,0.00,16.57,B007,NULL
O14267,WALK_IN,2022-02-18 08:06:00,COMPLETED,98.33,0.00,0.00,98.33,B008,NULL
O14268,WALK_IN,2022-02-18 09:06:01,COMPLETED,3.39,0.00,0.00,3.39,B008,NULL
O14269,PICKUP,2022-02-18 09:50:19,COMPLETED,63.13,0.00,0.00,63.13,B001,NULL
O14270,WALK_IN,2022-02-18 11:32:35,COMPLETED,27.08,0.00,0.00,27.08,B006,NULL
O14271,DELIVERY,2022-02-18 11:38:56,COMPLETED,14.48,0.00,0.00,19.38,B006,NULL
O14272,WALK_IN,2022-02-18 13:12:19,COMPLETED,22.71,0.00,0.00,22.71,B001,NULL
O14273,WALK_IN,2022-02-18 13:52:17,COMPLETED,69.98,0.00,0.00,69.98,B008,NULL
O14274,WALK_IN,2022-02-18 16:38:40,COMPLETED,49.33,0.00,0.00,49.33,B001,NULL
O14275,WALK_IN,2022-02-18 18:53:09,COMPLETED,9.10,0.00,0.00,9.10,B008,NULL
O14276,WALK_IN,2022-02-18 19:04:51,COMPLETED,89.70,0.00,0.00,89.70,B006,NULL
O14277,WALK_IN,2022-02-19 08:23:26,COMPLETED,6.81,0.00,0.00,6.81,B002,NULL
O14278,WALK_IN,2022-02-19 12:29:15,COMPLETED,62.12,0.00,13.80,48.32,B006,NULL
O14279,WALK_IN,2022-02-19 12:47:31,COMPLETED,91.54,0.00,32.98,58.56,B008,NULL
O14280,WALK_IN,2022-02-19 12:52:20,COMPLETED,37.86,0.00,0.00,37.86,B003,NULL
O14281,WALK_IN,2022-02-19 13:07:03,COMPLETED,29.44,0.00,0.00,29.44,B001,NULL
O14282,WALK_IN,2022-02-19 13:40:32,COMPLETED,5.93,0.00,0.00,5.93,B002,NULL
O14283,DELIVERY,2022-02-19 15:31:47,COMPLETED,23.55,0.00,0.00,28.45,B003,NULL
O14284,WALK_IN,2022-02-19 15:36:36,COMPLETED,2.64,0.00,0.00,2.64,B004,NULL
O14285,PICKUP,2022-02-19 15:45:20,COMPLETED,65.23,0.00,0.00,65.23,B004,NULL
O14286,PICKUP,2022-02-19 16:57:09,COMPLETED,33.92,0.00,0.00,33.92,B002,NULL
O14287,WALK_IN,2022-02-19 17:43:25,COMPLETED,34.95,0.00,0.00,34.95,B004,NULL
O14288,WALK_IN,2022-02-19 18:15:28,COMPLETED,24.95,0.00,0.00,24.95,B001,NULL
O14289,DELIVERY,2022-02-19 18:28:40,COMPLETED,9.41,0.00,0.00,14.31,B001,NULL
O14290,WALK_IN,2022-02-19 19:01:59,COMPLETED,44.32,0.00,20.72,23.60,B003,NULL
O14291,DELIVERY,2022-02-19 19:18:31,COMPLETED,33.60,0.00,0.00,38.50,B009,NULL
O14292,WALK_IN,2022-02-19 20:04:46,COMPLETED,9.50,0.00,0.00,9.50,B009,NULL
O14293,WALK_IN,2022-02-19 20:40:01,COMPLETED,38.63,0.00,0.00,38.63,B003,NULL
O14294,WALK_IN,2022-02-19 20:52:42,COMPLETED,16.95,0.00,0.00,16.95,B008,NULL
O14295,PICKUP,2022-02-19 21:50:57,COMPLETED,51.07,0.00,0.00,51.07,B006,NULL
O14296,WALK_IN,2022-02-20 08:34:39,COMPLETED,18.91,0.00,0.00,18.91,B002,NULL
O14297,DELIVERY,2022-02-20 09:05:50,COMPLETED,16.03,0.00,10.47,10.46,B008,NULL
O14298,PICKUP,2022-02-20 12:00:07,COMPLETED,60.66,8.00,0.00,52.66,B004,V013
O14299,WALK_IN,2022-02-20 12:18:21,COMPLETED,10.94,0.00,0.00,10.94,B005,NULL
O14300,WALK_IN,2022-02-20 12:35:50,COMPLETED,10.06,0.00,0.00,10.06,B008,NULL
O14301,DELIVERY,2022-02-20 12:50:08,COMPLETED,23.49,0.00,0.00,28.39,B002,NULL
O14302,PICKUP,2022-02-20 12:50:24,COMPLETED,7.34,0.00,0.00,7.34,B006,NULL
O14303,PICKUP,2022-02-20 13:36:07,COMPLETED,13.48,0.00,0.00,13.48,B004,NULL
O14304,WALK_IN,2022-02-20 13:36:33,COMPLETED,44.70,0.00,0.00,44.70,B005,NULL
O14305,WALK_IN,2022-02-20 13:47:18,COMPLETED,23.91,0.00,0.00,23.91,B003,NULL
O14306,WALK_IN,2022-02-20 14:42:22,COMPLETED,27.54,0.00,0.00,27.54,B009,NULL
O14307,WALK_IN,2022-02-20 14:51:10,COMPLETED,50.72,0.00,9.70,41.02,B008,NULL
O14308,WALK_IN,2022-02-20 15:17:51,COMPLETED,36.32,0.00,0.00,36.32,B003,NULL
O14309,WALK_IN,2022-02-20 17:05:53,COMPLETED,14.37,0.00,14.37,0.00,B005,NULL
O14310,PICKUP,2022-02-20 17:23:43,COMPLETED,5.57,0.00,0.00,5.57,B008,NULL
O14311,WALK_IN,2022-02-20 17:43:12,COMPLETED,25.77,0.00,3.56,22.21,B007,NULL
O14312,WALK_IN,2022-02-20 17:59:37,COMPLETED,27.07,0.00,0.00,27.07,B004,NULL
O14313,WALK_IN,2022-02-20 19:28:32,COMPLETED,10.43,0.00,0.00,10.43,B003,NULL
O14314,WALK_IN,2022-02-20 19:32:14,COMPLETED,67.95,8.00,0.00,59.95,B006,V013
O14315,DELIVERY,2022-02-20 19:42:37,COMPLETED,15.50,0.00,0.00,20.40,B003,NULL
O14316,WALK_IN,2022-02-20 20:06:57,COMPLETED,16.28,0.00,0.00,16.28,B004,NULL
O14317,PICKUP,2022-02-20 20:20:41,COMPLETED,33.42,0.00,0.00,33.42,B001,NULL
O14318,WALK_IN,2022-02-20 20:54:12,COMPLETED,41.66,0.00,0.00,41.66,B009,NULL
O14319,WALK_IN,2022-02-21 09:20:55,COMPLETED,21.95,0.00,0.00,21.95,B006,NULL
O14320,PICKUP,2022-02-21 10:16:17,COMPLETED,3.80,0.00,3.80,0.00,B005,NULL
O14321,WALK_IN,2022-02-21 11:54:45,COMPLETED,11.62,0.00,0.00,11.62,B008,NULL
O14322,WALK_IN,2022-02-21 12:03:53,COMPLETED,27.25,0.00,0.00,27.25,B001,NULL
O14323,WALK_IN,2022-02-21 12:16:33,COMPLETED,21.71,0.00,0.00,21.71,B006,NULL
O14324,WALK_IN,2022-02-21 12:23:18,COMPLETED,15.56,0.00,0.00,15.56,B007,NULL
O14325,WALK_IN,2022-02-21 12:39:20,COMPLETED,17.67,0.00,0.00,17.67,B003,NULL
O14326,WALK_IN,2022-02-21 15:30:21,COMPLETED,64.15,0.00,0.00,64.15,B001,NULL
O14327,WALK_IN,2022-02-21 16:04:47,COMPLETED,19.29,0.00,0.00,19.29,B007,NULL
O14328,WALK_IN,2022-02-21 16:39:48,COMPLETED,14.01,0.00,0.00,14.01,B006,NULL
O14329,DELIVERY,2022-02-21 17:33:13,COMPLETED,21.56,0.00,0.00,26.46,B002,NULL
O14330,WALK_IN,2022-02-21 18:02:58,COMPLETED,37.32,0.00,0.00,37.32,B009,NULL
O14331,WALK_IN,2022-02-21 18:50:08,COMPLETED,32.16,0.00,0.00,32.16,B009,NULL
O14332,WALK_IN,2022-02-21 20:32:57,COMPLETED,3.90,0.00,0.00,3.90,B007,NULL
O14333,WALK_IN,2022-02-21 21:19:31,COMPLETED,107.43,0.00,0.00,107.43,B001,NULL
O14334,DELIVERY,2022-02-21 21:24:36,COMPLETED,130.18,0.00,100.00,35.08,B005,NULL
O14335,WALK_IN,2022-02-22 10:13:13,COMPLETED,25.80,0.00,0.00,25.80,B003,NULL
O14336,WALK_IN,2022-02-22 12:07:52,COMPLETED,14.97,0.00,0.00,14.97,B004,NULL
O14337,WALK_IN,2022-02-22 13:12:49,COMPLETED,16.72,0.00,0.00,16.72,B007,NULL
O14338,DELIVERY,2022-02-22 13:15:16,COMPLETED,8.22,0.00,8.22,4.90,B008,NULL
O14339,WALK_IN,2022-02-22 13:29:41,COMPLETED,36.21,0.00,0.00,36.21,B009,NULL
O14340,DELIVERY,2022-02-22 13:41:33,COMPLETED,17.36,0.00,0.00,22.26,B008,NULL
O14341,PICKUP,2022-02-22 14:31:12,COMPLETED,33.74,0.00,0.00,33.74,B009,NULL
O14342,WALK_IN,2022-02-22 15:03:43,COMPLETED,18.33,0.00,0.00,18.33,B002,NULL
O14343,WALK_IN,2022-02-22 18:36:37,COMPLETED,105.90,0.00,0.00,105.90,B008,NULL
O14344,WALK_IN,2022-02-22 19:14:04,COMPLETED,15.41,0.00,0.00,15.41,B006,NULL
O14345,WALK_IN,2022-02-23 09:00:35,COMPLETED,45.44,0.00,0.00,45.44,B001,NULL
O14346,PICKUP,2022-02-23 09:16:11,COMPLETED,102.86,0.00,0.00,102.86,B001,NULL
O14347,WALK_IN,2022-02-23 09:43:57,COMPLETED,23.10,0.00,0.00,23.10,B005,NULL
O14348,DELIVERY,2022-02-23 09:54:42,COMPLETED,43.60,0.00,0.00,48.50,B006,NULL
O14349,PICKUP,2022-02-23 11:10:16,COMPLETED,10.06,0.00,0.00,10.06,B008,NULL
O14350,DELIVERY,2022-02-23 11:17:42,COMPLETED,270.12,0.00,0.00,279.02,B002,NULL
O14351,PICKUP,2022-02-23 11:32:36,COMPLETED,15.59,0.00,0.00,15.59,B007,NULL
O14352,DELIVERY,2022-02-23 13:15:49,COMPLETED,78.60,0.00,0.00,85.50,B003,NULL
O14353,WALK_IN,2022-02-23 13:38:39,COMPLETED,22.38,0.00,0.00,22.38,B001,NULL
O14354,PICKUP,2022-02-23 13:43:40,COMPLETED,26.68,0.00,0.00,26.68,B001,NULL
O14355,WALK_IN,2022-02-23 14:01:35,COMPLETED,15.81,0.00,0.00,15.81,B006,NULL
O14356,PICKUP,2022-02-23 14:17:23,COMPLETED,17.27,0.00,0.00,17.27,B009,NULL
O14357,PICKUP,2022-02-23 14:57:33,COMPLETED,71.02,0.00,12.93,58.09,B008,NULL
O14358,WALK_IN,2022-02-23 15:09:44,COMPLETED,49.96,0.00,0.00,49.96,B004,NULL
O14359,DELIVERY,2022-02-23 15:29:11,COMPLETED,38.00,0.00,0.00,42.90,B008,NULL
O14360,PICKUP,2022-02-23 17:31:47,COMPLETED,48.63,0.00,0.00,48.63,B001,NULL
O14361,WALK_IN,2022-02-23 17:46:39,COMPLETED,74.95,0.00,0.00,74.95,B002,NULL
O14362,WALK_IN,2022-02-23 19:57:17,COMPLETED,95.66,8.00,0.00,87.66,B009,V013
O14363,DELIVERY,2022-02-23 19:59:47,COMPLETED,18.16,0.00,0.00,23.06,B006,NULL
O14364,WALK_IN,2022-02-23 20:49:10,COMPLETED,78.22,8.00,0.00,70.22,B009,V013
O14365,WALK_IN,2022-02-23 21:32:50,COMPLETED,31.95,0.00,31.95,0.00,B002,NULL
O14366,WALK_IN,2022-02-24 09:38:21,COMPLETED,28.55,0.00,0.00,28.55,B009,NULL
O14367,WALK_IN,2022-02-24 09:40:18,COMPLETED,29.45,0.00,0.00,29.45,B004,NULL
O14368,WALK_IN,2022-02-24 09:53:13,COMPLETED,15.84,0.00,0.00,15.84,B008,NULL
O14369,WALK_IN,2022-02-24 13:31:16,COMPLETED,28.38,0.00,0.00,28.38,B002,NULL
O14370,WALK_IN,2022-02-24 13:46:31,COMPLETED,11.29,0.00,0.00,11.29,B009,NULL
O14371,WALK_IN,2022-02-24 16:51:15,COMPLETED,53.04,8.00,0.00,45.04,B008,V013
O14372,WALK_IN,2022-02-24 17:54:47,COMPLETED,88.63,0.00,0.00,88.63,B007,NULL
O14373,PICKUP,2022-02-24 18:34:06,COMPLETED,3.97,0.00,0.00,3.97,B007,NULL
O14374,WALK_IN,2022-02-24 19:10:49,COMPLETED,26.70,0.00,7.52,19.18,B004,NULL
O14375,DELIVERY,2022-02-24 19:17:55,COMPLETED,123.10,0.00,0.00,132.00,B007,NULL
O14376,WALK_IN,2022-02-24 19:29:47,COMPLETED,4.55,0.00,0.00,4.55,B003,NULL
O14377,WALK_IN,2022-02-25 08:25:41,COMPLETED,24.25,0.00,0.00,24.25,B005,NULL
O14378,WALK_IN,2022-02-25 08:47:49,COMPLETED,83.50,8.00,0.00,75.50,B002,V013
O14379,WALK_IN,2022-02-25 11:41:54,COMPLETED,20.01,0.00,0.00,20.01,B005,NULL
O14380,WALK_IN,2022-02-25 12:12:03,COMPLETED,67.96,0.00,0.00,67.96,B002,NULL
O14381,WALK_IN,2022-02-25 12:41:04,COMPLETED,13.93,0.00,0.00,13.93,B007,NULL
O14382,PICKUP,2022-02-25 13:39:12,COMPLETED,97.03,0.00,30.72,66.31,B003,NULL
O14383,WALK_IN,2022-02-25 14:39:34,COMPLETED,21.36,0.00,0.00,21.36,B007,NULL
O14384,WALK_IN,2022-02-25 16:04:06,COMPLETED,52.73,0.00,5.23,47.50,B001,NULL
O14385,WALK_IN,2022-02-25 16:11:05,COMPLETED,26.54,0.00,0.00,26.54,B008,NULL
O14386,WALK_IN,2022-02-25 17:25:47,COMPLETED,12.44,0.00,0.00,12.44,B004,NULL
O14387,WALK_IN,2022-02-25 17:54:41,COMPLETED,5.82,0.00,0.00,5.82,B003,NULL
O14388,WALK_IN,2022-02-25 18:41:30,COMPLETED,43.89,0.00,0.00,43.89,B002,NULL
O14389,WALK_IN,2022-02-25 20:37:48,COMPLETED,114.29,0.00,0.00,114.29,B002,NULL
O14390,WALK_IN,2022-02-25 21:27:09,COMPLETED,42.97,0.00,0.00,42.97,B002,NULL
O14391,WALK_IN,2022-02-26 09:45:37,COMPLETED,1.53,0.00,0.00,1.53,B005,NULL
O14392,WALK_IN,2022-02-26 09:48:02,COMPLETED,19.08,0.00,1.33,17.75,B007,NULL
O14393,WALK_IN,2022-02-26 11:35:07,COMPLETED,20.98,0.00,0.00,20.98,B001,NULL
O14394,WALK_IN,2022-02-26 11:51:45,COMPLETED,13.34,0.00,0.00,13.34,B009,NULL
O14395,PICKUP,2022-02-26 12:36:09,COMPLETED,26.65,0.00,0.00,26.65,B002,NULL
O14396,WALK_IN,2022-02-26 13:03:51,COMPLETED,19.82,0.00,0.00,19.82,B008,NULL
O14397,WALK_IN,2022-02-26 13:10:20,COMPLETED,28.12,0.00,0.00,28.12,B009,NULL
O14398,DELIVERY,2022-02-26 14:16:21,COMPLETED,19.27,0.00,0.00,24.17,B004,NULL
O14399,WALK_IN,2022-02-26 15:10:11,COMPLETED,27.05,0.00,0.00,27.05,B009,NULL
O14400,DELIVERY,2022-02-26 15:17:44,COMPLETED,21.36,0.00,0.00,26.26,B001,NULL
O14401,WALK_IN,2022-02-26 15:27:49,COMPLETED,1.41,0.00,0.00,1.41,B005,NULL
O14402,WALK_IN,2022-02-26 15:46:49,COMPLETED,18.35,0.00,0.00,18.35,B008,NULL
O14403,WALK_IN,2022-02-26 16:05:07,COMPLETED,16.25,0.00,0.00,16.25,B004,NULL
O14404,PICKUP,2022-02-26 16:16:24,COMPLETED,35.09,0.00,0.00,35.09,B004,NULL
O14405,WALK_IN,2022-02-26 17:22:26,COMPLETED,23.72,0.00,0.00,23.72,B002,NULL
O14406,DELIVERY,2022-02-26 18:09:02,COMPLETED,22.76,0.00,0.00,27.66,B007,NULL
O14407,WALK_IN,2022-02-26 18:48:56,COMPLETED,14.32,0.00,0.00,14.32,B006,NULL
O14408,WALK_IN,2022-02-26 19:43:43,COMPLETED,3.74,0.00,0.00,3.74,B004,NULL
O14409,WALK_IN,2022-02-26 20:20:26,COMPLETED,23.83,0.00,0.00,23.83,B005,NULL
O14410,PICKUP,2022-02-26 20:22:31,COMPLETED,24.30,0.00,0.00,24.30,B007,NULL
O14411,DELIVERY,2022-02-27 09:10:11,COMPLETED,20.73,0.00,0.00,25.63,B004,NULL
O14412,WALK_IN,2022-02-27 09:41:28,COMPLETED,13.67,0.00,0.00,13.67,B006,NULL
O14413,WALK_IN,2022-02-27 11:17:04,COMPLETED,20.42,0.00,0.00,20.42,B007,NULL
O14414,PICKUP,2022-02-27 11:30:19,COMPLETED,5.60,0.00,0.00,5.60,B003,NULL
O14415,PICKUP,2022-02-27 12:03:36,COMPLETED,2.15,0.00,0.00,2.15,B008,NULL
O14416,WALK_IN,2022-02-27 13:41:26,COMPLETED,29.86,0.00,0.00,29.86,B009,NULL
O14417,WALK_IN,2022-02-27 14:21:37,COMPLETED,42.66,0.00,0.00,42.66,B001,NULL
O14418,WALK_IN,2022-02-27 14:49:47,COMPLETED,10.97,0.00,6.36,4.61,B007,NULL
O14419,WALK_IN,2022-02-27 15:01:44,COMPLETED,65.45,0.00,0.00,65.45,B006,NULL
O14420,WALK_IN,2022-02-27 15:28:32,COMPLETED,33.65,0.00,0.00,33.65,B003,NULL
O14421,WALK_IN,2022-02-27 17:38:16,COMPLETED,9.41,0.00,0.00,9.41,B001,NULL
O14422,WALK_IN,2022-02-27 17:43:54,COMPLETED,13.86,0.00,0.00,13.86,B008,NULL
O14423,WALK_IN,2022-02-27 18:44:57,COMPLETED,1.53,0.00,0.00,1.53,B005,NULL
O14424,WALK_IN,2022-02-27 19:25:47,COMPLETED,21.57,0.00,0.00,21.57,B003,NULL
O14425,WALK_IN,2022-02-27 19:37:07,COMPLETED,40.96,0.00,40.96,0.00,B005,NULL
O14426,WALK_IN,2022-02-27 19:49:15,COMPLETED,26.35,0.00,0.00,26.35,B003,NULL
O14427,WALK_IN,2022-02-27 19:49:17,COMPLETED,46.01,0.00,0.00,46.01,B003,NULL
O14428,WALK_IN,2022-02-27 20:08:19,COMPLETED,16.66,0.00,0.00,16.66,B002,NULL
O14429,WALK_IN,2022-02-27 20:41:25,COMPLETED,12.04,0.00,0.00,12.04,B007,NULL
O14430,WALK_IN,2022-02-27 20:54:29,COMPLETED,64.60,8.00,0.00,56.60,B005,V013
O14431,PICKUP,2022-02-27 20:57:32,COMPLETED,30.52,0.00,0.00,30.52,B008,NULL
O14432,WALK_IN,2022-02-28 08:07:13,COMPLETED,2.96,0.00,0.00,2.96,B003,NULL
O14433,WALK_IN,2022-02-28 11:15:09,COMPLETED,57.88,0.00,0.00,57.88,B005,NULL
O14434,WALK_IN,2022-02-28 11:30:53,COMPLETED,23.79,0.00,0.00,23.79,B004,NULL
O14435,PICKUP,2022-02-28 12:46:52,COMPLETED,15.60,0.00,8.58,7.02,B004,NULL
O14436,WALK_IN,2022-02-28 13:55:08,COMPLETED,13.90,0.00,0.00,13.90,B004,NULL
O14437,WALK_IN,2022-02-28 15:37:41,COMPLETED,12.43,0.00,0.00,12.43,B003,NULL
O14438,WALK_IN,2022-02-28 17:11:25,COMPLETED,52.34,0.00,0.00,52.34,B004,NULL
O14439,WALK_IN,2022-02-28 17:35:18,COMPLETED,58.38,0.00,34.68,23.70,B008,NULL
O14440,PICKUP,2022-02-28 17:36:59,COMPLETED,14.07,0.00,0.00,14.07,B005,NULL
O14441,WALK_IN,2022-02-28 19:55:24,COMPLETED,137.66,0.00,0.00,137.66,B004,NULL
O14442,DELIVERY,2022-03-01 10:48:47,COMPLETED,11.28,0.00,0.00,16.18,B003,NULL
O14443,WALK_IN,2022-03-01 13:26:57,COMPLETED,19.71,0.00,0.00,19.71,B009,NULL
O14444,PICKUP,2022-03-01 13:53:51,COMPLETED,16.75,0.00,0.00,16.75,B006,NULL
O14445,WALK_IN,2022-03-01 14:27:04,COMPLETED,15.83,0.00,0.00,15.83,B005,NULL
O14446,DELIVERY,2022-03-01 14:28:45,COMPLETED,142.35,10.00,0.00,141.25,B006,V014
O14447,WALK_IN,2022-03-01 15:22:10,COMPLETED,2.03,0.00,0.00,2.03,B005,NULL
O14448,PICKUP,2022-03-01 20:12:15,COMPLETED,4.37,0.00,0.00,4.37,B002,NULL
O14449,PICKUP,2022-03-01 20:31:57,COMPLETED,24.18,0.00,0.00,24.18,B009,NULL
O14450,PICKUP,2022-03-01 20:49:36,COMPLETED,40.28,0.00,9.64,30.64,B004,NULL
O14451,PICKUP,2022-03-02 10:04:14,COMPLETED,16.65,0.00,0.00,16.65,B008,NULL
O14452,WALK_IN,2022-03-02 11:23:20,COMPLETED,33.89,0.00,0.00,33.89,B005,NULL
O14453,PICKUP,2022-03-02 11:24:51,COMPLETED,17.90,0.00,0.00,17.90,B005,NULL
O14454,PICKUP,2022-03-02 11:39:54,COMPLETED,5.07,0.00,0.00,5.07,B006,NULL
O14455,PICKUP,2022-03-02 12:42:47,COMPLETED,5.55,0.00,0.00,5.55,B006,NULL
O14456,WALK_IN,2022-03-02 13:01:27,COMPLETED,3.88,0.00,0.00,3.88,B003,NULL
O14457,WALK_IN,2022-03-02 13:27:07,COMPLETED,4.70,0.00,0.00,4.70,B004,NULL
O14458,PICKUP,2022-03-02 14:03:42,COMPLETED,4.92,0.00,0.00,4.92,B009,NULL
O14459,WALK_IN,2022-03-02 14:21:34,COMPLETED,24.26,0.00,0.00,24.26,B005,NULL
O14460,WALK_IN,2022-03-02 14:39:48,COMPLETED,28.71,0.00,0.00,28.71,B005,NULL
O14461,WALK_IN,2022-03-02 15:28:34,COMPLETED,12.40,0.00,0.00,12.40,B001,NULL
O14462,WALK_IN,2022-03-02 15:59:51,COMPLETED,19.38,0.00,1.43,17.95,B006,NULL
O14463,WALK_IN,2022-03-02 16:20:28,COMPLETED,30.29,0.00,0.00,30.29,B004,NULL
O14464,WALK_IN,2022-03-02 16:43:10,COMPLETED,17.22,0.00,0.00,17.22,B007,NULL
O14465,WALK_IN,2022-03-02 17:38:25,COMPLETED,81.26,0.00,0.00,81.26,B004,NULL
O14466,WALK_IN,2022-03-02 18:00:43,COMPLETED,10.61,0.00,0.00,10.61,B005,NULL
O14467,WALK_IN,2022-03-02 18:42:32,COMPLETED,40.32,0.00,0.00,40.32,B002,NULL
O14468,WALK_IN,2022-03-02 18:45:52,COMPLETED,58.59,0.00,0.00,58.59,B001,NULL
O14469,WALK_IN,2022-03-02 19:07:44,COMPLETED,20.14,0.00,15.54,4.60,B007,NULL
O14470,WALK_IN,2022-03-02 19:38:09,COMPLETED,3.34,0.00,0.00,3.34,B007,NULL
O14471,WALK_IN,2022-03-02 19:40:29,COMPLETED,13.58,0.00,3.72,9.86,B006,NULL
O14472,PICKUP,2022-03-02 19:54:56,COMPLETED,14.48,0.00,0.00,14.48,B001,NULL
O14473,PICKUP,2022-03-02 21:02:27,COMPLETED,23.27,0.00,0.00,23.27,B008,NULL
O14474,PICKUP,2022-03-03 08:59:35,COMPLETED,33.79,0.00,0.00,33.79,B007,NULL
O14475,WALK_IN,2022-03-03 09:45:37,COMPLETED,13.58,0.00,0.00,13.58,B007,NULL
O14476,PICKUP,2022-03-03 10:07:09,COMPLETED,23.08,0.00,0.00,23.08,B002,NULL
O14477,WALK_IN,2022-03-03 10:43:26,COMPLETED,37.31,0.00,0.00,37.31,B002,NULL
O14478,WALK_IN,2022-03-03 11:04:20,COMPLETED,11.13,0.00,0.00,11.13,B005,NULL
O14479,WALK_IN,2022-03-03 11:10:40,COMPLETED,25.00,0.00,0.00,25.00,B004,NULL
O14480,WALK_IN,2022-03-03 11:23:32,COMPLETED,13.16,0.00,0.00,13.16,B007,NULL
O14481,WALK_IN,2022-03-03 11:32:58,COMPLETED,4.40,0.00,3.04,1.36,B007,NULL
O14482,WALK_IN,2022-03-03 11:54:43,COMPLETED,9.86,0.00,0.00,9.86,B003,NULL
O14483,WALK_IN,2022-03-03 11:59:20,COMPLETED,19.19,0.00,0.00,19.19,B002,NULL
O14484,PICKUP,2022-03-03 12:01:33,COMPLETED,31.18,0.00,0.00,31.18,B009,NULL
O14485,WALK_IN,2022-03-03 12:09:57,COMPLETED,75.83,0.00,0.00,75.83,B008,NULL
O14486,WALK_IN,2022-03-03 12:26:11,COMPLETED,8.82,0.00,0.00,8.82,B008,NULL
O14487,WALK_IN,2022-03-03 13:19:55,COMPLETED,8.96,0.00,0.00,8.96,B009,NULL
O14488,DELIVERY,2022-03-03 14:19:36,COMPLETED,146.15,0.00,0.00,155.05,B002,NULL
O14489,PICKUP,2022-03-03 16:03:34,COMPLETED,69.37,0.00,0.00,69.37,B008,NULL
O14490,DELIVERY,2022-03-03 16:45:50,COMPLETED,25.56,0.00,20.08,10.38,B001,NULL
O14491,WALK_IN,2022-03-03 17:52:46,COMPLETED,18.31,0.00,0.00,18.31,B009,NULL
O14492,WALK_IN,2022-03-03 19:00:30,COMPLETED,7.58,0.00,0.00,7.58,B006,NULL
O14493,WALK_IN,2022-03-03 19:16:11,COMPLETED,16.96,0.00,0.00,16.96,B005,NULL
O14494,DELIVERY,2022-03-03 19:48:01,COMPLETED,107.84,0.00,0.00,114.74,B009,NULL
O14495,WALK_IN,2022-03-03 20:36:22,COMPLETED,11.93,0.00,0.00,11.93,B009,NULL
O14496,DELIVERY,2022-03-04 08:33:14,COMPLETED,16.80,0.00,0.00,21.70,B006,NULL
O14497,WALK_IN,2022-03-04 09:03:37,COMPLETED,8.64,0.00,0.00,8.64,B003,NULL
O14498,WALK_IN,2022-03-04 09:50:48,COMPLETED,36.82,0.00,0.00,36.82,B005,NULL
O14499,DELIVERY,2022-03-04 11:35:31,COMPLETED,42.48,0.00,0.00,47.38,B007,NULL
O14500,PICKUP,2022-03-04 11:49:46,COMPLETED,2.66,0.00,2.66,0.00,B001,NULL
O14501,WALK_IN,2022-03-04 11:59:12,COMPLETED,19.47,0.00,0.00,19.47,B008,NULL
O14502,WALK_IN,2022-03-04 12:27:45,COMPLETED,17.73,0.00,0.00,17.73,B003,NULL
O14503,PICKUP,2022-03-04 13:05:46,COMPLETED,18.25,0.00,0.00,18.25,B008,NULL
O14504,WALK_IN,2022-03-04 13:31:00,COMPLETED,9.37,0.00,0.00,9.37,B008,NULL
O14505,WALK_IN,2022-03-04 13:44:43,COMPLETED,69.05,0.00,0.00,69.05,B006,NULL
O14506,DELIVERY,2022-03-04 13:51:25,COMPLETED,12.93,0.00,0.00,17.83,B007,NULL
O14507,WALK_IN,2022-03-04 15:09:52,COMPLETED,30.49,0.00,0.00,30.49,B001,NULL
O14508,PICKUP,2022-03-04 15:40:07,COMPLETED,18.86,0.00,0.00,18.86,B001,NULL
O14509,DELIVERY,2022-03-04 15:58:52,COMPLETED,22.27,0.00,0.00,27.17,B007,NULL
O14510,WALK_IN,2022-03-04 16:57:27,COMPLETED,10.33,0.00,0.00,10.33,B008,NULL
O14511,WALK_IN,2022-03-04 17:26:34,COMPLETED,3.78,0.00,0.00,3.78,B006,NULL
