PurchaseOrderID,OrderDate,ExpectedDeliveryDate,ReceivedDate,TotalAmount,Status,SupplierID,StaffID
PO0298,2026-05-11,2026-05-16,2026-05-17,9261.88,RECEIVED,SUP006,S0024
PO0299,2026-05-14,2026-05-19,2026-05-18,2939.64,RECEIVED,SUP004,S0106
PO0300,2026-05-15,2026-05-18,,3146.59,APPROVED,SUP003,S0024
PO0301,2026-05-19,2026-05-24,2026-05-26,2594.69,RECEIVED,SUP008,S0057
PO0302,2026-05-21,,,2011.52,PENDING,SUP003,S0030
PO0303,2026-05-22,2026-05-27,2026-05-30,5298.53,RECEIVED,SUP008,S0005
PO0304,2026-05-22,2026-05-25,2026-05-25,738.62,RECEIVED,SUP003,S0005
PO0305,2026-05-23,2026-05-26,2026-05-27,5398.62,RECEIVED,SUP001,S0098
PO0306,2026-05-24,2026-05-29,2026-05-28,4770.99,RECEIVED,SUP005,S0096
PO0307,2026-05-30,2026-06-04,2026-06-03,2991.1,RECEIVED,SUP004,S0024
PO0308,2026-06-01,2026-06-04,2026-06-05,3627.68,RECEIVED,SUP002,S0045
PO0309,2026-06-02,2026-06-05,2026-06-05,13239.37,RECEIVED,SUP002,S0087
PO0310,2026-06-08,2026-06-13,,5810.11,APPROVED,SUP006,S0064
PO0311,2026-06-10,2026-06-15,,3454.6,APPROVED,SUP007,S0047
PO0312,2026-06-11,2026-06-16,,3039.27,APPROVED,SUP007,S0096
PO0313,2026-06-11,2026-06-16,2026-06-18,4164.08,RECEIVED,SUP007,S0064
PO0314,2026-06-12,2026-06-15,2026-06-15,5705.21,RECEIVED,SUP002,S0049
PO0315,2026-06-12,2026-06-15,2026-06-14,11690.68,RECEIVED,SUP001,S0098
PO0316,2026-06-14,2026-06-17,2026-06-17,7244.45,RECEIVED,SUP001,S0088
PO0317,2026-06-17,,,5569.14,PENDING,SUP011,S0045
PO0318,2026-06-20,2026-06-25,2026-06-26,2110.58,RECEIVED,SUP004,S0053
PO0319,2026-06-25,2026-06-28,2026-06-29,5808.86,RECEIVED,SUP002,S0048
