OrderID,ItemID,Quantity,UnitPrice,MyKasihSubsidyAmount,LineTotal
O13559,I0028,1,5.58,0.00,5.58
O13559,I0032,3,4.32,0.00,12.96
O13559,I0052,1,2.48,0.00,2.48
O13559,I0082,1,2.77,0.00,2.77
O13559,I0091,1,3.16,0.00,3.16
O13560,I0019,1,2.19,0.00,2.19
O13560,I0035,2,1.32,0.00,2.64
O13561,I0088,1,2.76,0.00,2.76
O13562,I0096,1,3.24,0.00,3.24
O13563,I0055,1,1.87,0.00,1.87
O13563,I0077,3,1.50,0.00,4.50
O13563,I0088,3,2.75,0.00,8.25
O13564,I0067,2,3.83,0.00,7.66
O13564,I0068,2,4.55,0.00,9.10
O13564,I0108,1,7.69,0.00,7.69
O13565,I0011,2,2.89,0.00,5.78
O13565,I0030,1,4.23,0.00,4.23
O13565,I0033,2,2.29,0.00,4.58
O13565,I0078,5,1.43,0.00,7.15
O13566,I0118,1,14.39,0.00,14.39
O13567,I0003,2,2.50,0.00,5.00
O13567,I0011,3,2.91,0.00,8.73
O13567,I0017,1,2.06,0.00,2.06
O13567,I0022,1,1.86,0.00,1.86
O13567,I0106,1,7.35,0.00,7.35
O13568,I0085,1,2.74,0.00,2.74
O13568,I0106,3,7.30,0.00,21.90
O13568,I0110,1,7.31,0.00,7.31
O13569,I0018,5,1.93,0.00,9.65
O13569,I0055,1,1.84,1.84,0.00
O13569,I0089,1,5.73,5.73,0.00
O13569,I0097,3,11.02,0.00,33.06
O13570,I0023,2,1.88,0.00,3.76
O13570,I0050,4,3.28,0.00,13.12
O13571,I0015,3,1.95,5.85,0.00
O13571,I0032,4,4.26,17.04,0.00
O13571,I0070,2,8.23,0.00,16.46
O13572,I0021,2,1.78,0.00,3.56
O13572,I0044,2,1.34,0.00,2.68
O13572,I0108,3,7.63,0.00,22.89
O13573,I0016,4,2.55,0.00,10.20
O13573,I0040,1,1.53,0.00,1.53
O13573,I0090,1,3.86,0.00,3.86
O13574,I0066,2,2.70,0.00,5.40
O13574,I0079,1,3.99,0.00,3.99
O13574,I0117,1,44.43,0.00,44.43
O13575,I0039,1,1.53,0.00,1.53
O13576,I0007,1,1.89,0.00,1.89
O13576,I0045,1,3.55,0.00,3.55
O13576,I0049,2,2.03,0.00,4.06
O13576,I0075,2,1.40,0.00,2.80
O13577,I0001,3,12.19,0.00,36.57
O13577,I0003,1,2.50,0.00,2.50
O13577,I0028,1,5.62,0.00,5.62
O13577,I0029,3,3.58,0.00,10.74
O13577,I0041,3,1.31,0.00,3.93
O13577,I0073,1,1.59,0.00,1.59
O13578,I0015,2,1.94,3.88,0.00
O13578,I0025,1,3.98,0.00,3.98
O13578,I0051,2,1.88,0.00,3.76
O13578,I0101,1,4.48,4.48,0.00
O13579,I0011,1,2.91,0.00,2.91
O13579,I0041,1,1.34,0.00,1.34
O13579,I0079,2,4.06,0.00,8.12
O13579,I0081,1,5.49,0.00,5.49
O13579,I0104,1,4.84,0.00,4.84
O13580,I0067,3,3.87,0.00,11.61
O13580,I0068,1,4.60,0.00,4.60
O13580,I0119,1,18.64,0.00,18.64
O13581,I0006,1,4.12,0.00,4.12
O13581,I0019,3,2.21,0.00,6.63
O13581,I0045,1,3.56,0.00,3.56
O13581,I0092,1,5.13,0.00,5.13
O13582,I0015,3,1.96,0.00,5.88
O13582,I0050,1,3.31,0.00,3.31
O13582,I0074,3,1.34,0.00,4.02
O13583,I0009,4,1.88,7.52,0.00
O13583,I0044,4,1.35,0.00,5.40
O13583,I0066,1,2.65,0.00,2.65
O13583,I0080,1,2.42,0.00,2.42
O13584,I0018,2,1.93,0.00,3.86
O13584,I0060,2,5.66,0.00,11.32
O13584,I0076,1,1.32,0.00,1.32
O13584,I0094,2,1.77,0.00,3.54
O13584,I0115,1,48.54,0.00,48.54
O13585,I0103,1,4.57,0.00,4.57
O13586,I0016,1,2.55,0.00,2.55
O13586,I0025,2,3.98,0.00,7.96
O13586,I0097,4,11.01,0.00,44.04
O13586,I0102,1,4.55,0.00,4.55
O13586,I0116,2,44.39,0.00,88.78
O13587,I0049,4,2.02,0.00,8.08
O13587,I0081,2,5.38,0.00,10.76
O13588,I0001,1,12.00,0.00,12.00
O13588,I0069,2,3.92,0.00,7.84
O13588,I0102,1,4.58,0.00,4.58
O13589,I0026,4,2.51,0.00,10.04
O13589,I0033,2,2.34,0.00,4.68
O13589,I0038,2,1.50,0.00,3.00
O13589,I0068,3,4.63,0.00,13.89
O13589,I0096,3,3.20,0.00,9.60
O13590,I0044,2,1.32,0.00,2.64
O13590,I0058,4,1.78,0.00,7.12
O13590,I0098,1,28.78,0.00,28.78
O13591,I0050,1,3.25,0.00,3.25
O13592,I0002,1,14.48,0.00,14.48
O13592,I0023,1,1.88,0.00,1.88
O13592,I0038,1,1.53,0.00,1.53
O13592,I0040,2,1.49,0.00,2.98
O13592,I0058,1,1.79,0.00,1.79
O13593,I0023,3,1.89,0.00,5.67
O13593,I0067,1,3.78,0.00,3.78
O13594,I0003,1,2.49,0.00,2.49
O13594,I0039,1,1.49,0.00,1.49
O13594,I0053,1,6.96,0.00,6.96
O13594,I0072,2,1.43,0.00,2.86
O13594,I0081,3,5.49,0.00,16.47
O13595,I0032,1,4.31,0.00,4.31
O13595,I0035,3,1.33,0.00,3.99
O13595,I0092,1,5.12,0.00,5.12
O13596,I0025,1,3.98,0.00,3.98
O13596,I0044,1,1.35,0.00,1.35
O13597,I0004,1,1.97,0.00,1.97
O13597,I0023,2,1.88,0.00,3.76
O13597,I0056,2,1.98,0.00,3.96
O13597,I0072,1,1.41,0.00,1.41
O13598,I0040,1,1.50,0.00,1.50
O13598,I0049,1,2.07,0.00,2.07
O13598,I0059,4,1.84,0.00,7.36
O13598,I0069,1,3.96,0.00,3.96
O13598,I0077,1,1.52,0.00,1.52
O13599,I0014,1,2.06,0.00,2.06
O13599,I0019,2,2.24,0.00,4.48
O13599,I0023,2,1.85,0.00,3.70
O13599,I0033,1,2.29,0.00,2.29
O13599,I0037,2,1.33,0.00,2.66
O13600,I0064,1,3.12,0.00,3.12
O13601,I0035,5,1.33,0.00,6.65
O13601,I0037,1,1.32,0.00,1.32
O13601,I0045,2,3.52,0.00,7.04
O13601,I0067,3,3.87,0.00,11.61
O13601,I0112,1,11.08,0.00,11.08
O13602,I0002,1,14.55,0.00,14.55
O13602,I0014,3,2.07,0.00,6.21
O13602,I0052,1,2.50,0.00,2.50
O13602,I0059,1,1.84,0.00,1.84
O13602,I0060,1,5.54,0.00,5.54
O13603,I0015,1,1.98,0.00,1.98
O13603,I0058,3,1.78,0.00,5.34
O13604,I0005,1,3.72,0.00,3.72
O13604,I0037,1,1.34,0.00,1.34
O13604,I0053,1,7.12,0.00,7.12
O13604,I0081,2,5.41,0.00,10.82
O13605,I0041,1,1.32,0.00,1.32
O13605,I0049,3,2.05,0.00,6.15
O13605,I0085,1,2.72,0.00,2.72
O13605,I0107,4,7.14,0.00,28.56
O13606,I0044,2,1.34,0.00,2.68
O13606,I0082,4,2.78,0.00,11.12
O13607,I0019,4,2.22,0.00,8.88
O13607,I0078,5,1.40,0.00,7.00
O13608,I0002,4,14.27,0.00,57.08
O13608,I0055,3,1.85,0.00,5.55
O13609,I0057,2,1.84,0.00,3.68
O13609,I0075,1,1.43,0.00,1.43
O13610,I0045,1,3.54,0.00,3.54
O13610,I0048,1,1.87,0.00,1.87
O13610,I0062,1,5.25,5.25,0.00
O13610,I0110,2,7.41,0.00,14.82
O13611,I0021,1,1.78,0.00,1.78
O13611,I0046,1,1.06,0.00,1.06
O13611,I0114,3,17.97,0.00,53.91
O13612,I0001,3,12.15,0.00,36.45
O13612,I0104,3,4.89,0.00,14.67
O13613,I0027,1,4.95,4.95,0.00
O13614,I0061,2,1.88,0.00,3.76
O13615,I0020,2,2.02,0.00,4.04
O13615,I0033,1,2.30,0.00,2.30
O13615,I0092,1,5.12,0.00,5.12
O13615,I0094,2,1.76,0.00,3.52
O13616,I0029,1,3.54,0.00,3.54
O13616,I0051,1,1.84,0.00,1.84
O13616,I0108,1,7.76,0.00,7.76
O13616,I0118,1,14.14,0.00,14.14
O13617,I0007,3,1.85,5.55,0.00
O13617,I0079,2,4.01,0.00,8.02
O13617,I0096,2,3.17,0.00,6.34
O13617,I0118,1,14.31,0.00,14.31
O13618,I0008,1,11.42,0.00,11.42
O13618,I0026,2,2.45,0.00,4.90
O13618,I0061,2,1.88,0.00,3.76
O13618,I0097,3,11.13,0.00,33.39
O13618,I0112,2,10.98,0.00,21.96
O13619,I0005,1,3.71,0.00,3.71
O13619,I0032,2,4.25,0.00,8.50
O13619,I0034,2,4.56,0.00,9.12
O13619,I0073,2,1.61,0.00,3.22
O13619,I0076,1,1.32,0.00,1.32
O13619,I0112,1,10.99,0.00,10.99
O13620,I0021,1,1.76,0.00,1.76
O13620,I0052,1,2.48,0.00,2.48
O13620,I0071,3,1.33,0.00,3.99
O13620,I0075,2,1.42,0.00,2.84
O13621,I0012,5,1.85,0.00,9.25
O13621,I0046,2,1.05,0.00,2.10
O13621,I0054,2,6.05,0.00,12.10
O13621,I0098,3,29.00,0.00,87.00
O13621,I0105,4,7.38,0.00,29.52
O13622,I0049,1,2.07,0.00,2.07
O13622,I0085,1,2.74,0.00,2.74
O13622,I0110,4,7.32,0.00,29.28
O13623,I0001,2,12.24,0.00,24.48
O13623,I0024,5,1.84,0.00,9.20
O13623,I0028,2,5.64,0.00,11.28
O13623,I0098,1,28.50,0.00,28.50
O13623,I0109,1,7.46,0.00,7.46
O13624,I0013,1,3.80,0.00,3.80
O13624,I0015,2,1.96,0.00,3.92
O13624,I0041,1,1.31,0.00,1.31
O13624,I0078,1,1.41,0.00,1.41
O13625,I0020,2,2.03,0.00,4.06
O13625,I0052,4,2.52,0.00,10.08
O13625,I0093,1,1.85,0.00,1.85
O13625,I0094,2,1.77,3.54,0.00
O13625,I0096,2,3.21,0.00,6.42
O13626,I0013,3,3.82,11.46,0.00
O13626,I0036,1,1.53,0.00,1.53
O13626,I0085,1,2.74,0.00,2.74
O13627,I0011,1,2.92,0.00,2.92
O13627,I0100,1,4.50,0.00,4.50
O13628,I0023,2,1.89,0.00,3.78
O13628,I0034,1,4.55,0.00,4.55
O13628,I0093,4,1.87,0.00,7.48
O13628,I0114,5,17.67,0.00,88.35
O13629,I0009,1,1.89,0.00,1.89
O13629,I0091,1,3.17,0.00,3.17
O13629,I0092,2,5.13,0.00,10.26
O13630,I0001,3,12.18,0.00,36.54
O13630,I0040,2,1.50,0.00,3.00
O13630,I0073,1,1.62,0.00,1.62
O13630,I0117,1,45.34,0.00,45.34
O13631,I0118,1,14.34,0.00,14.34
O13632,I0013,2,3.88,0.00,7.76
O13632,I0030,1,4.25,0.00,4.25
O13632,I0054,2,6.14,0.00,12.28
O13633,I0073,1,1.60,0.00,1.60
O13633,I0074,1,1.34,0.00,1.34
O13633,I0075,1,1.41,0.00,1.41
O13633,I0088,1,2.75,0.00,2.75
O13633,I0105,2,7.53,0.00,15.06
O13634,I0016,1,2.60,0.00,2.60
O13634,I0025,3,4.01,0.00,12.03
O13634,I0043,3,1.49,0.00,4.47
O13634,I0095,2,5.24,0.00,10.48
O13635,I0003,2,2.47,0.00,4.94
O13635,I0064,1,3.07,0.00,3.07
O13635,I0087,2,2.80,0.00,5.60
O13636,I0012,3,1.85,0.00,5.55
O13636,I0056,2,1.94,3.88,0.00
O13637,I0003,2,2.51,0.00,5.02
O13637,I0023,4,1.85,0.00,7.40
O13637,I0066,1,2.65,0.00,2.65
O13638,I0001,4,12.21,0.00,48.84
O13638,I0081,1,5.47,0.00,5.47
O13638,I0083,2,2.75,0.00,5.50
O13638,I0115,5,48.14,0.00,240.70
O13638,I0116,3,44.33,0.00,132.99
O13639,I0007,1,1.84,0.00,1.84
O13639,I0016,3,2.58,0.00,7.74
O13639,I0055,2,1.89,0.00,3.78
O13639,I0071,3,1.32,0.00,3.96
O13639,I0091,2,3.25,0.00,6.50
O13640,I0021,1,1.77,0.00,1.77
O13640,I0061,4,1.86,0.00,7.44
O13640,I0096,4,3.19,0.00,12.76
O13640,I0104,5,4.83,0.00,24.15
O13641,I0040,2,1.52,0.00,3.04
O13641,I0115,1,48.55,0.00,48.55
O13641,I0118,2,14.33,0.00,28.66
O13642,I0016,1,2.56,0.00,2.56
O13642,I0071,2,1.33,0.00,2.66
O13642,I0119,2,18.31,0.00,36.62
O13643,I0086,2,2.68,0.00,5.36
O13644,I0029,1,3.57,0.00,3.57
O13644,I0036,3,1.53,0.00,4.59
O13644,I0100,1,4.55,0.00,4.55
O13645,I0056,1,1.98,0.00,1.98
O13646,I0022,2,1.85,0.00,3.70
O13646,I0059,2,1.87,3.74,0.00
O13646,I0079,2,3.98,0.00,7.96
O13647,I0018,4,1.94,0.00,7.76
O13647,I0074,1,1.32,0.00,1.32
O13647,I0086,3,2.65,0.00,7.95
O13648,I0012,1,1.85,0.00,1.85
O13648,I0070,2,8.21,0.00,16.42
O13648,I0100,2,4.51,0.00,9.02
O13649,I0014,2,2.06,0.00,4.12
O13649,I0025,1,3.95,0.00,3.95
O13650,I0005,1,3.77,0.00,3.77
O13650,I0071,1,1.33,1.33,0.00
O13650,I0111,1,9.08,0.00,9.08
O13651,I0008,1,11.51,0.00,11.51
O13651,I0021,2,1.78,0.00,3.56
O13651,I0043,4,1.49,0.00,5.96
O13651,I0055,1,1.85,0.00,1.85
O13652,I0032,4,4.23,0.00,16.92
O13652,I0034,3,4.56,0.00,13.68
O13652,I0046,2,1.05,0.00,2.10
O13652,I0104,3,4.85,0.00,14.55
O13652,I0120,1,18.49,0.00,18.49
O13653,I0048,1,1.84,0.00,1.84
O13653,I0049,1,2.02,0.00,2.02
O13653,I0055,1,1.89,0.00,1.89
O13653,I0063,1,7.69,0.00,7.69
O13653,I0113,1,12.61,0.00,12.61
O13654,I0024,3,1.85,0.00,5.55
O13654,I0033,1,2.33,0.00,2.33
O13654,I0035,1,1.33,0.00,1.33
O13654,I0059,2,1.89,3.78,0.00
O13654,I0080,1,2.37,0.00,2.37
O13655,I0003,2,2.52,0.00,5.04
O13655,I0031,1,4.68,0.00,4.68
O13655,I0049,2,2.06,0.00,4.12
O13655,I0072,4,1.44,0.00,5.76
O13655,I0084,2,2.78,0.00,5.56
O13656,I0036,1,1.51,0.00,1.51
O13656,I0040,1,1.50,0.00,1.50
O13657,I0047,2,3.48,0.00,6.96
O13657,I0095,1,5.16,0.00,5.16
O13657,I0104,1,4.95,0.00,4.95
O13658,I0099,1,28.64,0.00,28.64
O13659,I0040,3,1.50,0.00,4.50
O13659,I0045,3,3.57,0.00,10.71
O13659,I0093,1,1.84,0.00,1.84
O13660,I0019,2,2.20,0.00,4.40
O13660,I0024,1,1.85,0.00,1.85
O13660,I0078,2,1.44,0.00,2.88
O13660,I0089,1,5.70,0.00,5.70
O13660,I0107,2,7.14,0.00,14.28
O13660,I0108,1,7.69,0.00,7.69
O13661,I0039,1,1.51,0.00,1.51
O13661,I0056,2,1.98,0.00,3.96
O13661,I0115,1,47.60,0.00,47.60
O13662,I0027,2,4.91,9.82,0.00
O13662,I0047,2,3.51,0.00,7.02
O13662,I0101,2,4.56,9.12,0.00
O13663,I0001,1,12.13,0.00,12.13
O13663,I0043,2,1.52,0.00,3.04
O13663,I0075,2,1.44,0.00,2.88
O13663,I0091,1,3.23,0.00,3.23
O13663,I0100,1,4.58,0.00,4.58
O13664,I0002,1,14.63,0.00,14.63
O13664,I0067,1,3.77,0.00,3.77
O13664,I0110,2,7.29,0.00,14.58
O13665,I0015,2,1.96,0.00,3.92
O13665,I0028,1,5.61,0.00,5.61
O13665,I0042,2,1.53,0.00,3.06
O13665,I0112,3,10.93,0.00,32.79
O13666,I0001,2,11.95,0.00,23.90
O13666,I0004,2,1.96,0.00,3.92
O13667,I0003,1,2.45,0.00,2.45
O13667,I0066,1,2.65,0.00,2.65
O13668,I0012,3,1.86,0.00,5.58
O13668,I0049,1,2.05,0.00,2.05
O13668,I0073,2,1.61,0.00,3.22
O13668,I0080,1,2.40,0.00,2.40
O13669,I0046,5,1.07,0.00,5.35
O13669,I0104,1,4.83,0.00,4.83
O13670,I0015,5,1.94,0.00,9.70
O13670,I0030,3,4.31,0.00,12.93
O13670,I0052,3,2.48,0.00,7.44
O13670,I0099,1,28.79,0.00,28.79
O13670,I0112,1,11.00,0.00,11.00
O13671,I0003,1,2.48,0.00,2.48
O13671,I0048,3,1.89,0.00,5.67
O13671,I0109,1,7.43,0.00,7.43
O13672,I0008,1,11.59,0.00,11.59
O13672,I0018,1,1.98,0.00,1.98
O13672,I0032,3,4.21,0.00,12.63
O13672,I0047,1,3.48,0.00,3.48
O13672,I0074,1,1.32,0.00,1.32
O13673,I0007,1,1.86,0.00,1.86
O13673,I0048,2,1.89,0.00,3.78
O13673,I0114,3,17.78,0.00,53.34
O13674,I0015,1,1.98,0.00,1.98
O13674,I0049,1,2.06,0.00,2.06
O13674,I0094,1,1.80,0.00,1.80
O13674,I0109,4,7.29,0.00,29.16
O13675,I0033,1,2.32,0.00,2.32
O13675,I0044,2,1.31,0.00,2.62
O13675,I0054,4,6.21,0.00,24.84
O13675,I0090,1,3.87,0.00,3.87
O13675,I0100,2,4.49,0.00,8.98
O13676,I0032,1,4.27,0.00,4.27
O13676,I0039,1,1.50,0.00,1.50
O13676,I0044,1,1.33,0.00,1.33
O13676,I0049,5,2.02,0.00,10.10
O13676,I0085,1,2.73,0.00,2.73
O13677,I0007,1,1.84,0.00,1.84
O13677,I0049,1,2.06,0.00,2.06
O13677,I0100,1,4.54,0.00,4.54
O13677,I0102,1,4.66,0.00,4.66
O13678,I0079,4,4.05,0.00,16.20
O13679,I0014,1,2.04,0.00,2.04
O13679,I0059,1,1.85,0.00,1.85
O13679,I0088,2,2.72,0.00,5.44
O13679,I0103,1,4.66,0.00,4.66
O13680,I0012,1,1.86,0.00,1.86
O13680,I0031,1,4.67,0.00,4.67
O13680,I0061,1,1.86,0.00,1.86
O13680,I0089,1,5.82,0.00,5.82
O13680,I0118,2,14.40,0.00,28.80
O13681,I0024,2,1.89,0.00,3.78
O13681,I0032,3,4.28,0.00,12.84
O13681,I0082,2,2.75,0.00,5.50
O13681,I0105,1,7.46,0.00,7.46
O13681,I0116,1,44.43,0.00,44.43
O13682,I0024,1,1.88,0.00,1.88
O13682,I0074,1,1.32,0.00,1.32
O13682,I0084,1,2.78,0.00,2.78
O13682,I0094,1,1.77,0.00,1.77
O13683,I0001,1,11.91,0.00,11.91
O13683,I0010,2,2.15,0.00,4.30
O13683,I0016,1,2.59,0.00,2.59
O13683,I0042,2,1.49,0.00,2.98
O13683,I0101,4,4.49,0.00,17.96
O13684,I0065,2,4.95,0.00,9.90
O13684,I0082,4,2.76,0.00,11.04
O13684,I0083,1,2.73,0.00,2.73
O13685,I0043,1,1.51,0.00,1.51
O13686,I0067,1,3.77,0.00,3.77
O13686,I0072,1,1.43,0.00,1.43
O13686,I0120,1,18.16,0.00,18.16
O13687,I0029,1,3.59,0.00,3.59
O13687,I0042,3,1.49,0.00,4.47
O13687,I0091,2,3.22,0.00,6.44
O13687,I0096,2,3.21,0.00,6.42
O13688,I0051,5,1.88,0.00,9.40
O13688,I0099,3,28.23,0.00,84.69
O13689,I0015,2,1.95,0.00,3.90
O13689,I0057,2,1.89,0.00,3.78
O13689,I0065,3,4.96,0.00,14.88
O13689,I0067,2,3.83,0.00,7.66
O13690,I0018,1,1.96,0.00,1.96
O13690,I0033,2,2.31,0.00,4.62
O13690,I0057,1,1.86,0.00,1.86
O13690,I0072,1,1.42,0.00,1.42
O13690,I0106,1,7.39,0.00,7.39
O13691,I0014,1,2.07,0.00,2.07
O13691,I0028,1,5.63,0.00,5.63
O13691,I0035,1,1.34,0.00,1.34
O13691,I0106,2,7.43,0.00,14.86
O13691,I0107,2,7.13,0.00,14.26
O13692,I0013,2,3.77,0.00,7.54
O13692,I0022,4,1.85,0.00,7.40
O13692,I0025,2,4.02,0.00,8.04
O13692,I0050,1,3.29,0.00,3.29
O13692,I0107,2,7.14,0.00,14.28
O13693,I0005,2,3.71,0.00,7.42
O13693,I0061,2,1.85,0.00,3.70
O13693,I0095,4,5.32,0.00,21.28
O13693,I0118,1,14.06,0.00,14.06
O13694,I0060,2,5.54,0.00,11.08
O13694,I0069,2,3.90,0.00,7.80
O13694,I0091,1,3.17,0.00,3.17
O13695,I0063,1,7.83,0.00,7.83
O13695,I0103,1,4.59,0.00,4.59
O13696,I0103,2,4.65,0.00,9.30
O13697,I0007,4,1.85,0.00,7.40
O13697,I0019,1,2.21,0.00,2.21
O13697,I0041,2,1.35,0.00,2.70
O13697,I0099,2,28.62,0.00,57.24
O13698,I0086,3,2.65,0.00,7.95
O13698,I0098,3,29.29,0.00,87.87
O13698,I0102,3,4.64,0.00,13.92
O13699,I0065,1,5.03,0.00,5.03
O13699,I0080,3,2.42,0.00,7.26
O13700,I0002,1,14.41,0.00,14.41
O13700,I0022,2,1.85,0.00,3.70
O13700,I0073,1,1.58,0.00,1.58
O13701,I0006,1,4.03,0.00,4.03
O13701,I0066,1,2.70,0.00,2.70
O13701,I0091,2,3.16,0.00,6.32
O13701,I0118,1,14.22,0.00,14.22
O13702,I0050,1,3.27,0.00,3.27
O13703,I0017,5,2.06,0.00,10.30
O13703,I0086,2,2.66,0.00,5.32
O13703,I0106,1,7.27,0.00,7.27
O13704,I0025,2,4.03,0.00,8.06
O13704,I0051,1,1.86,0.00,1.86
O13704,I0107,4,7.09,0.00,28.36
O13705,I0009,1,1.84,0.00,1.84
O13705,I0021,2,1.79,0.00,3.58
O13705,I0050,2,3.32,0.00,6.64
O13705,I0070,1,8.15,0.00,8.15
O13705,I0071,1,1.34,0.00,1.34
O13705,I0103,2,4.68,0.00,9.36
O13706,I0037,3,1.34,0.00,4.02
O13706,I0049,1,2.06,0.00,2.06
O13706,I0074,2,1.34,0.00,2.68
O13707,I0082,2,2.76,0.00,5.52
O13707,I0088,1,2.74,0.00,2.74
O13708,I0041,3,1.35,0.00,4.05
O13708,I0046,2,1.08,0.00,2.16
O13708,I0065,2,5.02,0.00,10.04
O13708,I0076,1,1.32,0.00,1.32
O13708,I0095,2,5.22,10.44,0.00
O13709,I0037,1,1.32,0.00,1.32
O13709,I0060,1,5.60,0.00,5.60
O13709,I0066,3,2.67,0.00,8.01
O13710,I0018,1,1.98,0.00,1.98
O13710,I0097,1,11.10,0.00,11.10
O13710,I0098,1,28.68,0.00,28.68
O13711,I0004,1,1.95,0.00,1.95
O13711,I0011,2,2.89,0.00,5.78
O13711,I0037,3,1.33,0.00,3.99
O13711,I0047,2,3.41,0.00,6.82
O13711,I0052,1,2.47,0.00,2.47
O13712,I0040,1,1.49,0.00,1.49
O13712,I0086,2,2.67,0.00,5.34
O13712,I0116,1,44.75,0.00,44.75
O13713,I0024,1,1.85,0.00,1.85
O13713,I0031,1,4.69,0.00,4.69
O13714,I0012,1,1.85,0.00,1.85
O13714,I0017,1,2.04,0.00,2.04
O13714,I0020,4,2.04,0.00,8.16
O13714,I0043,2,1.51,0.00,3.02
O13714,I0101,1,4.52,4.52,0.00
O13714,I0119,2,18.62,0.00,37.24
O13715,I0028,2,5.68,0.00,11.36
O13715,I0112,1,11.17,0.00,11.17
O13716,I0008,3,11.64,0.00,34.92
O13716,I0059,2,1.84,0.00,3.68
O13716,I0084,4,2.73,0.00,10.92
O13716,I0118,1,14.18,0.00,14.18
O13717,I0029,2,3.59,0.00,7.18
O13717,I0042,3,1.50,0.00,4.50
O13717,I0088,1,2.73,0.00,2.73
O13717,I0108,2,7.71,0.00,15.42
O13718,I0015,1,1.94,0.00,1.94
O13718,I0016,3,2.61,0.00,7.83
O13718,I0082,3,2.75,0.00,8.25
O13718,I0109,1,7.31,0.00,7.31
O13719,I0028,3,5.68,0.00,17.04
O13719,I0110,3,7.44,0.00,22.32
O13720,I0073,1,1.60,0.00,1.60
O13720,I0088,5,2.76,0.00,13.80
O13721,I0010,1,2.11,0.00,2.11
O13721,I0014,1,2.05,0.00,2.05
O13721,I0055,1,1.89,0.00,1.89
O13721,I0082,1,2.77,0.00,2.77
O13721,I0097,4,11.16,0.00,44.64
O13721,I0104,3,4.83,0.00,14.49
O13722,I0010,2,2.14,0.00,4.28
O13722,I0041,3,1.32,0.00,3.96
O13722,I0077,1,1.51,0.00,1.51
O13722,I0087,1,2.80,0.00,2.80
O13722,I0089,1,5.83,0.00,5.83
O13722,I0103,1,4.66,0.00,4.66
O13723,I0033,5,2.32,0.00,11.60
O13723,I0036,2,1.50,0.00,3.00
O13723,I0038,1,1.52,0.00,1.52
O13724,I0080,4,2.41,0.00,9.64
O13724,I0095,2,5.20,0.00,10.40
O13724,I0098,1,29.12,0.00,29.12
O13725,I0005,1,3.68,0.00,3.68
O13725,I0092,2,5.09,0.00,10.18
O13726,I0028,1,5.66,0.00,5.66
O13726,I0114,1,17.53,0.00,17.53
O13727,I0016,1,2.59,0.00,2.59
O13727,I0035,1,1.32,0.00,1.32
O13727,I0047,2,3.43,0.00,6.86
O13727,I0069,1,3.94,0.00,3.94
O13727,I0079,1,3.99,0.00,3.99
O13727,I0097,1,11.12,0.00,11.12
O13728,I0040,5,1.51,0.00,7.55
O13728,I0062,1,5.17,0.00,5.17
O13728,I0104,5,4.89,0.00,24.45
O13729,I0065,1,4.91,0.00,4.91
O13729,I0109,3,7.33,0.00,21.99
O13730,I0031,1,4.64,0.00,4.64
O13730,I0036,3,1.52,0.00,4.56
O13730,I0059,1,1.88,1.88,0.00
O13731,I0011,3,2.90,0.00,8.70
O13731,I0016,1,2.57,2.57,0.00
O13731,I0020,4,2.02,0.00,8.08
O13731,I0117,1,44.21,0.00,44.21
O13732,I0066,1,2.66,0.00,2.66
O13732,I0107,1,7.17,0.00,7.17
O13732,I0112,1,11.14,0.00,11.14
O13733,I0081,1,5.35,0.00,5.35
O13733,I0109,4,7.40,0.00,29.60
O13734,I0090,1,3.78,0.00,3.78
O13734,I0102,1,4.66,0.00,4.66
O13735,I0015,1,1.95,0.00,1.95
O13735,I0027,3,4.94,0.00,14.82
O13735,I0046,1,1.05,0.00,1.05
O13735,I0052,1,2.47,0.00,2.47
O13735,I0063,3,7.69,0.00,23.07
O13735,I0109,2,7.28,0.00,14.56
O13736,I0002,1,14.54,0.00,14.54
O13736,I0068,2,4.65,0.00,9.30
O13736,I0113,1,12.58,0.00,12.58
O13737,I0087,1,2.87,0.00,2.87
O13738,I0023,3,1.88,0.00,5.64
O13738,I0050,2,3.25,0.00,6.50
O13738,I0111,1,9.04,0.00,9.04
O13739,I0075,2,1.42,0.00,2.84
O13740,I0018,1,1.94,0.00,1.94
O13740,I0035,2,1.32,0.00,2.64
O13740,I0064,1,3.14,0.00,3.14
O13741,I0035,2,1.35,0.00,2.70
O13741,I0042,2,1.53,0.00,3.06
O13741,I0072,1,1.42,0.00,1.42
O13741,I0092,1,5.08,0.00,5.08
O13741,I0098,3,28.78,0.00,86.34
O13741,I0102,1,4.67,0.00,4.67
O13742,I0005,1,3.70,0.00,3.70
O13742,I0054,4,6.13,0.00,24.52
O13742,I0068,1,4.63,0.00,4.63
O13742,I0086,2,2.70,0.00,5.40
O13742,I0108,1,7.67,0.00,7.67
O13743,I0037,2,1.34,0.00,2.68
O13743,I0107,2,7.17,0.00,14.34
O13744,I0018,1,1.93,0.00,1.93
O13744,I0043,2,1.51,0.00,3.02
O13744,I0070,4,8.12,0.00,32.48
O13745,I0004,2,1.95,0.00,3.90
O13745,I0021,4,1.77,0.00,7.08
O13745,I0047,1,3.42,0.00,3.42
O13746,I0041,1,1.34,0.00,1.34
O13746,I0077,1,1.51,0.00,1.51
O13746,I0088,5,2.72,0.00,13.60
O13746,I0092,3,5.01,0.00,15.03
