CustomerID,TransactionDate,OrderID,TransactionType,Points,Balance
C0062,2025-01-11 15:45:04,O00755,EARN,155,155.0
C0018,2025-01-11 16:32:58,O00752,EARN,108,666.0
C0012,2025-01-13 13:55:09,O00723,EARN,144,2738.0
C0019,2025-01-13 18:12:49,O00736,EARN,127,2446.0
C0059,2025-01-14 12:43:43,O00741,EARN,200,317.0
C0037,2025-01-15 09:08:36,O00724,EARN,199,696.0
C0021,2025-01-15 10:35:26,O00783,EARN,131,1352.0
C0019,2025-01-17 11:03:42,O00740,EARN,50,2496.0
C0023,2025-01-18 14:28:22,O00765,EARN,78,790.0
C0015,2025-01-18 19:47:16,O00778,EARN,173,1691.0
C0011,2025-01-18 20:55:42,O00748,EARN,80,1602.0
C0033,2025-01-20 14:36:50,O00731,EARN,135,454.0
C0028,2025-01-21 20:31:05,O00734,EARN,252,713.0
C0023,2025-01-22 13:56:17,O00786,EARN,135,925.0
C0021,2025-01-22 15:00:41,O00777,EARN,78,1430.0
C0064,2025-01-24 10:49:20,O00744,EARN,137,342.0
C0013,2025-01-26 19:32:54,O00773,EARN,164,1626.0
C0049,2025-01-28 10:10:54,O00737,EARN,194,300.0
C0061,2025-01-28 18:45:53,O00730,EARN,91,207.0
C0004,2025-01-31 09:03:10,O00779,EARN,86,4654.0
C0060,2025-01-31 20:52:12,O00766,EARN,111,254.0
C0018,2025-02-01 12:26:35,O00854,EARN,218,884.0
C0032,2025-02-01 12:31:36,O00813,EARN,145,320.0
C0018,2025-02-02 15:56:18,O00807,EARN,191,1075.0
C0067,2025-02-02 17:48:27,O00826,EARN,284,284.0
C0038,2025-02-02 20:42:55,O00822,EARN,126,494.0
C0030,2025-02-03 15:47:01,O00795,EARN,283,1062.0
C0005,2025-02-03 19:50:49,O00860,EARN,268,2337.0
C0055,2025-02-04 16:10:59,O00806,EARN,135,437.0
C0026,2025-02-05 11:14:38,O00819,EARN,154,1588.0
C0070,2025-02-05 16:46:11,O00803,EARN,17,185.0
C0046,2025-02-05 16:59:08,O00818,EARN,192,851.0
C0049,2025-02-06 09:56:41,O00849,EARN,98,398.0
C0005,2025-02-06 15:51:01,O00792,EARN,256,2593.0
C0026,2025-02-07 08:47:39,O00821,EARN,140,1728.0
C0046,2025-02-07 09:51:13,O00863,EARN,116,967.0
C0022,2025-02-07 11:58:48,O00837,EARN,188,2249.0
C0048,2025-02-07 17:05:39,O00811,EARN,50,50.0
C0075,2025-02-09 10:09:02,O00856,EARN,102,102.0
C0043,2025-02-09 10:14:20,O00801,EARN,199,467.0
C0011,2025-02-09 12:38:26,O00838,EARN,39,1641.0
C0001,2025-02-09 15:33:49,O00847,EARN,171,3266.0
C0019,2025-02-10 13:46:44,O00798,EARN,119,2615.0
C0032,2025-02-10 14:52:38,O00844,EARN,117,437.0
C0055,2025-02-10 15:59:02,O00797,EARN,196,633.0
C0061,2025-02-12 19:35:35,O00832,EARN,278,485.0
C0006,2025-02-13 09:42:07,O00842,EARN,175,2506.0
C0010,2025-02-15 12:36:02,O00840,EARN,100,2366.0
C0017,2025-02-15 15:46:55,O00852,EARN,145,1612.0
C0028,2025-02-15 17:50:11,O00793,EARN,141,854.0
C0065,2025-02-16 16:34:00,O00804,EARN,176,221.0
C0004,2025-02-16 17:24:02,O00835,EARN,58,4712.0
C0034,2025-02-18 08:07:38,O00816,EARN,166,521.0
C0021,2025-02-18 11:04:17,O00831,EARN,171,1601.0
C0063,2025-02-19 09:17:18,O00794,EARN,124,124.0
C0024,2025-02-19 12:24:44,O00800,EARN,62,997.0
C0041,2025-02-19 16:41:59,O00788,EARN,146,587.0
C0050,2025-02-21 08:29:13,O00820,EARN,41,394.0
C0054,2025-02-21 08:46:59,O00861,EARN,73,207.0
C0056,2025-02-21 08:47:49,O00857,EARN,183,248.0
C0039,2025-02-21 12:29:02,O00790,EARN,202,366.0
C0058,2025-02-21 12:53:25,O00828,EARN,204,710.0
C0065,2025-02-21 14:29:33,O00851,EARN,340,561.0
C0022,2025-02-21 16:19:21,O00846,EARN,12,2261.0
C0059,2025-02-22 19:05:18,O00859,EARN,109,426.0
C0054,2025-02-23 08:15:32,O00845,EARN,209,416.0
C0075,2025-02-23 11:00:11,O00850,EARN,179,281.0
C0042,2025-02-23 20:04:30,O00808,EARN,180,632.0
C0004,2025-02-24 14:43:51,O00802,EARN,44,4756.0
C0009,2025-02-24 16:24:41,O00815,EARN,141,2023.0
C0010,2025-02-25 09:06:30,O00827,EARN,93,2459.0
C0060,2025-02-25 15:08:34,O00864,EARN,174,428.0
C0017,2025-02-25 16:17:31,O00817,EARN,10,1622.0
C0050,2025-02-26 12:22:10,O00833,EARN,125,519.0
C0063,2025-02-26 19:51:24,O00805,EARN,202,326.0
C0059,2025-02-27 20:17:02,O00853,EARN,137,563.0
C0005,2025-02-27 20:37:59,O00829,EARN,139,2732.0
C0067,2025-02-28 09:18:53,O00796,EARN,140,424.0
C0042,2025-02-28 11:13:30,O00799,EARN,59,691.0
C0056,2025-02-28 14:11:07,O00789,EARN,176,424.0
C0076,2025-02-28 14:18:28,O00839,EARN,249,249.0
C0049,2025-02-28 16:34:23,O00810,EARN,297,695.0
C0016,2025-03-01 08:06:25,O00895,EARN,133,1360.0
C0078,2025-03-01 16:34:07,O00872,EARN,213,213.0
C0021,2025-03-02 11:41:23,O00925,EARN,202,1803.0
C0058,2025-03-02 14:32:39,O00914,EARN,61,771.0
C0021,2025-03-03 12:19:37,O00880,EARN,135,1938.0
C0026,2025-03-05 10:55:14,O00931,EARN,11,1739.0
C0056,2025-03-06 11:38:28,O00870,EARN,90,514.0
C0006,2025-03-07 10:24:44,O00892,EARN,696,3202.0
C0035,2025-03-07 20:46:49,O00905,EARN,15,401.0
C0029,2025-03-08 20:33:15,O00874,EARN,46,1004.0
C0077,2025-03-09 10:32:27,O00927,EARN,78,78.0
C0034,2025-03-09 11:40:16,O00929,EARN,42,563.0
C0029,2025-03-09 13:22:23,O00888,EARN,92,1096.0
C0041,2025-03-09 13:44:16,O00910,EARN,126,713.0
C0025,2025-03-10 12:40:34,O00906,EARN,144,248.0
C0039,2025-03-12 13:20:28,O00868,EARN,103,469.0
C0061,2025-03-13 09:53:52,O00867,EARN,67,552.0
C0026,2025-03-13 13:37:40,O00881,EARN,40,1779.0
C0064,2025-03-14 14:52:58,O00924,EARN,127,469.0
C0041,2025-03-14 18:43:58,O00893,EARN,79,792.0
C0020,2025-03-15 10:27:06,O00871,EARN,129,1212.0
C0024,2025-03-15 13:35:28,O00902,EARN,6,1003.0
C0066,2025-03-16 11:14:41,O00916,EARN,33,595.0
C0028,2025-03-16 17:05:55,O00917,EARN,74,928.0
C0002,2025-03-16 18:03:06,O00875,EARN,192,4121.0
C0041,2025-03-17 13:43:18,O00877,EARN,21,813.0
C0080,2025-03-18 13:41:23,O00869,EARN,163,163.0
C0029,2025-03-22 10:09:11,O00887,EARN,77,1173.0
C0024,2025-03-22 14:57:52,O00878,EARN,128,1131.0
C0045,2025-03-23 10:52:21,O00896,EARN,264,472.0
C0013,2025-03-24 10:34:04,O00873,EARN,62,1688.0
C0084,2025-03-24 11:06:49,O00923,EARN,31,31.0
C0041,2025-03-25 16:57:41,O00908,EARN,33,846.0
C0044,2025-03-26 10:22:30,O00866,EARN,117,546.0
C0008,2025-03-27 12:21:42,O00907,EARN,387,3017.0
C0008,2025-03-27 12:38:19,O00926,EARN,222,3239.0
C0013,2025-03-28 11:05:06,O00921,EARN,216,1904.0
C0068,2025-03-28 12:18:30,O00904,EARN,205,295.0
C0049,2025-03-28 15:53:50,O00912,EARN,437,1132.0
C0042,2025-03-28 16:59:39,O00909,EARN,65,756.0
C0020,2025-03-28 20:55:13,O00901,EARN,66,1278.0
C0080,2025-03-29 19:28:33,O00894,EARN,41,204.0
C0060,2025-03-29 20:14:25,O00899,EARN,63,491.0
C0022,2025-03-31 10:23:14,O00932,EARN,282,2543.0
C0047,2025-04-02 08:00:52,O00942,EARN,106,106.0
C0032,2025-04-02 10:02:04,O00944,EARN,55,492.0
C0031,2025-04-02 16:23:59,O00936,EARN,112,577.0
C0062,2025-04-02 19:48:50,O00963,EARN,33,188.0
C0079,2025-04-03 14:14:15,O00938,EARN,226,226.0
C0078,2025-04-03 19:26:11,O00994,EARN,164,377.0
C0037,2025-04-04 16:26:55,O00946,EARN,343,1039.0
C0054,2025-04-04 17:14:40,O00950,EARN,87,503.0
C0016,2025-04-05 17:17:48,O00953,EARN,181,1541.0
C0013,2025-04-06 18:56:55,O00957,EARN,82,1986.0
C0057,2025-04-07 14:12:19,O01014,EARN,225,659.0
C0036,2025-04-07 15:26:51,O00941,EARN,92,534.0
C0021,2025-04-10 16:59:15,O01017,EARN,153,2091.0
C0042,2025-04-10 19:00:35,O01018,EARN,161,917.0
C0078,2025-04-11 08:39:58,O00958,EARN,319,696.0
C0069,2025-04-11 16:17:46,O00952,EARN,246,454.0
C0011,2025-04-11 18:26:32,O00980,EARN,197,1838.0
C0005,2025-04-13 12:15:16,O00981,EARN,281,3013.0
C0059,2025-04-13 13:59:34,O00968,EARN,199,762.0
C0043,2025-04-13 15:14:20,O00992,EARN,170,637.0
C0034,2025-04-13 19:43:16,O00990,EARN,283,846.0
C0022,2025-04-13 20:50:28,O00969,EARN,220,2763.0
C0074,2025-04-14 11:31:22,O00985,EARN,172,172.0
C0057,2025-04-14 17:53:18,O00975,EARN,57,716.0
C0024,2025-04-14 19:46:41,O00999,EARN,262,1393.0
C0035,2025-04-15 14:19:57,O01012,EARN,158,559.0
C0047,2025-04-15 19:38:46,O00998,EARN,93,199.0
C0017,2025-04-16 10:47:28,O01015,EARN,85,1707.0
C0089,2025-04-16 13:15:59,O01001,EARN,135,135.0
C0059,2025-04-16 18:46:01,O01006,EARN,400,1162.0
C0003,2025-04-17 11:57:25,O00948,REDEEM,-1000.0,2426.0
C0003,2025-04-17 11:57:26,O00948,EARN,181,2607.0
C0047,2025-04-17 11:57:26,O01013,EARN,116,315.0
C0065,2025-04-18 15:30:15,O00991,EARN,178,739.0
C0006,2025-04-19 10:42:24,O00978,EARN,248,3450.0
C0075,2025-04-19 12:59:06,O00995,EARN,107,388.0
C0037,2025-04-20 10:17:53,O01009,EARN,226,1265.0
C0051,2025-04-21 08:14:51,O00951,EARN,200,200.0
C0014,2025-04-22 13:37:10,O01008,EARN,235,846.0
C0021,2025-04-22 17:34:11,O00966,EARN,162,2253.0
C0023,2025-04-22 20:59:01,O00982,EARN,84,1009.0
C0004,2025-04-23 12:07:19,O01011,EARN,164,4920.0
C0062,2025-04-23 15:21:45,O01010,EARN,67,255.0
C0076,2025-04-23 18:21:12,O00987,EARN,153,402.0
C0030,2025-04-24 11:23:09,O00954,EARN,409,1471.0
C0006,2025-04-24 12:33:51,O00964,EARN,162,3612.0
C0030,2025-04-24 16:30:35,O01007,EARN,240,1711.0
C0093,2025-04-25 12:43:31,O00988,EARN,296,296.0
C0014,2025-04-25 16:26:24,O00949,EARN,290,1136.0
C0007,2025-04-25 20:02:22,O00937,EARN,46,2247.0
C0057,2025-04-26 18:51:02,O01005,EARN,225,941.0
C0085,2025-04-27 08:25:00,O00979,EARN,340,340.0
C0004,2025-04-27 08:34:01,O00967,EARN,228,5148.0
C0016,2025-04-27 12:27:27,O00976,EARN,502,2043.0
C0093,2025-04-27 16:00:12,O00939,EARN,67,363.0
C0075,2025-04-29 12:28:08,O00993,EARN,39,427.0
C0026,2025-04-29 13:35:58,O01002,EARN,155,1934.0
C0090,2025-04-29 15:47:58,O00956,EARN,102,102.0
C0079,2025-04-29 19:28:59,O01003,EARN,216,442.0
C0014,2025-04-29 20:21:40,O00989,EARN,301,1437.0
C0092,2025-05-03 17:03:03,O01064,EARN,195,195.0
C0008,2025-05-03 17:35:39,O01077,EARN,131,3370.0
C0093,2025-05-03 18:38:01,O01050,EARN,156,519.0
C0078,2025-05-04 11:16:49,O01038,EARN,99,795.0
C0006,2025-05-04 14:55:36,O01053,EARN,75,3687.0
C0056,2025-05-04 17:07:11,O01058,EARN,225,739.0
C0084,2025-05-05 10:27:53,O01048,EARN,172,203.0
C0034,2025-05-06 11:47:09,O01040,EARN,135,981.0
C0009,2025-05-06 20:18:33,O01078,EARN,262,2285.0
C0090,2025-05-07 12:41:59,O01081,EARN,306,408.0
C0042,2025-05-08 19:59:46,O01046,EARN,165,1082.0
C0011,2025-05-09 17:55:01,O01067,EARN,244,2082.0
C0021,2025-05-09 19:48:40,O01069,EARN,167,2420.0
C0049,2025-05-10 16:31:26,O01086,EARN,145,1277.0
C0067,2025-05-11 17:50:06,O01062,EARN,73,497.0
C0047,2025-05-12 16:26:57,O01082,EARN,254,569.0
C0084,2025-05-13 19:01:42,O01037,EARN,135,338.0
C0083,2025-05-15 18:11:45,O01028,EARN,279,279.0
C0060,2025-05-16 10:52:27,O01076,EARN,18,509.0
C0092,2025-05-16 15:58:00,O01068,EARN,111,306.0
C0020,2025-05-17 08:09:41,O01063,EARN,117,1395.0
C0089,2025-05-17 15:40:22,O01070,EARN,198,333.0
C0093,2025-05-18 13:34:53,O01066,EARN,109,628.0
C0026,2025-05-18 15:05:45,O01072,EARN,195,2129.0
C0090,2025-05-18 18:27:00,O01073,EARN,162,570.0
C0013,2025-05-20 08:33:34,O01057,EARN,110,2096.0
C0026,2025-05-22 12:21:37,O01041,EARN,101,2230.0
C0037,2025-05-22 18:40:56,O01085,EARN,99,1364.0
C0001,2025-05-23 17:08:04,O01026,EARN,126,3392.0
C0067,2025-05-23 19:03:29,O01080,EARN,395,892.0
C0071,2025-05-24 12:27:17,O01021,EARN,117,117.0
C0022,2025-05-24 13:18:33,O01055,EARN,46,2809.0
C0084,2025-05-24 14:34:18,O01019,EARN,121,459.0
C0016,2025-05-24 16:42:24,O01042,EARN,210,2253.0
C0080,2025-05-24 17:39:49,O01033,EARN,140,344.0
C0001,2025-05-24 20:53:11,O01024,EARN,167,3559.0
C0068,2025-05-26 13:16:59,O01036,EARN,23,318.0
C0087,2025-05-28 08:59:37,O01032,EARN,379,379.0
C0072,2025-05-28 11:28:52,O01074,EARN,94,94.0
C0067,2025-05-28 12:35:37,O01061,EARN,31,923.0
C0021,2025-05-28 16:26:04,O01052,EARN,203,2623.0
C0024,2025-05-29 16:21:41,O01020,EARN,128,1521.0
C0060,2025-05-30 17:28:40,O01056,EARN,84,593.0
C0022,2025-06-01 10:05:10,O01096,EARN,563,3372.0
C0036,2025-06-01 13:40:31,O01087,EARN,75,609.0
C0027,2025-06-01 14:28:46,O01133,EARN,189,1181.0
C0085,2025-06-03 08:02:02,O01136,EARN,291,631.0
C0077,2025-06-04 14:50:36,O01103,EARN,67,145.0
C0100,2025-06-06 14:34:48,O01135,EARN,350,350.0
C0025,2025-06-06 16:36:17,O01157,EARN,215,463.0
C0092,2025-06-06 17:05:57,O01109,EARN,49,355.0
C0002,2025-06-07 16:19:03,O01122,EARN,46,4167.0
C0093,2025-06-08 16:27:02,O01142,EARN,189,817.0
C0065,2025-06-08 18:47:17,O01123,EARN,37,776.0
C0069,2025-06-11 15:44:57,O01092,EARN,247,701.0
C0102,2025-06-12 12:11:58,O01111,EARN,323,323.0
C0057,2025-06-12 17:35:35,O01110,EARN,177,1118.0
C0024,2025-06-12 17:46:42,O01089,EARN,232,1753.0
C0020,2025-06-14 18:56:07,O01141,EARN,187,1582.0
C0003,2025-06-15 10:59:58,O01152,EARN,170,2777.0
C0046,2025-06-15 17:52:20,O01105,EARN,63,1030.0
C0035,2025-06-17 13:10:14,O01154,EARN,53,612.0
C0014,2025-06-17 19:03:37,O01148,EARN,176,1613.0
C0043,2025-06-18 18:38:39,O01149,EARN,45,682.0
C0055,2025-06-20 12:10:59,O01145,EARN,241,874.0
C0071,2025-06-20 12:16:30,O01146,EARN,136,253.0
C0051,2025-06-20 16:25:04,O01098,EARN,125,325.0
C0008,2025-06-20 16:56:31,O01088,EARN,33,3403.0
C0045,2025-06-20 20:44:10,O01153,EARN,304,776.0
C0009,2025-06-21 20:09:28,O01131,EARN,374,2659.0
C0090,2025-06-23 17:44:32,O01106,EARN,99,669.0
C0071,2025-06-23 19:08:36,O01125,EARN,57,310.0
C0058,2025-06-25 12:13:38,O01128,EARN,302,1073.0
C0021,2025-06-25 13:05:48,O01095,EARN,301,2924.0
C0097,2025-06-25 16:33:31,O01134,EARN,475,475.0
C0066,2025-06-26 08:28:03,O01101,EARN,96,691.0
C0023,2025-06-26 08:56:40,O01132,EARN,38,1047.0
C0092,2025-06-26 19:08:31,O01140,EARN,195,550.0
C0038,2025-06-27 19:38:35,O01144,EARN,108,602.0
C0100,2025-06-29 12:16:54,O01139,EARN,162,512.0
C0024,2025-06-29 15:45:36,O01114,EARN,152,1905.0
C0054,2025-06-29 18:12:27,O01127,EARN,28,531.0
C0050,2025-06-30 09:45:50,O01094,EARN,102,621.0
C0026,2025-06-30 19:42:29,O01124,EARN,17,2247.0
C0100,2025-07-01 12:10:07,O01216,EARN,116,628.0
C0085,2025-07-02 15:47:25,O01181,EARN,111,742.0
C0050,2025-07-03 11:15:22,O01219,EARN,103,724.0
C0079,2025-07-04 17:32:04,O01214,EARN,233,675.0
C0056,2025-07-05 08:23:23,O01213,EARN,99,838.0
C0019,2025-07-05 11:28:44,O01201,EARN,250,2865.0
C0096,2025-07-05 18:55:33,O01211,EARN,124,124.0
C0106,2025-07-07 17:21:47,O01209,EARN,213,213.0
C0097,2025-07-08 10:21:14,O01187,EARN,304,779.0
C0026,2025-07-08 16:29:20,O01163,EARN,103,2350.0
C0003,2025-07-10 14:29:31,O01225,EARN,90,2867.0
C0080,2025-07-11 13:20:33,O01208,EARN,157,501.0
C0054,2025-07-11 15:22:24,O01220,EARN,52,583.0
C0051,2025-07-11 18:24:11,O01199,EARN,63,388.0
C0025,2025-07-12 13:34:20,O01176,EARN,26,489.0
C0079,2025-07-12 20:41:51,O01185,EARN,287,962.0
C0014,2025-07-13 16:39:58,O01200,EARN,18,1631.0
C0087,2025-07-13 20:52:49,O01223,EARN,158,537.0
C0108,2025-07-14 08:30:02,O01191,EARN,105,105.0
C0072,2025-07-14 13:55:37,O01160,EARN,111,205.0
C0106,2025-07-15 12:57:27,O01215,EARN,229,442.0
C0029,2025-07-16 08:31:05,O01194,EARN,135,1308.0
C0052,2025-07-16 16:37:42,O01192,EARN,139,139.0
C0024,2025-07-18 15:25:40,O01174,EARN,82,1987.0
C0098,2025-07-18 17:13:54,O01183,EARN,215,215.0
C0087,2025-07-19 09:27:45,O01172,EARN,247,784.0
C0086,2025-07-19 10:55:28,O01203,EARN,292,292.0
C0049,2025-07-19 12:10:22,O01167,EARN,64,1341.0
C0059,2025-07-19 15:20:25,O01186,EARN,438,1600.0
C0011,2025-07-20 15:56:03,O01171,EARN,58,2140.0
C0094,2025-07-22 20:28:25,O01161,EARN,269,269.0
C0062,2025-07-23 12:03:12,O01159,EARN,31,286.0
C0023,2025-07-24 08:31:44,O01210,EARN,87,1134.0
C0032,2025-07-24 14:59:01,O01179,EARN,161,653.0
C0103,2025-07-25 09:06:28,O01184,EARN,179,179.0
C0011,2025-07-26 18:48:25,O01207,EARN,76,2216.0
C0061,2025-07-27 08:16:37,O01165,EARN,536,1088.0
C0055,2025-07-27 12:41:52,O01193,EARN,317,1191.0
C0084,2025-07-27 15:58:49,O01173,EARN,95,554.0
C0047,2025-07-27 19:27:46,O01188,REDEEM,-500.0,69.0
C0047,2025-07-27 19:27:47,O01188,EARN,116,185.0
C0083,2025-07-28 16:19:15,O01218,EARN,144,423.0
C0073,2025-07-28 17:37:27,O01177,EARN,479,479.0
C0071,2025-07-29 18:05:10,O01217,EARN,365,675.0
C0074,2025-07-30 20:59:27,O01226,EARN,102,274.0
C0094,2025-07-31 14:21:19,O01169,EARN,161,430.0
C0106,2025-07-31 15:24:11,O01189,EARN,511,953.0
C0036,2025-08-01 15:11:08,O01260,EARN,296,905.0
C0108,2025-08-01 15:13:06,O01265,EARN,59,164.0
C0065,2025-08-01 20:49:23,O01239,EARN,126,902.0
C0026,2025-08-02 12:59:23,O01295,EARN,149,2499.0
C0052,2025-08-03 09:05:27,O01275,EARN,113,252.0
C0095,2025-08-03 13:31:27,O01252,EARN,31,31.0
C0032,2025-08-03 15:27:03,O01266,REDEEM,-500.0,153.0
C0032,2025-08-03 15:27:04,O01266,EARN,264,417.0
C0095,2025-08-03 16:59:11,O01255,EARN,208,239.0
C0050,2025-08-04 14:14:53,O01276,EARN,97,821.0
C0112,2025-08-06 09:26:41,O01242,EARN,266,266.0
C0099,2025-08-07 09:08:32,O01273,EARN,52,52.0
C0069,2025-08-07 09:36:16,O01264,EARN,48,749.0
C0065,2025-08-07 17:14:13,O01241,REDEEM,-500.0,402.0
C0065,2025-08-07 17:14:14,O01241,EARN,99,501.0
C0024,2025-08-08 13:09:46,O01291,EARN,93,2080.0
C0047,2025-08-10 10:48:45,O01284,EARN,105,290.0
C0035,2025-08-10 11:43:48,O01289,EARN,71,683.0
C0083,2025-08-12 20:08:48,O01263,EARN,230,653.0
C0066,2025-08-14 13:43:00,O01254,EARN,223,914.0
C0050,2025-08-15 11:24:30,O01293,EARN,125,946.0
C0069,2025-08-15 16:12:40,O01240,EARN,134,883.0
C0024,2025-08-16 13:31:52,O01280,EARN,46,2126.0
C0094,2025-08-16 15:11:17,O01244,EARN,135,565.0
C0040,2025-08-19 09:33:10,O01296,EARN,171,388.0
C0082,2025-08-19 12:13:29,O01249,EARN,55,55.0
C0106,2025-08-19 15:41:05,O01233,EARN,152,1105.0
C0015,2025-08-19 15:57:58,O01271,EARN,400,2091.0
C0016,2025-08-20 10:36:00,O01237,EARN,58,2311.0
C0092,2025-08-21 17:08:09,O01283,EARN,33,583.0
C0040,2025-08-21 18:56:41,O01248,EARN,108,496.0
C0105,2025-08-22 11:35:26,O01287,EARN,38,38.0
C0031,2025-08-23 18:06:39,O01230,EARN,57,634.0
C0004,2025-08-24 09:56:43,O01229,EARN,134,5282.0
C0057,2025-08-24 20:44:49,O01267,EARN,334,1452.0
C0090,2025-08-25 12:02:39,O01274,EARN,235,904.0
C0111,2025-08-27 12:50:05,O01294,EARN,121,121.0
C0030,2025-08-28 09:53:05,O01288,EARN,434,2145.0
C0034,2025-08-28 13:05:06,O01270,EARN,213,1194.0
C0009,2025-08-28 13:39:36,O01285,EARN,157,2816.0
C0077,2025-08-29 10:18:44,O01245,EARN,103,248.0
C0046,2025-08-29 20:13:56,O01234,EARN,113,1143.0
C0050,2025-08-29 20:52:51,O01236,EARN,84,1030.0
C0066,2025-08-30 15:06:19,O01247,EARN,157,1071.0
C0018,2025-08-30 15:55:48,O01281,EARN,60,1135.0
C0027,2025-08-30 18:45:27,O01235,EARN,203,1384.0
C0086,2025-08-31 14:41:24,O01299,EARN,69,361.0
C0021,2025-09-03 10:15:18,O01304,EARN,86,3010.0
C0072,2025-09-05 14:39:34,O01333,EARN,218,423.0
C0112,2025-09-06 11:13:55,O01365,EARN,110,376.0
C0106,2025-09-06 12:42:14,O01348,EARN,93,1198.0
C0039,2025-09-06 17:17:23,O01351,EARN,203,672.0
C0064,2025-09-07 20:00:16,O01340,EARN,147,616.0
C0078,2025-09-08 08:18:30,O01307,EARN,368,1163.0
C0089,2025-09-08 16:53:46,O01361,EARN,58,391.0
C0055,2025-09-08 20:01:16,O01352,EARN,190,1381.0
C0106,2025-09-09 19:39:38,O01303,EARN,86,1284.0
C0001,2025-09-09 20:15:56,O01350,EARN,274,3833.0
C0118,2025-09-10 08:07:02,O01337,EARN,272,272.0
C0027,2025-09-10 18:29:04,O01312,EARN,198,1582.0
C0085,2025-09-12 09:30:10,O01338,REDEEM,-500.0,242.0
C0085,2025-09-12 09:30:11,O01338,EARN,93,335.0
C0067,2025-09-12 13:28:36,O01324,EARN,145,1068.0
C0105,2025-09-12 14:01:51,O01319,EARN,28,66.0
C0037,2025-09-12 16:23:50,O01316,EARN,291,1655.0
C0021,2025-09-13 08:31:05,O01345,EARN,86,3096.0
C0004,2025-09-13 10:19:56,O01308,EARN,100,5382.0
C0101,2025-09-13 10:19:57,O01353,EARN,148,148.0
C0065,2025-09-13 19:21:53,O01323,EARN,219,720.0
C0089,2025-09-14 13:36:32,O01336,EARN,60,451.0
C0105,2025-09-17 13:43:02,O01313,EARN,65,131.0
C0066,2025-09-17 13:59:46,O01358,EARN,60,1131.0
C0116,2025-09-17 16:00:40,O01329,EARN,304,304.0
C0083,2025-09-18 09:59:39,O01343,EARN,235,888.0
C0067,2025-09-19 12:42:32,O01355,EARN,203,1271.0
C0056,2025-09-19 20:58:05,O01363,EARN,46,884.0
C0008,2025-09-25 12:17:26,O01356,REDEEM,-1000.0,2403.0
C0008,2025-09-25 12:17:27,O01356,EARN,205,2608.0
C0079,2025-09-26 08:25:27,O01354,EARN,164,1126.0
C0046,2025-09-26 17:55:04,O01334,EARN,52,1195.0
C0012,2025-09-27 09:20:45,O01315,EARN,118,2856.0
C0101,2025-09-28 08:31:29,O01305,EARN,269,417.0
C0098,2025-09-28 17:00:41,O01368,EARN,132,347.0
C0103,2025-09-28 19:50:17,O01364,EARN,328,507.0
C0029,2025-09-29 10:35:21,O01311,EARN,296,1604.0
C0052,2025-09-29 20:09:59,O01326,EARN,61,313.0
C0023,2025-09-30 08:17:04,O01302,EARN,151,1285.0
C0023,2025-09-30 11:13:51,O01320,EARN,138,1423.0
C0090,2025-10-02 17:14:53,O01401,EARN,154,1058.0
C0098,2025-10-03 15:58:06,O01388,EARN,136,483.0
C0037,2025-10-04 18:31:57,O01434,EARN,70,1725.0
C0048,2025-10-04 18:40:47,O01404,EARN,157,207.0
C0038,2025-10-05 15:35:37,O01372,EARN,69,671.0
C0019,2025-10-07 12:23:29,O01385,REDEEM,-500.0,2365.0
C0019,2025-10-07 12:23:30,O01385,EARN,118,2483.0
C0048,2025-10-08 09:24:07,O01408,EARN,496,703.0
C0020,2025-10-08 16:53:08,O01436,EARN,33,1615.0
C0003,2025-10-10 10:05:56,O01396,REDEEM,-1000.0,1867.0
C0003,2025-10-10 10:05:57,O01396,EARN,234,2101.0
C0086,2025-10-10 15:09:10,O01411,EARN,63,424.0
C0113,2025-10-10 16:15:29,O01414,EARN,95,95.0
C0105,2025-10-12 09:19:21,O01442,EARN,221,352.0
C0085,2025-10-12 19:44:40,O01432,EARN,31,366.0
C0078,2025-10-13 18:26:04,O01379,REDEEM,-1000.0,163.0
C0078,2025-10-13 18:26:05,O01379,EARN,185,348.0
C0039,2025-10-14 13:31:28,O01437,EARN,110,782.0
C0041,2025-10-15 20:17:02,O01441,EARN,128,974.0
C0021,2025-10-16 20:24:49,O01416,EARN,158,3254.0
C0067,2025-10-17 17:50:07,O01398,EARN,290,1561.0
C0102,2025-10-18 11:53:08,O01369,EARN,105,428.0
C0028,2025-10-18 16:57:44,O01420,EARN,114,1042.0
C0057,2025-10-18 20:47:44,O01415,EARN,28,1480.0
C0034,2025-10-19 14:47:27,O01407,REDEEM,-1000.0,194.0
C0034,2025-10-19 14:47:28,O01407,EARN,55,249.0
C0114,2025-10-20 08:28:11,O01381,EARN,228,228.0
C0078,2025-10-20 08:45:51,O01377,EARN,111,459.0
C0125,2025-10-20 18:48:31,O01380,EARN,413,413.0
C0057,2025-10-23 08:48:21,O01376,EARN,304,1784.0
C0001,2025-10-24 08:46:19,O01429,EARN,97,3930.0
C0108,2025-10-24 08:55:35,O01390,EARN,81,245.0
C0028,2025-10-24 12:39:22,O01424,EARN,30,1072.0
C0131,2025-10-24 14:56:59,O01426,EARN,83,83.0
C0087,2025-10-25 08:28:32,O01427,EARN,102,886.0
C0127,2025-10-25 13:48:45,O01400,EARN,82,82.0
C0025,2025-10-26 16:30:38,O01391,EARN,116,605.0
C0073,2025-10-26 20:31:24,O01440,EARN,259,738.0
